438,,,buy,3048,433,,,sell,3030,2016-09-14 06:48:59.0,0.7,2
429,,,buy,3058,423,,,sell,3055,2016-09-14 06:49:29.0,0.8,2
441,,,buy,3150,430,,,sell,3079,2016-09-14 06:52:42.0,0.8,1
437,,,buy,3152,429,,,sell,3062,2016-09-14 06:52:50.0,0.85,1
441,,,buy,3176,429,,,sell,3062,2016-09-14 06:53:48.0,0.85,1
441,,,buy,3215,423,,,sell,3205,2016-09-14 06:55:34.0,0.7,2
433,,,sell,3217,440,,,buy,3216,2016-09-14 06:55:34.0,0.7,1
433,,,sell,3221,428,,,buy,3220,2016-09-14 06:55:51.0,0.75,1
441,,,buy,3227,433,,,sell,3219,2016-09-14 06:56:06.0,0.8,1
436,,,buy,3231,433,,,sell,3218,2016-09-14 06:56:14.0,0.85,1
432,,,buy,3239,433,,,sell,3051,2016-09-14 06:56:43.0,0.9,1
433,,,sell,3246,435,,,buy,3233,2016-09-14 06:57:04.0,0.8,1

Market [184_25] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
430,,,buy,3028,422,,,sell,3012,2016-09-14 06:48:15.0,0.5,1
438,,,buy,3032,422,,,sell,3012,2016-09-14 06:48:22.0,0.5,2
441,,,buy,3044,422,,,sell,3012,2016-09-14 06:48:49.0,0.5,1
441,,,buy,3072,430,,,sell,3056,2016-09-14 06:50:00.0,0.8,1
436,,,sell,3124,424,,,buy,3069,2016-09-14 06:51:56.0,0.3,4

Market [219_24] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
430,,,buy,3013,422,,,sell,3007,2016-09-14 06:47:43.0,0.5,1
429,,,buy,3026,422,,,sell,3007,2016-09-14 06:48:07.0,0.5,7
441,,,sell,3066,426,,,buy,3054,2016-09-14 06:49:48.0,0.75,1
429,,,buy,3173,441,,,sell,3164,2016-09-14 06:53:43.0,0.5,3
429,,,buy,3175,423,,,sell,3154,2016-09-14 06:53:47.0,0.55,2
432,,,buy,3214,429,,,sell,3127,2016-09-14 06:55:28.0,0.7,1

Market [229_31] Trades
marketTrader_ID,marketTrader_firstName,marketTrader_lastName,marketTrader_role,marketOrder_ID,limitTrader_ID,limitTrader_firstName,limitTrader_lastName,limitTrader_role,limitOrder_ID,time,price,units
438,,,sell,3108,426,,,buy,3019,2016-09-14 06:51:16.0,0.7,1
438,,,sell,3120,436,,,buy,3033,2016-09-14 06:51:42.0,0.7,1
438,,,sell,3120,428,,,buy,3043,2016-09-14 06:51:42.0,0.7,2
426,,,sell,3170,428,,,buy,3123,2016-09-14 06:53:36.0,0.65,1

Market [60_9] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
424,,,2016-09-14 06:48:00.0,sell,0.8,5,0,_All,SIMPLE,3023
441,,,2016-09-14 06:49:31.0,buy,0.8,5,0,_All,SIMPLE,3060
437,,,2016-09-14 06:49:43.0,sell,0.8,1,0,_All,SIMPLE,3063
441,,,2016-09-14 06:50:05.0,buy,0.8,1,0,_All,SIMPLE,3075
441,,,2016-09-14 06:50:22.0,buy,0.6,3,0,_All,SIMPLE,3082
424,,,2016-09-14 06:50:53.0,sell,0.6,3,0,_All,SIMPLE,3096
426,,,2016-09-14 06:51:09.0,buy,0.7,1,0,_All,SIMPLE,3105
440,,,2016-09-14 06:52:59.0,sell,0.7,1,0,_All,SIMPLE,3157
433,,,2016-09-14 06:53:07.0,buy,0.3,1,1,_All,SIMPLE,3160
427,,,2016-09-14 06:53:16.0,buy,0.3,4,4,_All,SIMPLE,3163
440,,,2016-09-14 06:55:10.0,sell,0.8,1,0,_All,SIMPLE,3206
438,,,2016-09-14 06:56:03.0,buy,0.8,1,0,_All,SIMPLE,3225
437,,,2016-09-14 06:57:30.0,sell,0.9,1,1,_All,SIMPLE,3252

Market [66_10] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
426,,,2016-09-14 06:47:38.0,buy,0.5,1,0,_All,SIMPLE,3010
436,,,2016-09-14 06:47:38.0,buy,0.2,1,1,_All,SIMPLE,3011
426,,,2016-09-14 06:47:38.0,cancel,0.5,1,N/A,N/A,N/A,3010
431,,,2016-09-14 06:47:47.0,sell,0.65,4,0,_All,SIMPLE,3015
431,,,2016-09-14 06:47:47.0,cancel,0.65,4,N/A,N/A,N/A,3015
436,,,2016-09-14 06:47:49.0,buy,0.5,1,1,_All,SIMPLE,3017
438,,,2016-09-14 06:47:51.0,buy,0.5,2,2,_All,SIMPLE,3018
431,,,2016-09-14 06:48:32.0,sell,0.8,4,0,_All,SIMPLE,3037
441,,,2016-09-14 06:49:27.0,buy,0.8,4,0,_All,SIMPLE,3057
431,,,2016-09-14 06:49:33.0,buy,0.55,4,4,_All,SIMPLE,3061
437,,,2016-09-14 06:49:54.0,buy,0.6,1,0,_All,SIMPLE,3070
426,,,2016-09-14 06:50:02.0,buy,0.45,1,0,_All,SIMPLE,3073
426,,,2016-09-14 06:50:02.0,cancel,0.45,1,N/A,N/A,N/A,3073
441,,,2016-09-14 06:50:17.0,buy,0.65,3,0,_All,SIMPLE,3080
426,,,2016-09-14 06:51:25.0,sell,0.65,1,0,_All,SIMPLE,3110
426,,,2016-09-14 06:51:28.0,sell,0.65,1,0,_All,SIMPLE,3113
426,,,2016-09-14 06:51:32.0,sell,0.65,1,0,_All,SIMPLE,3115
426,,,2016-09-14 06:51:36.0,sell,0.6,1,0,_All,SIMPLE,3118
422,,,2016-09-14 06:51:57.0,buy,0.7,3,3,_All,SIMPLE,3125
433,,,2016-09-14 06:53:22.0,buy,0.4,1,1,_All,SIMPLE,3165
429,,,2016-09-14 06:55:51.0,buy,0.6,2,2,_All,SIMPLE,3222
435,,,2016-09-14 06:56:43.0,buy,0.8,4,4,_All,SIMPLE,3240

Market [72_1] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
438,,,2016-09-14 06:47:35.0,sell,0.85,8,0,_All,SIMPLE,3008
438,,,2016-09-14 06:47:35.0,cancel,0.85,8,N/A,N/A,N/A,3008
426,,,2016-09-14 06:47:44.0,buy,0.4,1,0,_All,SIMPLE,3014
438,,,2016-09-14 06:48:05.0,sell,0.7,2,2,_All,SIMPLE,3025
438,,,2016-09-14 06:48:10.0,sell,0.4,1,0,_All,SIMPLE,3027
426,,,2016-09-14 06:48:17.0,buy,0.6,1,0,_All,SIMPLE,3031
436,,,2016-09-14 06:49:00.0,sell,0.6,4,3,_All,SIMPLE,3050
438,,,2016-09-14 06:50:56.0,sell,0.5,3,3,_All,SIMPLE,3098
438,,,2016-09-14 06:53:26.0,sell,0.4,1,0,_All,SIMPLE,3166
432,,,2016-09-14 06:57:13.0,buy,0.4,1,0,_All,SIMPLE,3249

Market [77_3First] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
430,,,2016-09-14 06:47:56.0,sell,0.6,3,0,_All,SIMPLE,3020
430,,,2016-09-14 06:47:56.0,cancel,0.6,3,N/A,N/A,N/A,3020
430,,,2016-09-14 06:51:26.0,sell,0.55,4,0,_All,SIMPLE,3111
430,,,2016-09-14 06:51:26.0,cancel,0.55,4,N/A,N/A,N/A,3111
430,,,2016-09-14 06:53:35.0,sell,0.5,6,0,_All,SIMPLE,3169
430,,,2016-09-14 06:53:35.0,cancel,0.5,6,N/A,N/A,N/A,3169
433,,,2016-09-14 06:53:47.0,sell,0.7,1,1,_All,SIMPLE,3174
433,,,2016-09-14 06:53:51.0,sell,0.65,1,0,_All,SIMPLE,3177
433,,,2016-09-14 06:53:51.0,cancel,0.65,1,N/A,N/A,N/A,3177
433,,,2016-09-14 06:53:54.0,sell,0.75,1,1,_All,SIMPLE,3178
433,,,2016-09-14 06:53:59.0,sell,0.9,1,0,_All,SIMPLE,3180
433,,,2016-09-14 06:53:59.0,cancel,0.9,1,N/A,N/A,N/A,3180
435,,,2016-09-14 06:54:04.0,sell,0.45,8,0,_All,SIMPLE,3184
435,,,2016-09-14 06:54:04.0,cancel,0.45,8,N/A,N/A,N/A,3184
433,,,2016-09-14 06:54:28.0,sell,0.4,1,1,_All,SIMPLE,3191
433,,,2016-09-14 06:54:49.0,sell,0.6,1,1,_All,SIMPLE,3199
430,,,2016-09-14 06:55:23.0,sell,0.3,4,4,_All,SIMPLE,3210
435,,,2016-09-14 06:56:00.0,sell,0.25,8,8,_All,SIMPLE,3224

Market [77_3Second] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
436,,,2016-09-14 06:48:47.0,sell,0.5,4,4,_All,SIMPLE,3041
439,,,2016-09-14 06:49:48.0,sell,0.3,8,0,_All,SIMPLE,3067
433,,,2016-09-14 06:51:12.0,buy,0.3,1,0,_All,SIMPLE,3107
431,,,2016-09-14 06:51:30.0,buy,0.3,4,0,_All,SIMPLE,3114
433,,,2016-09-14 06:51:36.0,buy,0.3,7,0,_All,SIMPLE,3116
431,,,2016-09-14 06:51:36.0,sell,0.4,4,0,_All,SIMPLE,3117
433,,,2016-09-14 06:51:36.0,cancel,0.3,4,N/A,N/A,N/A,3116
431,,,2016-09-14 06:51:36.0,cancel,0.4,2,N/A,N/A,N/A,3117
430,,,2016-09-14 06:51:45.0,buy,0.3,1,0,_All,SIMPLE,3122
433,,,2016-09-14 06:51:58.0,buy,0.4,1,0,_All,SIMPLE,3126
433,,,2016-09-14 06:52:08.0,sell,0.45,1,0,_All,SIMPLE,3131
433,,,2016-09-14 06:52:08.0,cancel,0.45,1,N/A,N/A,N/A,3131
426,,,2016-09-14 06:52:11.0,buy,0.4,1,0,_All,SIMPLE,3132
433,,,2016-09-14 06:52:11.0,sell,0.5,1,1,_All,SIMPLE,3134
433,,,2016-09-14 06:52:14.0,sell,0.55,1,1,_All,SIMPLE,3135
426,,,2016-09-14 06:52:16.0,sell,0.3,1,0,_All,SIMPLE,3137
433,,,2016-09-14 06:52:17.0,sell,0.6,1,1,_All,SIMPLE,3139
433,,,2016-09-14 06:52:25.0,sell,0.65,1,1,_All,SIMPLE,3142
431,,,2016-09-14 06:52:34.0,sell,0.45,2,0,_All,SIMPLE,3146
431,,,2016-09-14 06:52:34.0,cancel,0.45,2,N/A,N/A,N/A,3146
433,,,2016-09-14 06:52:53.0,sell,0.7,1,1,_All,SIMPLE,3155
427,,,2016-09-14 06:54:40.0,sell,0.4,4,4,_All,SIMPLE,3194
431,,,2016-09-14 06:54:50.0,sell,0.4,2,2,_All,SIMPLE,3201

Market [129_15] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
431,,,2016-09-14 06:47:59.0,sell,0.6,8,0,_All,SIMPLE,3022
431,,,2016-09-14 06:47:59.0,cancel,0.6,4,N/A,N/A,N/A,3022
438,,,2016-09-14 06:48:41.0,buy,0.6,1,0,_All,SIMPLE,3039
438,,,2016-09-14 06:48:49.0,buy,0.6,3,0,_All,SIMPLE,3042
431,,,2016-09-14 06:49:00.0,sell,0.9,4,0,_All,SIMPLE,3049
426,,,2016-09-14 06:50:21.0,buy,0.9,1,0,_All,SIMPLE,3081
426,,,2016-09-14 06:50:24.0,buy,0.9,1,0,_All,SIMPLE,3083
426,,,2016-09-14 06:50:26.0,buy,0.9,1,0,_All,SIMPLE,3084
426,,,2016-09-14 06:50:29.0,buy,0.9,1,0,_All,SIMPLE,3086
426,,,2016-09-14 06:50:36.0,sell,0.95,1,0,_All,SIMPLE,3090
426,,,2016-09-14 06:50:44.0,sell,0.95,1,1,_All,SIMPLE,3091
426,,,2016-09-14 06:50:48.0,sell,0.95,1,1,_All,SIMPLE,3094
439,,,2016-09-14 06:50:56.0,buy,0.5,1,0,_All,SIMPLE,3097
433,,,2016-09-14 06:50:56.0,buy,0.3,1,0,_All,SIMPLE,3099
433,,,2016-09-14 06:51:00.0,buy,0.25,1,0,_All,SIMPLE,3102
433,,,2016-09-14 06:51:02.0,buy,0.2,1,1,_All,SIMPLE,3103
428,,,2016-09-14 06:51:21.0,sell,0.9,5,0,_All,SIMPLE,3109
428,,,2016-09-14 06:51:21.0,cancel,0.9,5,N/A,N/A,N/A,3109
428,,,2016-09-14 06:51:21.0,cancel,0.9,4,N/A,N/A,N/A,3109
426,,,2016-09-14 06:52:31.0,sell,0.5,1,0,_All,SIMPLE,3144
428,,,2016-09-14 06:52:41.0,sell,0.9,4,0,_All,SIMPLE,3149
428,,,2016-09-14 06:52:41.0,cancel,0.9,4,N/A,N/A,N/A,3149
428,,,2016-09-14 06:54:13.0,sell,0.3,1,0,_All,SIMPLE,3185
428,,,2016-09-14 06:54:21.0,sell,0.25,1,0,_All,SIMPLE,3189
437,,,2016-09-14 06:54:24.0,buy,0.4,2,2,_All,SIMPLE,3190
428,,,2016-09-14 06:55:00.0,sell,0.6,3,0,_All,SIMPLE,3204
433,,,2016-09-14 06:55:14.0,sell,0.65,1,0,_All,SIMPLE,3207
441,,,2016-09-14 06:55:20.0,buy,0.6,3,0,_All,SIMPLE,3209
441,,,2016-09-14 06:55:24.0,buy,0.65,1,0,_All,SIMPLE,3211
437,,,2016-09-14 06:55:24.0,buy,0.65,1,0,_All,SIMPLE,3212
437,,,2016-09-14 06:56:41.0,buy,0.95,1,0,_All,SIMPLE,3238
440,,,2016-09-14 06:56:53.0,sell,0.6,3,0,_All,SIMPLE,3242
441,,,2016-09-14 06:57:13.0,buy,0.6,2,0,_All,SIMPLE,3248

Market [144_14] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
429,,,2016-09-14 06:47:47.0,sell,0.8,8,1,_All,SIMPLE,3016
429,,,2016-09-14 06:47:47.0,cancel,0.8,4,N/A,N/A,N/A,3016
429,,,2016-09-14 06:47:47.0,cancel,0.8,3,N/A,N/A,N/A,3016
441,,,2016-09-14 06:49:11.0,sell,0.75,4,0,_All,SIMPLE,3053
441,,,2016-09-14 06:49:11.0,cancel,0.75,3,N/A,N/A,N/A,3053
441,,,2016-09-14 06:49:11.0,cancel,0.75,1,N/A,N/A,N/A,3053
429,,,2016-09-14 06:50:08.0,sell,0.5,4,2,_All,SIMPLE,3077
433,,,2016-09-14 06:50:35.0,buy,0.5,1,0,_All,SIMPLE,3089
433,,,2016-09-14 06:50:46.0,buy,0.5,1,0,_All,SIMPLE,3092
441,,,2016-09-14 06:50:52.0,sell,0.45,4,0,_All,SIMPLE,3095
441,,,2016-09-14 06:50:52.0,cancel,0.45,4,N/A,N/A,N/A,3095
432,,,2016-09-14 06:51:05.0,sell,0.4,8,8,_All,SIMPLE,3104
429,,,2016-09-14 06:51:27.0,sell,0.5,3,3,_All,SIMPLE,3112
441,,,2016-09-14 06:52:03.0,sell,0.35,4,0,_All,SIMPLE,3129
441,,,2016-09-14 06:52:03.0,cancel,0.35,4,N/A,N/A,N/A,3129
441,,,2016-09-14 06:53:30.0,sell,0.3,4,0,_All,SIMPLE,3168
441,,,2016-09-14 06:53:30.0,cancel,0.3,3,N/A,N/A,N/A,3168
438,,,2016-09-14 06:54:03.0,buy,0.3,1,0,_All,SIMPLE,3182
441,,,2016-09-14 06:54:16.0,sell,0.2,3,0,_All,SIMPLE,3188
441,,,2016-09-14 06:54:16.0,cancel,0.2,3,N/A,N/A,N/A,3188
433,,,2016-09-14 06:55:27.0,sell,0.35,1,1,_All,SIMPLE,3213
441,,,2016-09-14 06:56:39.0,sell,0.05,3,0,_All,SIMPLE,3237
432,,,2016-09-14 06:57:02.0,buy,0.05,1,0,_All,SIMPLE,3244
429,,,2016-09-14 06:57:04.0,buy,0.05,3,0,_All,SIMPLE,3245
429,,,2016-09-14 06:57:04.0,cancel,0.05,1,N/A,N/A,N/A,3245

Market [184_28First] Orders
trader_ID,trader_firstName,trader_lastName,time,action,price,units,units_remaining,recipient,order_type,order_id
433,,,2016-09-14 06:48:05.0,buy,0.1,2,2,_All,SIMPLE,3024
424,,,2016-09-14 06:48:28.0,buy,0.3,5,5,_All,SIMPLE,3035
