account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer11@bmm,4849,322,6459,6459,638,NULL,1216153,1216153,1216153,1216416,LIMIT,BUY,4,67,2018-08-21T04:35:24.098,2018-08-21T04:38:57.897
choice-moving,Surfer15@bmm,4853,322,6459,6459,638,NULL,1216162,1216162,1216162,1216174,LIMIT,BUY,1,70,2018-08-21T04:35:33.990,2018-08-21T04:35:48.963
choice-moving,Surfer13@bmm,4851,322,6459,6459,638,NULL,1216170,1216170,1216170,1216288,LIMIT,BUY,1,70,2018-08-21T04:35:45.873,2018-08-21T04:36:44.970
choice-moving,Surfer13@bmm,4851,322,6459,6459,638,NULL,1216171,1216171,1216171,1216275,LIMIT,BUY,1,70,2018-08-21T04:35:46.507,2018-08-21T04:36:41.832
choice-moving,Surfer13@bmm,4851,322,6459,6459,638,NULL,1216172,1216172,1216172,1216271,LIMIT,BUY,1,70,2018-08-21T04:35:47.074,2018-08-21T04:36:40.817
choice-moving,Surfer9@bmm,4847,322,6459,6459,638,NULL,1216174,1216174,1216174,1216162,LIMIT,SELL,1,70,2018-08-21T04:35:48.954,2018-08-21T04:35:48.963
choice-moving,Surfer15@bmm,4853,322,6459,6459,639,NULL,1216176,1216176,1216176,1216358,LIMIT,BUY,1,50,2018-08-21T04:35:50.595,2018-08-21T04:37:55.006
choice-moving,Surfer13@bmm,4851,322,6459,6459,639,NULL,1216178,1216178,1216178,1216252,LIMIT,BUY,1,50,2018-08-21T04:35:53.241,2018-08-21T04:36:36.204
choice-moving,Surfer13@bmm,4851,322,6459,6459,639,NULL,1216179,1216179,1216179,1216247,LIMIT,BUY,1,50,2018-08-21T04:35:53.488,2018-08-21T04:36:34.653
choice-moving,Surfer15@bmm,4853,322,6459,6459,638,NULL,1216183,1216183,1216183,1216301,LIMIT,BUY,3,71,2018-08-21T04:36:07.019,2018-08-21T04:36:58.726
choice-moving,Surfer8@bmm,4846,322,6459,6459,638,NULL,1216184,1216184,1216184,NULL,LIMIT,BUY,1,40,2018-08-21T04:36:08.403,2018-08-21T04:36:08.407
choice-moving,Surfer9@bmm,4847,322,6459,6459,640,NULL,1216187,1216187,1216187,1216361,LIMIT,SELL,1,70,2018-08-21T04:36:12.970,2018-08-21T04:37:55.119
choice-moving,Surfer5@bmm,4843,322,6459,6459,638,NULL,1216189,1216189,1216189,1216304,LIMIT,BUY,1,100,2018-08-21T04:36:14.408,2018-08-21T04:37:03.279
choice-moving,Surfer14@bmm,4852,322,6459,6459,638,NULL,1216192,1216192,1216192,1216346,LIMIT,BUY,1,40,2018-08-21T04:36:15.699,2018-08-21T04:37:39.844
choice-moving,Surfer6@bmm,4844,322,6459,6459,639,NULL,1216203,1216203,1216203,NULL,LIMIT,BUY,1,60,2018-08-21T04:36:17.346,2018-08-21T04:36:17.350
choice-moving,Surfer16@bmm,4854,322,6459,6459,639,NULL,1216219,1216219,1216219,NULL,LIMIT,BUY,1,88,2018-08-21T04:36:21.458,2018-08-21T04:36:21.461
choice-moving,Surfer16@bmm,4854,322,6459,6459,639,NULL,1216220,1216220,1216220,NULL,LIMIT,BUY,1,89,2018-08-21T04:36:22.422,2018-08-21T04:36:22.425
choice-moving,Surfer5@bmm,4843,322,6459,6459,639,NULL,1216221,1216221,1216221,1216226,LIMIT,BUY,1,100,2018-08-21T04:36:23.719,2018-08-21T04:36:30.017
choice-moving,Surfer16@bmm,4854,322,6459,6459,639,NULL,1216222,1216222,1216222,1216317,LIMIT,BUY,1,90,2018-08-21T04:36:23.839,2018-08-21T04:37:10.805
choice-moving,Surfer17@bmm,4855,322,6459,6459,638,NULL,1216223,1216223,1216223,1216513,LIMIT,BUY,3,73,2018-08-21T04:36:26.169,2018-08-21T04:41:18.210
choice-moving,Surfer9@bmm,4847,322,6459,6459,641,NULL,1216224,1216224,1216224,1216300,LIMIT,BUY,1,47,2018-08-21T04:36:28.410,2018-08-21T04:36:57.722
choice-moving,Surfer3@bmm,4841,322,6459,6459,640,NULL,1216225,1216225,1216225,1216281,LIMIT,SELL,4,55,2018-08-21T04:36:29.015,2018-08-21T04:36:42.997
