account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer4@bmm,4842,325,6462,6462,650,NULL,1217161,1217161,1217161,1217256,LIMIT,BUY,1,50,2018-08-21T05:01:02.823,2018-08-21T05:03:31.876
choice-moving,Surfer13@bmm,4851,325,6462,6462,653,NULL,1217162,1217162,1217162,1217198,LIMIT,SELL,1,23,2018-08-21T05:01:12.061,2018-08-21T05:02:11.363
choice-moving,Surfer15@bmm,4853,325,6462,6462,650,NULL,1217163,1217163,1217163,1217392,LIMIT,BUY,1,51,2018-08-21T05:01:13.399,2018-08-21T05:05:51.322
choice-moving,Surfer13@bmm,4851,325,6462,6462,653,NULL,1217164,1217164,1217164,1217197,LIMIT,SELL,1,32,2018-08-21T05:01:13.455,2018-08-21T05:02:10.102
choice-moving,Surfer2@bmm,4840,325,6462,6462,650,NULL,1217165,1217165,1217165,1217209,LIMIT,BUY,1,54,2018-08-21T05:01:14.544,2018-08-21T05:02:21.569
choice-moving,Surfer2@bmm,4840,325,6462,6462,650,NULL,1217166,1217166,1217166,1217206,LIMIT,BUY,1,58,2018-08-21T05:01:18.358,2018-08-21T05:02:19.855
choice-moving,Surfer15@bmm,4853,325,6462,6462,653,NULL,1217167,1217167,1217167,1217395,LIMIT,SELL,1,20,2018-08-21T05:01:21.427,2018-08-21T05:05:54.297
choice-moving,Surfer2@bmm,4840,325,6462,6462,650,NULL,1217168,1217168,1217168,1217203,LIMIT,BUY,1,70,2018-08-21T05:01:21.984,2018-08-21T05:02:18.120
choice-moving,Surfer13@bmm,4851,325,6462,6462,653,NULL,1217169,1217169,1217169,NULL,LIMIT,SELL,1,20,2018-08-21T05:01:25.684,2018-08-21T05:01:25.687
choice-moving,Surfer2@bmm,4840,325,6462,6462,650,NULL,1217170,1217170,1217170,1217202,LIMIT,BUY,1,81,2018-08-21T05:01:26.551,2018-08-21T05:02:17.032
choice-moving,Surfer9@bmm,4847,325,6462,6462,651,NULL,1217171,1217171,1217171,1217180,LIMIT,SELL,1,20,2018-08-21T05:01:27.723,2018-08-21T05:01:44.476
choice-moving,Surfer16@bmm,4854,325,6462,6462,650,NULL,1217172,1217172,1217172,1217182,LIMIT,BUY,1,99,2018-08-21T05:01:28.049,2018-08-21T05:01:47.741
choice-moving,Surfer2@bmm,4840,325,6462,6462,650,NULL,1217173,1217173,1217173,1217201,LIMIT,BUY,1,83,2018-08-21T05:01:29.303,2018-08-21T05:02:15.931
choice-moving,Surfer3@bmm,4841,325,6462,6462,653,NULL,1217174,1217174,1217174,1217312,LIMIT,SELL,1,18,2018-08-21T05:01:32.113,2018-08-21T05:04:30.011
choice-moving,Surfer9@bmm,4847,325,6462,6462,653,NULL,1217175,1217175,1217175,NULL,LIMIT,SELL,1,13,2018-08-21T05:01:35.888,2018-08-21T05:01:35.892
choice-moving,Surfer2@bmm,4840,325,6462,6462,652,NULL,1217176,1217176,1217176,1217178,LIMIT,SELL,1,93,2018-08-21T05:01:40.205,2018-08-21T05:01:42.479
