Time_interval,Subject,Problem_ID,Session,No_buy_orders,Avg_buy_order,No_sell_orders,Avg_sell_order,Avg_mkt_price,Avg_best_bid,Avg_best_ask
165.0,279.0,2.0,4.0,0.0,,2.0,1040.0,1060.0,1060.0,1190.0
180.0,279.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,279.0,2.0,4.0,0.0,,0.0,,1070.0,1036.0,1074.2
210.0,279.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,279.0,2.0,4.0,0.0,,0.0,,,1020.0,1127.0666666666666
240.0,279.0,2.0,4.0,0.0,,0.0,,,1020.0,1108.7333333333333
255.0,279.0,2.0,4.0,0.0,,1.0,1020.0,1060.0,1011.3333333333334,1095.2666666666667
270.0,279.0,2.0,4.0,0.0,,1.0,1060.0,1030.0,988.8079470198676,1067.7483443708609
285.0,279.0,2.0,4.0,0.0,,0.0,,,870.0,1070.0
300.0,279.0,2.0,4.0,0.0,,0.0,,1070.0,871.2666666666667,1072.0
315.0,279.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,880.0,1077.0666666666666
330.0,279.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,279.0,2.0,4.0,0.0,,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,279.0,2.0,4.0,0.0,,0.0,,1050.0,895.8666666666667,1084.6
375.0,279.0,2.0,4.0,0.0,,0.0,,1070.0,1008.4666666666667,1088.4
390.0,279.0,2.0,4.0,0.0,,0.0,,1080.0,1070.6,1086.7333333333333
405.0,279.0,2.0,4.0,0.0,,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,279.0,2.0,4.0,0.0,,0.0,,1080.0,1029.8666666666666,1089.4
435.0,279.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
450.0,279.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
465.0,279.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
480.0,279.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
495.0,279.0,2.0,4.0,0.0,,0.0,,1080.0,1070.0,1081.2
510.0,279.0,2.0,4.0,0.0,,0.0,,1080.0,1075.8,1087.5333333333333
525.0,279.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1085.2666666666667
540.0,279.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1081.9867549668875
555.0,279.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1080.0
570.0,279.0,2.0,4.0,0.0,,0.0,,1063.3333333333333,1060.0666666666666,1080.0
585.0,279.0,2.0,4.0,0.0,,0.0,,,1060.0,1076.8666666666666
600.0,279.0,2.0,4.0,0.0,,0.0,,,1060.0,1070.0
615.0,279.0,2.0,4.0,0.0,,0.0,,,,
15.0,281.0,2.0,4.0,0.0,,0.0,,200.0,196.53846153846155,180.0
30.0,281.0,2.0,4.0,0.0,,0.0,,,299.26666666666665,
45.0,281.0,2.0,4.0,0.0,,0.0,,,482.2,
60.0,281.0,2.0,4.0,0.0,,0.0,,746.6666666666666,636.5333333333333,1090.0
75.0,281.0,2.0,4.0,0.0,,0.0,,1110.0,1056.4900662251655,
90.0,281.0,2.0,4.0,0.0,,0.0,,1065.0,1007.6,1089.4594594594594
105.0,281.0,2.0,4.0,0.0,,0.0,,1080.0,940.2666666666667,1099.6402877697842
120.0,281.0,2.0,4.0,0.0,,0.0,,1130.0,1020.0,1188.5106382978724
135.0,281.0,2.0,4.0,0.0,,0.0,,,1020.0,1215.0993377483444
150.0,281.0,2.0,4.0,0.0,,1.0,1240.0,,1055.4666666666667,1197.6
165.0,281.0,2.0,4.0,1.0,1060.0,0.0,,1060.0,1060.0,1190.0
180.0,281.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,281.0,2.0,4.0,1.0,450.0,0.0,,1070.0,1036.0,1074.2
210.0,281.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,281.0,2.0,4.0,1.0,590.0,0.0,,,1020.0,1127.0666666666666
240.0,281.0,2.0,4.0,0.0,,0.0,,,1020.0,1108.7333333333333
255.0,281.0,2.0,4.0,0.0,,0.0,,1060.0,1011.3333333333334,1095.2666666666667
270.0,281.0,2.0,4.0,0.0,,0.0,,1030.0,988.8079470198676,1067.7483443708609
285.0,281.0,2.0,4.0,0.0,,0.0,,,870.0,1070.0
300.0,281.0,2.0,4.0,0.0,,0.0,,1070.0,871.2666666666667,1072.0
315.0,281.0,2.0,4.0,1.0,880.0,0.0,,1073.3333333333333,880.0,1077.0666666666666
330.0,281.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,281.0,2.0,4.0,0.0,,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,281.0,2.0,4.0,0.0,,2.0,860.0,1050.0,895.8666666666667,1084.6
375.0,281.0,2.0,4.0,0.0,,2.0,860.0,1070.0,1008.4666666666667,1088.4
390.0,281.0,2.0,4.0,0.0,,0.0,,1080.0,1070.6,1086.7333333333333
405.0,281.0,2.0,4.0,0.0,,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,281.0,2.0,4.0,0.0,,0.0,,1080.0,1029.8666666666666,1089.4
435.0,281.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
450.0,281.0,2.0,4.0,1.0,1060.0,0.0,,,1070.0,1090.0
465.0,281.0,2.0,4.0,2.0,790.0,0.0,,,1070.0,1090.0
480.0,281.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
495.0,281.0,2.0,4.0,0.0,,0.0,,1080.0,1070.0,1081.2
510.0,281.0,2.0,4.0,0.0,,0.0,,1080.0,1075.8,1087.5333333333333
525.0,281.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1085.2666666666667
540.0,281.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1081.9867549668875
555.0,281.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1080.0
570.0,281.0,2.0,4.0,0.0,,0.0,,1063.3333333333333,1060.0666666666666,1080.0
585.0,281.0,2.0,4.0,1.0,950.0,0.0,,,1060.0,1076.8666666666666
600.0,281.0,2.0,4.0,1.0,430.0,0.0,,,1060.0,1070.0
615.0,281.0,2.0,4.0,0.0,,0.0,,,,
15.0,269.0,2.0,4.0,0.0,,0.0,,200.0,196.53846153846155,180.0
30.0,269.0,2.0,4.0,0.0,,0.0,,,299.26666666666665,
45.0,269.0,2.0,4.0,0.0,,0.0,,,482.2,
60.0,269.0,2.0,4.0,0.0,,0.0,,746.6666666666666,636.5333333333333,1090.0
75.0,269.0,2.0,4.0,0.0,,0.0,,1110.0,1056.4900662251655,
90.0,269.0,2.0,4.0,0.0,,0.0,,1065.0,1007.6,1089.4594594594594
105.0,269.0,2.0,4.0,0.0,,0.0,,1080.0,940.2666666666667,1099.6402877697842
120.0,269.0,2.0,4.0,0.0,,0.0,,1130.0,1020.0,1188.5106382978724
135.0,269.0,2.0,4.0,0.0,,0.0,,,1020.0,1215.0993377483444
150.0,269.0,2.0,4.0,0.0,,0.0,,,1055.4666666666667,1197.6
165.0,269.0,2.0,4.0,0.0,,0.0,,1060.0,1060.0,1190.0
180.0,269.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,269.0,2.0,4.0,0.0,,0.0,,1070.0,1036.0,1074.2
210.0,269.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,269.0,2.0,4.0,0.0,,0.0,,,1020.0,1127.0666666666666
240.0,269.0,2.0,4.0,0.0,,0.0,,,1020.0,1108.7333333333333
255.0,269.0,2.0,4.0,1.0,1000.0,0.0,,1060.0,1011.3333333333334,1095.2666666666667
270.0,269.0,2.0,4.0,0.0,,0.0,,1030.0,988.8079470198676,1067.7483443708609
285.0,269.0,2.0,4.0,0.0,,1.0,1200.0,,870.0,1070.0
300.0,269.0,2.0,4.0,1.0,880.0,0.0,,1070.0,871.2666666666667,1072.0
315.0,269.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,880.0,1077.0666666666666
330.0,269.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,269.0,2.0,4.0,0.0,,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,269.0,2.0,4.0,1.0,1000.0,0.0,,1050.0,895.8666666666667,1084.6
375.0,269.0,2.0,4.0,0.0,,0.0,,1070.0,1008.4666666666667,1088.4
390.0,269.0,2.0,4.0,0.0,,2.0,1050.0,1080.0,1070.6,1086.7333333333333
405.0,269.0,2.0,4.0,0.0,,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,269.0,2.0,4.0,0.0,,0.0,,1080.0,1029.8666666666666,1089.4
435.0,269.0,2.0,4.0,1.0,1060.0,0.0,,,1070.0,1090.0
450.0,269.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
465.0,269.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
480.0,269.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
495.0,269.0,2.0,4.0,0.0,,1.0,1080.0,1080.0,1070.0,1081.2
510.0,269.0,2.0,4.0,1.0,1070.0,0.0,,1080.0,1075.8,1087.5333333333333
525.0,269.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1085.2666666666667
540.0,269.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1081.9867549668875
555.0,269.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1080.0
570.0,269.0,2.0,4.0,0.0,,0.0,,1063.3333333333333,1060.0666666666666,1080.0
585.0,269.0,2.0,4.0,0.0,,0.0,,,1060.0,1076.8666666666666
600.0,269.0,2.0,4.0,0.0,,0.0,,,1060.0,1070.0
615.0,269.0,2.0,4.0,0.0,,0.0,,,,
15.0,268.0,2.0,4.0,0.0,,0.0,,200.0,196.53846153846155,180.0
30.0,268.0,2.0,4.0,0.0,,0.0,,,299.26666666666665,
45.0,268.0,2.0,4.0,0.0,,0.0,,,482.2,
60.0,268.0,2.0,4.0,1.0,1090.0,0.0,,746.6666666666666,636.5333333333333,1090.0
75.0,268.0,2.0,4.0,0.0,,0.0,,1110.0,1056.4900662251655,
90.0,268.0,2.0,4.0,0.0,,0.0,,1065.0,1007.6,1089.4594594594594
105.0,268.0,2.0,4.0,0.0,,0.0,,1080.0,940.2666666666667,1099.6402877697842
120.0,268.0,2.0,4.0,0.0,,1.0,1240.0,1130.0,1020.0,1188.5106382978724
135.0,268.0,2.0,4.0,0.0,,0.0,,,1020.0,1215.0993377483444
150.0,268.0,2.0,4.0,0.0,,0.0,,,1055.4666666666667,1197.6
165.0,268.0,2.0,4.0,0.0,,0.0,,1060.0,1060.0,1190.0
180.0,268.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,268.0,2.0,4.0,0.0,,0.0,,1070.0,1036.0,1074.2
210.0,268.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,268.0,2.0,4.0,0.0,,0.0,,,1020.0,1127.0666666666666
240.0,268.0,2.0,4.0,0.0,,1.0,1100.0,,1020.0,1108.7333333333333
255.0,268.0,2.0,4.0,0.0,,0.0,,1060.0,1011.3333333333334,1095.2666666666667
270.0,268.0,2.0,4.0,1.0,1060.0,1.0,1070.0,1030.0,988.8079470198676,1067.7483443708609
285.0,268.0,2.0,4.0,0.0,,0.0,,,870.0,1070.0
300.0,268.0,2.0,4.0,0.0,,0.0,,1070.0,871.2666666666667,1072.0
315.0,268.0,2.0,4.0,0.0,,1.0,1130.0,1073.3333333333333,880.0,1077.0666666666666
330.0,268.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,268.0,2.0,4.0,1.0,1070.0,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,268.0,2.0,4.0,0.0,,0.0,,1050.0,895.8666666666667,1084.6
375.0,268.0,2.0,4.0,0.0,,0.0,,1070.0,1008.4666666666667,1088.4
390.0,268.0,2.0,4.0,0.0,,0.0,,1080.0,1070.6,1086.7333333333333
405.0,268.0,2.0,4.0,0.0,,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,268.0,2.0,4.0,0.0,,1.0,1100.0,1080.0,1029.8666666666666,1089.4
435.0,268.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
450.0,268.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
465.0,268.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
480.0,268.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
495.0,268.0,2.0,4.0,0.0,,0.0,,1080.0,1070.0,1081.2
510.0,268.0,2.0,4.0,0.0,,0.0,,1080.0,1075.8,1087.5333333333333
525.0,268.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1085.2666666666667
540.0,268.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1081.9867549668875
555.0,268.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1080.0
570.0,268.0,2.0,4.0,0.0,,0.0,,1063.3333333333333,1060.0666666666666,1080.0
585.0,268.0,2.0,4.0,0.0,,0.0,,,1060.0,1076.8666666666666
600.0,268.0,2.0,4.0,0.0,,0.0,,,1060.0,1070.0
615.0,268.0,2.0,4.0,0.0,,0.0,,,,
15.0,259.0,2.0,4.0,0.0,,0.0,,200.0,196.53846153846155,180.0
30.0,259.0,2.0,4.0,0.0,,0.0,,,299.26666666666665,
45.0,259.0,2.0,4.0,0.0,,0.0,,,482.2,
60.0,259.0,2.0,4.0,0.0,,0.0,,746.6666666666666,636.5333333333333,1090.0
75.0,259.0,2.0,4.0,0.0,,0.0,,1110.0,1056.4900662251655,
90.0,259.0,2.0,4.0,0.0,,0.0,,1065.0,1007.6,1089.4594594594594
105.0,259.0,2.0,4.0,6.0,1108.3333333333333,0.0,,1080.0,940.2666666666667,1099.6402877697842
120.0,259.0,2.0,4.0,2.0,1140.0,0.0,,1130.0,1020.0,1188.5106382978724
135.0,259.0,2.0,4.0,0.0,,0.0,,,1020.0,1215.0993377483444
150.0,259.0,2.0,4.0,0.0,,0.0,,,1055.4666666666667,1197.6
165.0,259.0,2.0,4.0,0.0,,0.0,,1060.0,1060.0,1190.0
180.0,259.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,259.0,2.0,4.0,0.0,,0.0,,1070.0,1036.0,1074.2
210.0,259.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,259.0,2.0,4.0,0.0,,0.0,,,1020.0,1127.0666666666666
240.0,259.0,2.0,4.0,0.0,,0.0,,,1020.0,1108.7333333333333
255.0,259.0,2.0,4.0,0.0,,0.0,,1060.0,1011.3333333333334,1095.2666666666667
270.0,259.0,2.0,4.0,0.0,,0.0,,1030.0,988.8079470198676,1067.7483443708609
285.0,259.0,2.0,4.0,0.0,,0.0,,,870.0,1070.0
300.0,259.0,2.0,4.0,0.0,,0.0,,1070.0,871.2666666666667,1072.0
315.0,259.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,880.0,1077.0666666666666
330.0,259.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,259.0,2.0,4.0,0.0,,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,259.0,2.0,4.0,0.0,,0.0,,1050.0,895.8666666666667,1084.6
375.0,259.0,2.0,4.0,0.0,,0.0,,1070.0,1008.4666666666667,1088.4
390.0,259.0,2.0,4.0,0.0,,0.0,,1080.0,1070.6,1086.7333333333333
405.0,259.0,2.0,4.0,0.0,,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,259.0,2.0,4.0,0.0,,0.0,,1080.0,1029.8666666666666,1089.4
435.0,259.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
450.0,259.0,2.0,4.0,0.0,,1.0,1170.0,,1070.0,1090.0
465.0,259.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
480.0,259.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
495.0,259.0,2.0,4.0,0.0,,0.0,,1080.0,1070.0,1081.2
510.0,259.0,2.0,4.0,0.0,,0.0,,1080.0,1075.8,1087.5333333333333
525.0,259.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1085.2666666666667
540.0,259.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1081.9867549668875
555.0,259.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1080.0
570.0,259.0,2.0,4.0,0.0,,0.0,,1063.3333333333333,1060.0666666666666,1080.0
585.0,259.0,2.0,4.0,0.0,,0.0,,,1060.0,1076.8666666666666
600.0,259.0,2.0,4.0,0.0,,0.0,,,1060.0,1070.0
615.0,259.0,2.0,4.0,0.0,,0.0,,,,
15.0,271.0,2.0,4.0,0.0,,0.0,,200.0,196.53846153846155,180.0
30.0,271.0,2.0,4.0,0.0,,0.0,,,299.26666666666665,
45.0,271.0,2.0,4.0,0.0,,0.0,,,482.2,
60.0,271.0,2.0,4.0,0.0,,0.0,,746.6666666666666,636.5333333333333,1090.0
75.0,271.0,2.0,4.0,1.0,500.0,0.0,,1110.0,1056.4900662251655,
90.0,271.0,2.0,4.0,0.0,,0.0,,1065.0,1007.6,1089.4594594594594
105.0,271.0,2.0,4.0,0.0,,0.0,,1080.0,940.2666666666667,1099.6402877697842
120.0,271.0,2.0,4.0,0.0,,0.0,,1130.0,1020.0,1188.5106382978724
135.0,271.0,2.0,4.0,0.0,,0.0,,,1020.0,1215.0993377483444
150.0,271.0,2.0,4.0,1.0,1060.0,0.0,,,1055.4666666666667,1197.6
165.0,271.0,2.0,4.0,0.0,,0.0,,1060.0,1060.0,1190.0
180.0,271.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,271.0,2.0,4.0,0.0,,0.0,,1070.0,1036.0,1074.2
210.0,271.0,2.0,4.0,3.0,1073.3333333333333,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,271.0,2.0,4.0,0.0,,0.0,,,1020.0,1127.0666666666666
240.0,271.0,2.0,4.0,0.0,,0.0,,,1020.0,1108.7333333333333
255.0,271.0,2.0,4.0,0.0,,0.0,,1060.0,1011.3333333333334,1095.2666666666667
270.0,271.0,2.0,4.0,1.0,720.0,0.0,,1030.0,988.8079470198676,1067.7483443708609
285.0,271.0,2.0,4.0,0.0,,0.0,,,870.0,1070.0
300.0,271.0,2.0,4.0,0.0,,0.0,,1070.0,871.2666666666667,1072.0
315.0,271.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,880.0,1077.0666666666666
330.0,271.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,271.0,2.0,4.0,0.0,,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,271.0,2.0,4.0,0.0,,1.0,1170.0,1050.0,895.8666666666667,1084.6
375.0,271.0,2.0,4.0,0.0,,0.0,,1070.0,1008.4666666666667,1088.4
390.0,271.0,2.0,4.0,0.0,,0.0,,1080.0,1070.6,1086.7333333333333
405.0,271.0,2.0,4.0,0.0,,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,271.0,2.0,4.0,0.0,,0.0,,1080.0,1029.8666666666666,1089.4
435.0,271.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
450.0,271.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
465.0,271.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
480.0,271.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
495.0,271.0,2.0,4.0,0.0,,0.0,,1080.0,1070.0,1081.2
510.0,271.0,2.0,4.0,0.0,,0.0,,1080.0,1075.8,1087.5333333333333
525.0,271.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1085.2666666666667
540.0,271.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1081.9867549668875
555.0,271.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1080.0
570.0,271.0,2.0,4.0,0.0,,0.0,,1063.3333333333333,1060.0666666666666,1080.0
585.0,271.0,2.0,4.0,0.0,,0.0,,,1060.0,1076.8666666666666
600.0,271.0,2.0,4.0,0.0,,0.0,,,1060.0,1070.0
615.0,271.0,2.0,4.0,0.0,,0.0,,,,
15.0,265.0,2.0,4.0,0.0,,0.0,,200.0,196.53846153846155,180.0
30.0,265.0,2.0,4.0,0.0,,0.0,,,299.26666666666665,
45.0,265.0,2.0,4.0,0.0,,0.0,,,482.2,
60.0,265.0,2.0,4.0,0.0,,0.0,,746.6666666666666,636.5333333333333,1090.0
75.0,265.0,2.0,4.0,0.0,,2.0,1115.0,1110.0,1056.4900662251655,
90.0,265.0,2.0,4.0,0.0,,1.0,1100.0,1065.0,1007.6,1089.4594594594594
105.0,265.0,2.0,4.0,0.0,,0.0,,1080.0,940.2666666666667,1099.6402877697842
120.0,265.0,2.0,4.0,0.0,,0.0,,1130.0,1020.0,1188.5106382978724
135.0,265.0,2.0,4.0,0.0,,0.0,,,1020.0,1215.0993377483444
150.0,265.0,2.0,4.0,0.0,,0.0,,,1055.4666666666667,1197.6
165.0,265.0,2.0,4.0,0.0,,0.0,,1060.0,1060.0,1190.0
180.0,265.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,265.0,2.0,4.0,0.0,,0.0,,1070.0,1036.0,1074.2
210.0,265.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,265.0,2.0,4.0,0.0,,0.0,,,1020.0,1127.0666666666666
240.0,265.0,2.0,4.0,0.0,,0.0,,,1020.0,1108.7333333333333
255.0,265.0,2.0,4.0,0.0,,0.0,,1060.0,1011.3333333333334,1095.2666666666667
270.0,265.0,2.0,4.0,0.0,,0.0,,1030.0,988.8079470198676,1067.7483443708609
285.0,265.0,2.0,4.0,0.0,,0.0,,,870.0,1070.0
300.0,265.0,2.0,4.0,0.0,,0.0,,1070.0,871.2666666666667,1072.0
315.0,265.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,880.0,1077.0666666666666
330.0,265.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,265.0,2.0,4.0,3.0,1080.0,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,265.0,2.0,4.0,2.0,1080.0,0.0,,1050.0,895.8666666666667,1084.6
375.0,265.0,2.0,4.0,2.0,1080.0,0.0,,1070.0,1008.4666666666667,1088.4
390.0,265.0,2.0,4.0,0.0,,0.0,,1080.0,1070.6,1086.7333333333333
405.0,265.0,2.0,4.0,1.0,1080.0,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,265.0,2.0,4.0,0.0,,0.0,,1080.0,1029.8666666666666,1089.4
435.0,265.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
450.0,265.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
465.0,265.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
480.0,265.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
