Time_interval,Subject,Problem_ID,Session,No_buy_orders,Avg_buy_order,No_sell_orders,Avg_sell_order,Avg_mkt_price,Avg_best_bid,Avg_best_ask
60.0,275.0,2.0,4.0,0.0,,0.0,,746.6666666666666,636.5333333333333,1090.0
75.0,275.0,2.0,4.0,0.0,,0.0,,1110.0,1056.4900662251655,
90.0,275.0,2.0,4.0,2.0,845.0,0.0,,1065.0,1007.6,1089.4594594594594
105.0,275.0,2.0,4.0,0.0,,0.0,,1080.0,940.2666666666667,1099.6402877697842
120.0,275.0,2.0,4.0,0.0,,0.0,,1130.0,1020.0,1188.5106382978724
135.0,275.0,2.0,4.0,0.0,,0.0,,,1020.0,1215.0993377483444
150.0,275.0,2.0,4.0,2.0,400.0,0.0,,,1055.4666666666667,1197.6
165.0,275.0,2.0,4.0,0.0,,0.0,,1060.0,1060.0,1190.0
180.0,275.0,2.0,4.0,0.0,,0.0,,1060.0,1058.2666666666667,1155.5333333333333
195.0,275.0,2.0,4.0,0.0,,0.0,,1070.0,1036.0,1074.2
210.0,275.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,1020.0,1081.2582781456954
225.0,275.0,2.0,4.0,4.0,622.5,0.0,,,1020.0,1127.0666666666666
240.0,275.0,2.0,4.0,2.0,765.0,0.0,,,1020.0,1108.7333333333333
255.0,275.0,2.0,4.0,1.0,870.0,0.0,,1060.0,1011.3333333333334,1095.2666666666667
270.0,275.0,2.0,4.0,1.0,870.0,0.0,,1030.0,988.8079470198676,1067.7483443708609
285.0,275.0,2.0,4.0,0.0,,0.0,,,870.0,1070.0
300.0,275.0,2.0,4.0,0.0,,0.0,,1070.0,871.2666666666667,1072.0
315.0,275.0,2.0,4.0,0.0,,0.0,,1073.3333333333333,880.0,1077.0666666666666
330.0,275.0,2.0,4.0,0.0,,0.0,,1070.0,1013.0,1080.0
345.0,275.0,2.0,4.0,1.0,890.0,0.0,,1075.0,909.4039735099337,1079.867549668874
360.0,275.0,2.0,4.0,0.0,,0.0,,1050.0,895.8666666666667,1084.6
375.0,275.0,2.0,4.0,1.0,900.0,0.0,,1070.0,1008.4666666666667,1088.4
390.0,275.0,2.0,4.0,0.0,,0.0,,1080.0,1070.6,1086.7333333333333
405.0,275.0,2.0,4.0,0.0,,0.0,,1077.5,1001.8543046357615,1082.5165562913908
420.0,275.0,2.0,4.0,0.0,,0.0,,1080.0,1029.8666666666666,1089.4
435.0,275.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
450.0,275.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
465.0,275.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
480.0,275.0,2.0,4.0,0.0,,0.0,,,1070.0,1090.0
495.0,275.0,2.0,4.0,0.0,,0.0,,1080.0,1070.0,1081.2
510.0,275.0,2.0,4.0,0.0,,0.0,,1080.0,1075.8,1087.5333333333333
525.0,275.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1085.2666666666667
540.0,275.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1081.9867549668875
555.0,275.0,2.0,4.0,0.0,,0.0,,1070.0,1070.0,1080.0
570.0,275.0,2.0,4.0,2.0,1005.0,0.0,,1063.3333333333333,1060.0666666666666,1080.0
585.0,275.0,2.0,4.0,2.0,1005.0,0.0,,,1060.0,1076.8666666666666
600.0,275.0,2.0,4.0,1.0,1030.0,0.0,,,1060.0,1070.0
615.0,275.0,2.0,4.0,0.0,,0.0,,,,
15.0,269.0,2.0,5.0,0.0,,0.0,,,,2330.0
30.0,269.0,2.0,5.0,0.0,,0.0,,,1090.0,2248.8
45.0,269.0,2.0,5.0,0.0,,0.0,,,1162.0,1910.0
60.0,269.0,2.0,5.0,2.0,820.0,0.0,,,1210.0,1910.0
75.0,269.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,269.0,2.0,5.0,1.0,970.0,0.0,,,1210.0,1910.0
105.0,269.0,2.0,5.0,1.0,1100.0,0.0,,,1210.0,1910.0
120.0,269.0,2.0,5.0,0.0,,0.0,,,1198.6666666666667,1742.6
135.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1600.0
150.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1541.6666666666667
165.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1260.0
225.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1244.2666666666667
240.0,269.0,2.0,5.0,0.0,,0.0,,1160.0,1157.6666666666667,1172.8
255.0,269.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,269.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1185.1333333333334
285.0,269.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1188.9333333333334
300.0,269.0,2.0,5.0,0.0,,0.0,,1150.0,1150.0,1190.0
315.0,269.0,2.0,5.0,0.0,,0.0,,,1150.0,1171.58940397351
330.0,269.0,2.0,5.0,0.0,,0.0,,,1150.0,1163.8666666666666
345.0,269.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,269.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
375.0,269.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
390.0,269.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,269.0,2.0,5.0,1.0,1150.0,0.0,,,1150.0,1170.0
420.0,269.0,2.0,5.0,0.0,,0.0,,1160.0,1154.5333333333333,1170.0
435.0,269.0,2.0,5.0,1.0,1160.0,0.0,,,1156.6225165562914,1170.0
450.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
495.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
510.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
525.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
540.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
555.0,269.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
570.0,269.0,2.0,5.0,0.0,,0.0,,,,
585.0,269.0,2.0,5.0,0.0,,0.0,,,,
600.0,269.0,2.0,5.0,0.0,,0.0,,,,
615.0,269.0,2.0,5.0,0.0,,0.0,,,,
15.0,268.0,2.0,5.0,0.0,,0.0,,,,2330.0
30.0,268.0,2.0,5.0,0.0,,0.0,,,1090.0,2248.8
45.0,268.0,2.0,5.0,0.0,,0.0,,,1162.0,1910.0
60.0,268.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
75.0,268.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,268.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
105.0,268.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
120.0,268.0,2.0,5.0,0.0,,0.0,,,1198.6666666666667,1742.6
135.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1600.0
150.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1541.6666666666667
165.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1260.0
225.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1244.2666666666667
240.0,268.0,2.0,5.0,0.0,,0.0,,1160.0,1157.6666666666667,1172.8
255.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,268.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1185.1333333333334
285.0,268.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1188.9333333333334
300.0,268.0,2.0,5.0,0.0,,0.0,,1150.0,1150.0,1190.0
315.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1171.58940397351
330.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1163.8666666666666
345.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
375.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
390.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,268.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
420.0,268.0,2.0,5.0,0.0,,0.0,,1160.0,1154.5333333333333,1170.0
435.0,268.0,2.0,5.0,1.0,1040.0,0.0,,,1156.6225165562914,1170.0
450.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
495.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
510.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
525.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
540.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
555.0,268.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
570.0,268.0,2.0,5.0,0.0,,0.0,,,,
585.0,268.0,2.0,5.0,0.0,,0.0,,,,
600.0,268.0,2.0,5.0,0.0,,0.0,,,,
615.0,268.0,2.0,5.0,0.0,,0.0,,,,
15.0,259.0,2.0,5.0,0.0,,0.0,,,,2330.0
30.0,259.0,2.0,5.0,0.0,,0.0,,,1090.0,2248.8
45.0,259.0,2.0,5.0,0.0,,0.0,,,1162.0,1910.0
60.0,259.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
75.0,259.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,259.0,2.0,5.0,1.0,800.0,0.0,,,1210.0,1910.0
105.0,259.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
120.0,259.0,2.0,5.0,0.0,,0.0,,,1198.6666666666667,1742.6
135.0,259.0,2.0,5.0,1.0,900.0,0.0,,,1160.0,1600.0
150.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1541.6666666666667
165.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1260.0
225.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1244.2666666666667
240.0,259.0,2.0,5.0,0.0,,1.0,1210.0,1160.0,1157.6666666666667,1172.8
255.0,259.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,259.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1185.1333333333334
285.0,259.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1188.9333333333334
300.0,259.0,2.0,5.0,0.0,,0.0,,1150.0,1150.0,1190.0
315.0,259.0,2.0,5.0,0.0,,0.0,,,1150.0,1171.58940397351
330.0,259.0,2.0,5.0,1.0,1150.0,0.0,,,1150.0,1163.8666666666666
345.0,259.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,259.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
375.0,259.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
390.0,259.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,259.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
420.0,259.0,2.0,5.0,0.0,,0.0,,1160.0,1154.5333333333333,1170.0
435.0,259.0,2.0,5.0,0.0,,0.0,,,1156.6225165562914,1170.0
450.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
495.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
510.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
525.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
540.0,259.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
555.0,259.0,2.0,5.0,0.0,,1.0,1180.0,,1160.0,1170.0
570.0,259.0,2.0,5.0,0.0,,0.0,,,,
585.0,259.0,2.0,5.0,0.0,,0.0,,,,
600.0,259.0,2.0,5.0,0.0,,0.0,,,,
615.0,259.0,2.0,5.0,0.0,,0.0,,,,
15.0,271.0,2.0,5.0,0.0,,0.0,,,,2330.0
30.0,271.0,2.0,5.0,0.0,,0.0,,,1090.0,2248.8
45.0,271.0,2.0,5.0,0.0,,0.0,,,1162.0,1910.0
60.0,271.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
75.0,271.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,271.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
105.0,271.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
120.0,271.0,2.0,5.0,0.0,,0.0,,,1198.6666666666667,1742.6
135.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1600.0
150.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1541.6666666666667
165.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1260.0
225.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1244.2666666666667
240.0,271.0,2.0,5.0,0.0,,1.0,1160.0,1160.0,1157.6666666666667,1172.8
255.0,271.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,271.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1185.1333333333334
285.0,271.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1188.9333333333334
300.0,271.0,2.0,5.0,0.0,,0.0,,1150.0,1150.0,1190.0
315.0,271.0,2.0,5.0,1.0,1150.0,1.0,1170.0,,1150.0,1171.58940397351
330.0,271.0,2.0,5.0,0.0,,0.0,,,1150.0,1163.8666666666666
345.0,271.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,271.0,2.0,5.0,1.0,1140.0,0.0,,,1150.0,1170.0
375.0,271.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
390.0,271.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,271.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
420.0,271.0,2.0,5.0,0.0,,0.0,,1160.0,1154.5333333333333,1170.0
435.0,271.0,2.0,5.0,0.0,,0.0,,,1156.6225165562914,1170.0
450.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,271.0,2.0,5.0,2.0,1155.0,0.0,,,1160.0,1170.0
495.0,271.0,2.0,5.0,1.0,1150.0,0.0,,,1160.0,1170.0
510.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
525.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
540.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
555.0,271.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
570.0,271.0,2.0,5.0,0.0,,0.0,,,,
585.0,271.0,2.0,5.0,0.0,,0.0,,,,
600.0,271.0,2.0,5.0,0.0,,0.0,,,,
615.0,271.0,2.0,5.0,0.0,,0.0,,,,
15.0,265.0,2.0,5.0,0.0,,0.0,,,,2330.0
30.0,265.0,2.0,5.0,0.0,,1.0,1910.0,,1090.0,2248.8
45.0,265.0,2.0,5.0,1.0,1210.0,0.0,,,1162.0,1910.0
60.0,265.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
75.0,265.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,265.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
105.0,265.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
120.0,265.0,2.0,5.0,0.0,,0.0,,,1198.6666666666667,1742.6
135.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1600.0
150.0,265.0,2.0,5.0,0.0,,1.0,1530.0,,1160.0,1541.6666666666667
165.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1260.0
225.0,265.0,2.0,5.0,0.0,,1.0,1230.0,,1160.0,1244.2666666666667
240.0,265.0,2.0,5.0,0.0,,0.0,,1160.0,1157.6666666666667,1172.8
255.0,265.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,265.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1185.1333333333334
285.0,265.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1188.9333333333334
300.0,265.0,2.0,5.0,1.0,1150.0,0.0,,1150.0,1150.0,1190.0
315.0,265.0,2.0,5.0,0.0,,1.0,1170.0,,1150.0,1171.58940397351
330.0,265.0,2.0,5.0,0.0,,0.0,,,1150.0,1163.8666666666666
345.0,265.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,265.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
375.0,265.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
390.0,265.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,265.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
420.0,265.0,2.0,5.0,1.0,1160.0,0.0,,1160.0,1154.5333333333333,1170.0
435.0,265.0,2.0,5.0,0.0,,0.0,,,1156.6225165562914,1170.0
450.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
495.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
510.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
525.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
540.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
555.0,265.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
570.0,265.0,2.0,5.0,0.0,,0.0,,,,
585.0,265.0,2.0,5.0,0.0,,0.0,,,,
600.0,265.0,2.0,5.0,0.0,,0.0,,,,
615.0,265.0,2.0,5.0,0.0,,0.0,,,,
15.0,264.0,2.0,5.0,0.0,,0.0,,,,2330.0
30.0,264.0,2.0,5.0,0.0,,0.0,,,1090.0,2248.8
45.0,264.0,2.0,5.0,0.0,,0.0,,,1162.0,1910.0
60.0,264.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
75.0,264.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,264.0,2.0,5.0,1.0,980.0,0.0,,,1210.0,1910.0
105.0,264.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
120.0,264.0,2.0,5.0,0.0,,0.0,,,1198.6666666666667,1742.6
135.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1600.0
150.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1541.6666666666667
165.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1260.0
225.0,264.0,2.0,5.0,1.0,1150.0,0.0,,,1160.0,1244.2666666666667
240.0,264.0,2.0,5.0,0.0,,1.0,1170.0,1160.0,1157.6666666666667,1172.8
255.0,264.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,264.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1185.1333333333334
285.0,264.0,2.0,5.0,0.0,,1.0,1170.0,1170.0,1150.0,1188.9333333333334
300.0,264.0,2.0,5.0,0.0,,0.0,,1150.0,1150.0,1190.0
315.0,264.0,2.0,5.0,1.0,1150.0,0.0,,,1150.0,1171.58940397351
330.0,264.0,2.0,5.0,0.0,,0.0,,,1150.0,1163.8666666666666
345.0,264.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,264.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
375.0,264.0,2.0,5.0,0.0,,1.0,1170.0,,1150.0,1170.0
390.0,264.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,264.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
420.0,264.0,2.0,5.0,0.0,,0.0,,1160.0,1154.5333333333333,1170.0
435.0,264.0,2.0,5.0,0.0,,0.0,,,1156.6225165562914,1170.0
450.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
495.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
510.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
525.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
540.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
555.0,264.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
570.0,264.0,2.0,5.0,0.0,,0.0,,,,
585.0,264.0,2.0,5.0,0.0,,0.0,,,,
600.0,264.0,2.0,5.0,0.0,,0.0,,,,
615.0,264.0,2.0,5.0,0.0,,0.0,,,,
15.0,270.0,2.0,5.0,0.0,,1.0,2330.0,,,2330.0
30.0,270.0,2.0,5.0,0.0,,0.0,,,1090.0,2248.8
45.0,270.0,2.0,5.0,0.0,,0.0,,,1162.0,1910.0
60.0,270.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
75.0,270.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,270.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
105.0,270.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
120.0,270.0,2.0,5.0,0.0,,1.0,1600.0,,1198.6666666666667,1742.6
135.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1600.0
150.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1541.6666666666667
165.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1260.0
225.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1244.2666666666667
240.0,270.0,2.0,5.0,0.0,,0.0,,1160.0,1157.6666666666667,1172.8
255.0,270.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,270.0,2.0,5.0,1.0,1170.0,0.0,,1170.0,1150.0,1185.1333333333334
285.0,270.0,2.0,5.0,1.0,1170.0,0.0,,1170.0,1150.0,1188.9333333333334
300.0,270.0,2.0,5.0,0.0,,0.0,,1150.0,1150.0,1190.0
315.0,270.0,2.0,5.0,0.0,,0.0,,,1150.0,1171.58940397351
330.0,270.0,2.0,5.0,0.0,,1.0,1160.0,,1150.0,1163.8666666666666
345.0,270.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,270.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
375.0,270.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
390.0,270.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,270.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
420.0,270.0,2.0,5.0,0.0,,0.0,,1160.0,1154.5333333333333,1170.0
435.0,270.0,2.0,5.0,0.0,,0.0,,,1156.6225165562914,1170.0
450.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
495.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
510.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
525.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
540.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
555.0,270.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
570.0,270.0,2.0,5.0,0.0,,0.0,,,,
585.0,270.0,2.0,5.0,0.0,,0.0,,,,
600.0,270.0,2.0,5.0,0.0,,0.0,,,,
615.0,270.0,2.0,5.0,0.0,,0.0,,,,
15.0,258.0,2.0,5.0,0.0,,0.0,,,,2330.0
30.0,258.0,2.0,5.0,0.0,,0.0,,,1090.0,2248.8
45.0,258.0,2.0,5.0,0.0,,0.0,,,1162.0,1910.0
60.0,258.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
75.0,258.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
90.0,258.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
105.0,258.0,2.0,5.0,0.0,,0.0,,,1210.0,1910.0
120.0,258.0,2.0,5.0,0.0,,0.0,,,1198.6666666666667,1742.6
135.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1600.0
150.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1541.6666666666667
165.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1530.0
180.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1400.2
195.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1370.8609271523178
210.0,258.0,2.0,5.0,1.0,1130.0,1.0,1520.0,,1160.0,1260.0
225.0,258.0,2.0,5.0,0.0,,1.0,1260.0,,1160.0,1244.2666666666667
240.0,258.0,2.0,5.0,0.0,,0.0,,1160.0,1157.6666666666667,1172.8
255.0,258.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
270.0,258.0,2.0,5.0,0.0,,0.0,,1170.0,1150.0,1185.1333333333334
285.0,258.0,2.0,5.0,0.0,,1.0,1200.0,1170.0,1150.0,1188.9333333333334
300.0,258.0,2.0,5.0,0.0,,0.0,,1150.0,1150.0,1190.0
315.0,258.0,2.0,5.0,0.0,,0.0,,,1150.0,1171.58940397351
330.0,258.0,2.0,5.0,0.0,,0.0,,,1150.0,1163.8666666666666
345.0,258.0,2.0,5.0,0.0,,0.0,,,1150.0,1169.1333333333334
360.0,258.0,2.0,5.0,0.0,,1.0,1180.0,,1150.0,1170.0
375.0,258.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
390.0,258.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
405.0,258.0,2.0,5.0,0.0,,0.0,,,1150.0,1170.0
420.0,258.0,2.0,5.0,0.0,,0.0,,1160.0,1154.5333333333333,1170.0
435.0,258.0,2.0,5.0,0.0,,0.0,,,1156.6225165562914,1170.0
450.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
465.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
480.0,258.0,2.0,5.0,0.0,,0.0,,,1160.0,1170.0
