T_int,Subject,Problem,Session,No_bids,Avg_bid,No_asks,Avg_ask,Avg_pr,Avg_best_bid,Avg_best_ask,Activity,No_moves_in,No_moves_out,Run_max,Run_max_payoff,No_full_ks,Optimal_ks,
15,3258,7,3,0,NaN,0,NaN,NaN,435.16,2550,10,7,0,1280,0.26,301,1371
15,4258,7,4,1,40,0,NaN,510,674.48,510,0,0,0,NaN,NaN,301,1371
15,5258,7,5,0,NaN,0,NaN,NaN,480,NaN,NaN,NaN,NaN,NaN,NaN,301,1371
15,2259,1,2,0,NaN,0,NaN,NaN,602.65,NaN,0,0,0,NaN,NaN,80,1615
15,3259,1,3,0,NaN,0,NaN,NaN,290,NaN,7,4,0,1370,2.74,80,1615
15,4259,1,4,0,NaN,0,NaN,NaN,36.954,NaN,57,8,0,1615,16.15,80,1615
15,5259,1,5,0,NaN,0,NaN,NaN,1190,1780,1,1,0,500,0,80,1615
15,2259,2,2,0,NaN,0,NaN,NaN,520,NaN,5,0,0,NaN,NaN,22,1160
15,3259,2,3,0,NaN,0,NaN,NaN,811.32,NaN,3,3,0,80,0,22,1160
15,4259,2,4,0,NaN,0,NaN,200,196.54,180,38,15,1,1160,11.6,22,1160
15,5259,2,5,0,NaN,0,NaN,NaN,NaN,2330,14,10,4,1160,11.6,22,1160
15,2259,3,2,0,NaN,0,NaN,NaN,746.82,NaN,11,0,0,NaN,NaN,399,1220
15,3259,3,3,0,NaN,0,NaN,NaN,746.82,NaN,11,8,4,1220,12.2,399,1220
15,4259,3,4,0,NaN,0,NaN,715,511.26,NaN,66,16,0,1220,12.2,399,1220
15,5259,3,5,0,NaN,0,NaN,NaN,1220,NaN,4,2,0,550,0.03,399,1220
15,2259,4,2,0,NaN,0,NaN,NaN,NaN,1210,2,0,0,NaN,NaN,36,984
15,3259,4,3,0,NaN,0,NaN,NaN,500,NaN,7,4,0,591,0.28,36,984
15,5259,4,5,0,NaN,0,NaN,NaN,178.54,NaN,12,8,4,747,1.31,36,984
15,2259,7,2,0,NaN,1,1070,NaN,787.42,1070,0,0,0,NaN,NaN,301,1371
15,3259,7,3,0,NaN,0,NaN,NaN,435.16,2550,NaN,NaN,NaN,NaN,NaN,301,1371
15,4259,7,4,0,NaN,0,NaN,510,674.48,510,68,34,0,1371,13.71,301,1371
15,5259,7,5,0,NaN,0,NaN,NaN,480,NaN,NaN,NaN,NaN,NaN,NaN,301,1371
15,2260,1,2,0,NaN,0,NaN,NaN,602.65,NaN,6,0,0,NaN,NaN,80,1615
15,3260,1,3,0,NaN,0,NaN,NaN,290,NaN,35,13,2,1615,16.15,80,1615
15,4260,1,4,0,NaN,0,NaN,NaN,36.954,NaN,24,13,5,1615,16.15,80,1615
15,5260,1,5,0,NaN,0,NaN,NaN,1190,1780,6,1,0,350,0,80,1615
15,2260,2,2,0,NaN,0,NaN,NaN,520,NaN,10,2,0,650,0,22,1160
15,3260,2,3,0,NaN,0,NaN,NaN,811.32,NaN,36,22,4,1160,11.6,22,1160
15,4260,2,4,0,NaN,0,NaN,200,196.54,180,32,18,1,1160,11.6,22,1160
15,5260,2,5,0,NaN,0,NaN,NaN,NaN,2330,8,3,0,1050,0.08,22,1160
15,2260,3,2,0,NaN,0,NaN,NaN,746.82,NaN,7,2,0,560,0.03,399,1220
15,3260,3,3,0,NaN,0,NaN,NaN,746.82,NaN,36,19,3,1220,12.2,399,1220
15,4260,3,4,0,NaN,0,NaN,715,511.26,NaN,45,23,7,1220,12.2,399,1220
15,5260,3,5,0,NaN,0,NaN,NaN,1220,NaN,17,8,1,1220,12.2,399,1220
15,2260,4,2,0,NaN,0,NaN,NaN,NaN,1210,7,1,0,318,0.02,36,984
15,3260,4,3,0,NaN,0,NaN,NaN,500,NaN,48,27,1,984,9.84,36,984
15,4260,4,4,0,NaN,0,NaN,NaN,897.48,NaN,40,27,9,984,9.84,36,984
15,5260,4,5,0,NaN,0,NaN,NaN,178.54,NaN,6,6,2,903,5.35,36,984
15,2260,7,2,0,NaN,0,NaN,NaN,787.42,1070,8,1,0,303,0,301,1371
15,3260,7,3,0,NaN,0,NaN,NaN,435.16,2550,19,11,0,1371,13.71,301,1371
15,4260,7,4,0,NaN,0,NaN,510,674.48,510,72,58,2,1371,13.71,301,1371
15,5260,7,5,0,NaN,0,NaN,NaN,480,NaN,8,2,0,256,0,301,1371
15,2261,1,2,0,NaN,0,NaN,NaN,602.65,NaN,14,3,0,1425,4.45,80,1615
15,3261,1,3,0,NaN,0,NaN,NaN,290,NaN,3,0,0,NaN,NaN,80,1615
15,4261,1,4,0,NaN,0,NaN,NaN,36.954,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,5261,1,5,0,NaN,0,NaN,NaN,1190,1780,39,19,1,1615,16.15,80,1615
15,2261,2,2,0,NaN,0,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,3261,2,3,0,NaN,0,NaN,NaN,811.32,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,5261,2,5,0,NaN,0,NaN,NaN,NaN,2330,6,3,1,1160,11.6,22,1160
15,2261,3,2,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,3261,3,3,0,NaN,0,NaN,NaN,746.82,NaN,9,0,0,NaN,NaN,399,1220
15,5261,3,5,0,NaN,0,NaN,NaN,1220,NaN,13,6,1,1220,12.2,399,1220
15,2261,4,2,0,NaN,0,NaN,NaN,NaN,1210,NaN,NaN,NaN,NaN,NaN,36,984
15,3261,4,3,0,NaN,0,NaN,NaN,500,NaN,14,0,0,NaN,NaN,36,984
15,4261,4,4,0,NaN,0,NaN,NaN,897.48,NaN,12,0,0,NaN,NaN,36,984
15,5261,4,5,0,NaN,0,NaN,NaN,178.54,NaN,11,0,0,NaN,NaN,36,984
15,2261,7,2,0,NaN,0,NaN,NaN,787.42,1070,NaN,NaN,NaN,NaN,NaN,301,1371
15,3261,7,3,0,NaN,0,NaN,NaN,435.16,2550,10,0,0,NaN,NaN,301,1371
15,4261,7,4,0,NaN,0,NaN,510,674.48,510,NaN,NaN,NaN,NaN,NaN,301,1371
15,5261,7,5,0,NaN,0,NaN,NaN,480,NaN,34,22,2,1371,13.71,301,1371
15,2262,1,2,0,NaN,0,NaN,NaN,602.65,NaN,0,0,0,NaN,NaN,80,1615
15,3262,1,3,0,NaN,0,NaN,NaN,290,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,4262,1,4,0,NaN,0,NaN,NaN,36.954,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,5262,1,5,0,NaN,0,NaN,NaN,1190,1780,3,0,0,NaN,NaN,80,1615
15,2262,2,2,0,NaN,0,NaN,NaN,520,NaN,4,1,0,350,0,22,1160
15,3262,2,3,2,500,0,NaN,NaN,811.32,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,4262,2,4,0,NaN,0,NaN,200,196.54,180,NaN,NaN,NaN,NaN,NaN,22,1160
15,5262,2,5,0,NaN,0,NaN,NaN,NaN,2330,10,0,0,NaN,NaN,22,1160
15,2262,3,2,1,500,0,NaN,NaN,746.82,NaN,5,0,0,NaN,NaN,399,1220
15,3262,3,3,1,500,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,4262,3,4,0,NaN,0,NaN,715,511.26,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,5262,3,5,0,NaN,0,NaN,NaN,1220,NaN,5,0,0,NaN,NaN,399,1220
15,2262,4,2,0,NaN,0,NaN,NaN,NaN,1210,5,1,0,318,0.02,36,984
15,3262,4,3,2,500,0,NaN,NaN,500,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,4262,4,4,0,NaN,0,NaN,NaN,897.48,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,5262,4,5,0,NaN,0,NaN,NaN,178.54,NaN,2,0,0,NaN,NaN,36,984
15,2262,7,2,0,NaN,0,NaN,NaN,787.42,1070,9,3,0,679,0,301,1371
15,3262,7,3,1,300,0,NaN,NaN,435.16,2550,NaN,NaN,NaN,NaN,NaN,301,1371
15,4262,7,4,1,750,0,NaN,510,674.48,510,11,0,0,NaN,NaN,301,1371
15,5262,7,5,0,NaN,0,NaN,NaN,480,NaN,8,0,0,NaN,NaN,301,1371
15,2263,1,2,0,NaN,0,NaN,NaN,602.65,NaN,9,0,0,NaN,NaN,80,1615
15,3263,1,3,0,NaN,0,NaN,NaN,290,NaN,4,0,0,NaN,NaN,80,1615
15,4263,1,4,0,NaN,0,NaN,NaN,36.954,NaN,32,11,7,1615,16.15,80,1615
15,5263,1,5,0,NaN,0,NaN,NaN,1190,1780,NaN,NaN,NaN,NaN,NaN,80,1615
15,2263,2,2,0,NaN,0,NaN,NaN,520,NaN,1,0,0,NaN,NaN,22,1160
15,3263,2,3,0,NaN,0,NaN,NaN,811.32,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,4263,2,4,0,NaN,0,NaN,200,196.54,180,26,13,3,1160,11.6,22,1160
15,5263,2,5,0,NaN,0,NaN,NaN,NaN,2330,9,2,0,750,0,22,1160
15,2263,3,2,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,3263,3,3,0,NaN,0,NaN,NaN,746.82,NaN,3,0,0,NaN,NaN,399,1220
15,4263,3,4,0,NaN,0,NaN,715,511.26,NaN,30,14,1,1220,12.2,399,1220
15,5263,3,5,0,NaN,0,NaN,NaN,1220,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,2263,4,2,0,NaN,0,NaN,NaN,NaN,1210,5,0,0,NaN,NaN,36,984
15,3263,4,3,0,NaN,0,NaN,NaN,500,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,4263,4,4,0,NaN,0,NaN,NaN,897.48,NaN,55,25,8,984,9.84,36,984
15,5263,4,5,1,110,0,NaN,NaN,178.54,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,2263,7,2,0,NaN,0,NaN,NaN,787.42,1070,NaN,NaN,NaN,NaN,NaN,301,1371
15,3263,7,3,0,NaN,0,NaN,NaN,435.16,2550,5,0,0,NaN,NaN,301,1371
15,4263,7,4,0,NaN,0,NaN,510,674.48,510,46,27,2,1371,13.71,301,1371
15,5263,7,5,0,NaN,0,NaN,NaN,480,NaN,NaN,NaN,NaN,NaN,NaN,301,1371
15,2264,1,2,0,NaN,0,NaN,NaN,602.65,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,3264,1,3,0,NaN,0,NaN,NaN,290,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,4264,1,4,0,NaN,0,NaN,NaN,36.954,NaN,7,0,0,NaN,NaN,80,1615
15,5264,1,5,0,NaN,0,NaN,NaN,1190,1780,NaN,NaN,NaN,NaN,NaN,80,1615
15,2264,2,2,0,NaN,0,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,3264,2,3,0,NaN,0,NaN,NaN,811.32,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,4264,2,4,0,NaN,0,NaN,200,196.54,180,8,0,1,-450,0,22,1160
15,5264,2,5,0,NaN,0,NaN,NaN,NaN,2330,NaN,NaN,NaN,NaN,NaN,22,1160
15,2264,3,2,0,NaN,0,NaN,NaN,746.82,NaN,8,0,0,NaN,NaN,399,1220
15,3264,3,3,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,4264,3,4,0,NaN,0,NaN,715,511.26,NaN,12,0,0,NaN,NaN,399,1220
15,5264,3,5,0,NaN,0,NaN,NaN,1220,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,2264,4,2,0,NaN,0,NaN,NaN,NaN,1210,8,0,0,NaN,NaN,36,984
15,3264,4,3,0,NaN,0,NaN,NaN,500,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,4264,4,4,0,NaN,0,NaN,NaN,897.48,NaN,10,0,0,NaN,NaN,36,984
15,5264,4,5,0,NaN,0,NaN,NaN,178.54,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,2264,7,2,0,NaN,0,NaN,NaN,787.42,1070,NaN,NaN,NaN,NaN,NaN,301,1371
15,3264,7,3,0,NaN,0,NaN,NaN,435.16,2550,NaN,NaN,NaN,NaN,NaN,301,1371
15,4264,7,4,0,NaN,0,NaN,510,674.48,510,11,0,0,NaN,NaN,301,1371
15,5264,7,5,0,NaN,0,NaN,NaN,480,NaN,NaN,NaN,NaN,NaN,NaN,301,1371
15,2265,1,2,2,625,0,NaN,NaN,602.65,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,3265,1,3,0,NaN,0,NaN,NaN,290,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,4265,1,4,0,NaN,0,NaN,NaN,36.954,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,5265,1,5,1,1190,0,NaN,NaN,1190,1780,6,1,0,505,0,80,1615
15,2265,2,2,0,NaN,0,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,3265,2,3,0,NaN,0,NaN,NaN,811.32,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,4265,2,4,0,NaN,0,NaN,200,196.54,180,11,1,0,450,0,22,1160
15,5265,2,5,0,NaN,0,NaN,NaN,NaN,2330,4,0,0,NaN,NaN,22,1160
15,2265,3,2,0,NaN,0,NaN,NaN,746.82,NaN,8,0,0,NaN,NaN,399,1220
15,3265,3,3,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,4265,3,4,0,NaN,0,NaN,715,511.26,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,5265,3,5,0,NaN,0,NaN,NaN,1220,NaN,6,0,0,NaN,NaN,399,1220
15,2265,4,2,0,NaN,0,NaN,NaN,NaN,1210,NaN,NaN,NaN,NaN,NaN,36,984
15,3265,4,3,0,NaN,0,NaN,NaN,500,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,4265,4,4,0,NaN,0,NaN,NaN,897.48,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,5265,4,5,0,NaN,0,NaN,NaN,178.54,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,2265,7,2,0,NaN,0,NaN,NaN,787.42,1070,9,4,0,982,0,301,1371
15,3265,7,3,0,NaN,0,NaN,NaN,435.16,2550,NaN,NaN,NaN,NaN,NaN,301,1371
15,4265,7,4,0,NaN,0,NaN,510,674.48,510,NaN,NaN,NaN,NaN,NaN,301,1371
15,5265,7,5,0,NaN,0,NaN,NaN,480,NaN,5,0,0,NaN,NaN,301,1371
15,2266,1,2,0,NaN,0,NaN,NaN,602.65,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,3266,1,3,0,NaN,0,NaN,NaN,290,NaN,19,7,1,1615,16.15,80,1615
15,4266,1,4,0,NaN,0,NaN,NaN,36.954,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,5266,1,5,0,NaN,0,NaN,NaN,1190,1780,NaN,NaN,NaN,NaN,NaN,80,1615
15,2266,2,2,0,NaN,0,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,3266,2,3,0,NaN,0,NaN,NaN,811.32,NaN,9,6,0,1160,11.6,22,1160
15,4266,2,4,0,NaN,0,NaN,200,196.54,180,NaN,NaN,NaN,NaN,NaN,22,1160
15,5266,2,5,0,NaN,0,NaN,NaN,NaN,2330,10,4,1,1160,11.6,22,1160
15,2266,3,2,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,3266,3,3,0,NaN,0,NaN,NaN,746.82,NaN,30,15,1,1220,12.2,399,1220
15,4266,3,4,0,NaN,0,NaN,715,511.26,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,5266,3,5,0,NaN,0,NaN,NaN,1220,NaN,6,1,1,310,0,399,1220
15,2266,4,2,0,NaN,0,NaN,NaN,NaN,1210,NaN,NaN,NaN,NaN,NaN,36,984
15,3266,4,3,0,NaN,0,NaN,NaN,500,NaN,26,12,2,984,9.84,36,984
15,4266,4,4,0,NaN,0,NaN,NaN,897.48,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,5266,4,5,0,NaN,0,NaN,NaN,178.54,NaN,20,10,3,984,9.84,36,984
15,2266,7,2,0,NaN,0,NaN,NaN,787.42,1070,NaN,NaN,NaN,NaN,NaN,301,1371
15,3266,7,3,0,NaN,0,NaN,NaN,435.16,2550,33,26,0,1371,13.71,301,1371
15,4266,7,4,0,NaN,0,NaN,510,674.48,510,3,0,0,NaN,NaN,301,1371
15,5266,7,5,0,NaN,0,NaN,NaN,480,NaN,8,3,0,398,0,301,1371
15,2267,1,2,0,NaN,0,NaN,NaN,602.65,NaN,0,0,0,NaN,NaN,80,1615
15,3267,1,3,0,NaN,0,NaN,NaN,290,NaN,6,0,0,NaN,NaN,80,1615
15,4267,1,4,0,NaN,0,NaN,NaN,36.954,NaN,4,0,0,NaN,NaN,80,1615
15,5267,1,5,0,NaN,0,NaN,NaN,1190,1780,5,0,0,NaN,NaN,80,1615
15,2267,2,2,0,NaN,0,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,3267,2,3,0,NaN,0,NaN,NaN,811.32,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,4267,2,4,0,NaN,0,NaN,200,196.54,180,19,4,1,1160,11.6,22,1160
15,5267,2,5,0,NaN,0,NaN,NaN,NaN,2330,6,3,0,1100,0.91,22,1160
15,2267,3,2,0,NaN,0,NaN,NaN,746.82,NaN,7,0,0,NaN,NaN,399,1220
15,3267,3,3,0,NaN,0,NaN,NaN,746.82,NaN,7,2,0,560,0.03,399,1220
15,4267,3,4,0,NaN,0,NaN,715,511.26,NaN,11,1,0,280,0,399,1220
15,5267,3,5,0,NaN,0,NaN,NaN,1220,NaN,18,2,0,550,0.03,399,1220
15,2267,4,2,0,NaN,0,NaN,NaN,NaN,1210,0,0,0,NaN,NaN,36,984
15,3267,4,3,0,NaN,0,NaN,NaN,500,NaN,12,9,2,984,9.84,36,984
15,4267,4,4,0,NaN,0,NaN,NaN,897.48,NaN,23,15,7,984,9.84,36,984
15,5267,4,5,0,NaN,0,NaN,NaN,178.54,NaN,12,1,0,96,0,36,984
15,2267,7,2,0,NaN,0,NaN,NaN,787.42,1070,NaN,NaN,NaN,NaN,NaN,301,1371
15,4267,7,4,0,NaN,0,NaN,510,674.48,510,17,5,0,845,0,301,1371
15,5267,7,5,0,NaN,0,NaN,NaN,480,NaN,7,0,0,NaN,NaN,301,1371
15,2268,1,2,0,NaN,0,NaN,NaN,602.65,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,3268,1,3,0,NaN,0,NaN,NaN,290,NaN,10,0,0,NaN,NaN,80,1615
15,4268,1,4,0,NaN,0,NaN,NaN,36.954,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,5268,1,5,0,NaN,0,NaN,NaN,1190,1780,3,0,0,NaN,NaN,80,1615
15,2268,2,2,0,NaN,0,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,3268,2,3,0,NaN,0,NaN,NaN,811.32,NaN,9,0,0,NaN,NaN,22,1160
15,4268,2,4,0,NaN,0,NaN,200,196.54,180,NaN,NaN,NaN,NaN,NaN,22,1160
15,5268,2,5,0,NaN,0,NaN,NaN,NaN,2330,9,1,0,400,0,22,1160
15,2268,3,2,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,3268,3,3,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,4268,3,4,0,NaN,0,NaN,715,511.26,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,5268,3,5,0,NaN,0,NaN,NaN,1220,NaN,8,1,0,250,0,399,1220
15,2268,4,2,0,NaN,0,NaN,NaN,NaN,1210,3,1,1,216,0.01,36,984
15,3268,4,3,0,NaN,0,NaN,NaN,500,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,4268,4,4,0,NaN,0,NaN,NaN,897.48,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,5268,4,5,0,NaN,0,NaN,NaN,178.54,NaN,3,0,0,NaN,NaN,36,984
15,2268,7,2,0,NaN,0,NaN,NaN,787.42,1070,NaN,NaN,NaN,NaN,NaN,301,1371
15,3268,7,3,0,NaN,0,NaN,NaN,435.16,2550,10,5,0,1111,0,301,1371
15,4268,7,4,1,670,0,NaN,510,674.48,510,NaN,NaN,NaN,NaN,NaN,301,1371
15,5268,7,5,0,NaN,0,NaN,NaN,480,NaN,15,1,0,303,0,301,1371
15,3269,1,3,0,NaN,0,NaN,NaN,290,NaN,11,0,0,NaN,NaN,80,1615
15,4269,1,4,0,NaN,0,NaN,NaN,36.954,NaN,5,0,0,NaN,NaN,80,1615
15,5269,1,5,0,NaN,0,NaN,NaN,1190,1780,6,3,0,440,0,80,1615
15,2269,2,2,0,NaN,0,NaN,NaN,520,NaN,0,0,0,NaN,NaN,22,1160
15,3269,2,3,3,773.33,0,NaN,NaN,811.32,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,4269,2,4,0,NaN,0,NaN,200,196.54,180,7,1,0,300,0,22,1160
15,5269,2,5,0,NaN,0,NaN,NaN,NaN,2330,NaN,NaN,NaN,NaN,NaN,22,1160
15,2269,3,2,3,543.33,0,NaN,NaN,746.82,NaN,10,0,0,NaN,NaN,399,1220
15,3269,3,3,3,543.33,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,4269,3,4,0,NaN,0,NaN,715,511.26,NaN,4,0,0,NaN,NaN,399,1220
15,5269,3,5,0,NaN,0,NaN,NaN,1220,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,2269,4,2,0,NaN,0,NaN,NaN,NaN,1210,3,0,0,NaN,NaN,36,984
15,3269,4,3,0,NaN,0,NaN,NaN,500,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,4269,4,4,0,NaN,0,NaN,NaN,897.48,NaN,7,2,0,207,0.01,36,984
15,5269,4,5,1,560,0,NaN,NaN,178.54,NaN,NaN,NaN,NaN,NaN,NaN,36,984
15,2269,7,2,0,NaN,0,NaN,NaN,787.42,1070,11,0,0,NaN,NaN,301,1371
15,3269,7,3,2,560,0,NaN,NaN,435.16,2550,8,6,0,1181,0,301,1371
15,4269,7,4,1,820,0,NaN,510,674.48,510,3,0,0,NaN,NaN,301,1371
15,5269,7,5,1,480,0,NaN,NaN,480,NaN,NaN,NaN,NaN,NaN,NaN,301,1371
15,2270,1,2,0,NaN,0,NaN,NaN,602.65,NaN,0,0,0,NaN,NaN,80,1615
15,3270,1,3,0,NaN,0,NaN,NaN,290,NaN,13,0,0,NaN,NaN,80,1615
15,4270,1,4,0,NaN,0,NaN,NaN,36.954,NaN,17,0,0,NaN,NaN,80,1615
15,5270,1,5,0,NaN,1,1780,NaN,1190,1780,8,0,0,NaN,NaN,80,1615
15,2270,2,2,0,NaN,0,NaN,NaN,520,NaN,0,0,0,NaN,NaN,22,1160
15,3270,2,3,0,NaN,0,NaN,NaN,811.32,NaN,13,3,1,750,0,22,1160
15,4270,2,4,0,NaN,0,NaN,200,196.54,180,30,5,2,1160,11.6,22,1160
15,5270,2,5,0,NaN,1,2330,NaN,NaN,2330,43,8,2,1160,11.6,22,1160
15,2270,3,2,0,NaN,0,NaN,NaN,746.82,NaN,0,0,0,NaN,NaN,399,1220
15,3270,3,3,0,NaN,0,NaN,NaN,746.82,NaN,NaN,NaN,NaN,NaN,NaN,399,1220
15,4270,3,4,0,NaN,0,NaN,715,511.26,NaN,41,5,0,1220,12.2,399,1220
15,5270,3,5,2,1220,0,NaN,NaN,1220,NaN,52,5,0,1220,12.2,399,1220
15,2270,4,2,0,NaN,1,1210,NaN,NaN,1210,1,0,0,NaN,NaN,36,984
15,3270,4,3,0,NaN,0,NaN,NaN,500,NaN,6,1,0,318,0.02,36,984
15,4270,4,4,0,NaN,0,NaN,NaN,897.48,NaN,34,11,0,984,9.84,36,984
15,5270,4,5,3,110,0,NaN,NaN,178.54,NaN,59,19,1,984,9.84,36,984
15,2270,7,2,0,NaN,0,NaN,NaN,787.42,1070,0,0,0,NaN,NaN,301,1371
15,3270,7,3,1,850,0,NaN,NaN,435.16,2550,NaN,NaN,NaN,NaN,NaN,301,1371
15,4270,7,4,0,NaN,0,NaN,510,674.48,510,30,7,0,971,0,301,1371
15,5270,7,5,1,280,0,NaN,NaN,480,NaN,77,52,3,1371,13.71,301,1371
15,2271,1,2,0,NaN,0,NaN,NaN,602.65,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,3271,1,3,0,NaN,0,NaN,NaN,290,NaN,NaN,NaN,NaN,NaN,NaN,80,1615
15,4271,1,4,0,NaN,0,NaN,NaN,36.954,NaN,17,1,0,505,0,80,1615
15,2271,2,2,4,520,0,NaN,NaN,520,NaN,NaN,NaN,NaN,NaN,NaN,22,1160
15,3271,2,3,0,NaN,0,NaN,NaN,811.32,NaN,8,3,0,1050,0.08,22,1160
15,4271,2,4,0,NaN,0,NaN,200,196.54,180,27,1,1,450,0,22,1160
15,5271,2,5,0,NaN,0,NaN,NaN,NaN,2330,NaN,NaN,NaN,NaN,NaN,22,1160
15,2271,3,2,0,NaN,0,NaN,NaN,746.82,NaN,14,13,4,1220,12.2,399,1220
15,3271,3,3,0,NaN,0,NaN,NaN,746.82,NaN,8,7,3,1220,12.2,399,1220
15,4271,3,4,0,NaN,0,NaN,715,511.26,NaN,21,2,0,590,0.04,399,1220
15,5271,3,5,0,NaN,0,NaN,NaN,1220,NaN,14,4,1,1080,4.34,399,1220
