Time_interval,Subject,Problem_ID,Session,No_moves_in,No_moves_out
15.0,282.0,7.0,2.0,NaN,NaN
30.0,282.0,7.0,2.0,NaN,NaN
45.0,282.0,7.0,2.0,NaN,NaN
60.0,282.0,7.0,2.0,NaN,NaN
75.0,282.0,7.0,2.0,NaN,NaN
90.0,282.0,7.0,2.0,NaN,NaN
105.0,282.0,7.0,2.0,NaN,NaN
120.0,282.0,7.0,2.0,NaN,NaN
135.0,282.0,7.0,2.0,NaN,NaN
150.0,282.0,7.0,2.0,NaN,NaN
165.0,282.0,7.0,2.0,NaN,NaN
180.0,282.0,7.0,2.0,NaN,NaN
195.0,282.0,7.0,2.0,NaN,NaN
210.0,282.0,7.0,2.0,NaN,NaN
225.0,282.0,7.0,2.0,NaN,NaN
240.0,282.0,7.0,2.0,NaN,NaN
255.0,282.0,7.0,2.0,NaN,NaN
270.0,282.0,7.0,2.0,NaN,NaN
285.0,282.0,7.0,2.0,NaN,NaN
300.0,282.0,7.0,2.0,NaN,NaN
315.0,282.0,7.0,2.0,NaN,NaN
330.0,282.0,7.0,2.0,NaN,NaN
345.0,282.0,7.0,2.0,NaN,NaN
360.0,282.0,7.0,2.0,NaN,NaN
375.0,282.0,7.0,2.0,NaN,NaN
390.0,282.0,7.0,2.0,NaN,NaN
405.0,282.0,7.0,2.0,NaN,NaN
420.0,282.0,7.0,2.0,NaN,NaN
435.0,282.0,7.0,2.0,NaN,NaN
450.0,282.0,7.0,2.0,NaN,NaN
465.0,282.0,7.0,2.0,NaN,NaN
480.0,282.0,7.0,2.0,NaN,NaN
495.0,282.0,7.0,2.0,NaN,NaN
510.0,282.0,7.0,2.0,NaN,NaN
525.0,282.0,7.0,2.0,NaN,NaN
540.0,282.0,7.0,2.0,NaN,NaN
555.0,282.0,7.0,2.0,NaN,NaN
570.0,282.0,7.0,2.0,NaN,NaN
585.0,282.0,7.0,2.0,NaN,NaN
600.0,282.0,7.0,2.0,NaN,NaN
615.0,282.0,7.0,2.0,NaN,NaN
630.0,282.0,7.0,2.0,NaN,NaN
645.0,282.0,7.0,2.0,NaN,NaN
660.0,282.0,7.0,2.0,NaN,NaN
675.0,282.0,7.0,2.0,NaN,NaN
690.0,282.0,7.0,2.0,NaN,NaN
705.0,282.0,7.0,2.0,NaN,NaN
15.0,269.0,7.0,2.0,0.0,0.0
30.0,269.0,7.0,2.0,1.0,0.0
45.0,269.0,7.0,2.0,0.0,0.0
60.0,269.0,7.0,2.0,0.0,0.0
75.0,269.0,7.0,2.0,2.0,1.0
90.0,269.0,7.0,2.0,1.0,0.0
105.0,269.0,7.0,2.0,1.0,0.0
120.0,269.0,7.0,2.0,4.0,0.0
135.0,269.0,7.0,2.0,0.0,0.0
150.0,269.0,7.0,2.0,0.0,0.0
165.0,269.0,7.0,2.0,0.0,0.0
180.0,269.0,7.0,2.0,0.0,0.0
195.0,269.0,7.0,2.0,0.0,0.0
210.0,269.0,7.0,2.0,0.0,0.0
225.0,269.0,7.0,2.0,0.0,0.0
240.0,269.0,7.0,2.0,0.0,0.0
255.0,269.0,7.0,2.0,0.0,0.0
270.0,269.0,7.0,2.0,0.0,0.0
285.0,269.0,7.0,2.0,2.0,2.0
300.0,269.0,7.0,2.0,0.0,0.0
315.0,269.0,7.0,2.0,0.0,0.0
330.0,269.0,7.0,2.0,0.0,1.0
345.0,269.0,7.0,2.0,2.0,1.0
360.0,269.0,7.0,2.0,0.0,0.0
375.0,269.0,7.0,2.0,0.0,0.0
390.0,269.0,7.0,2.0,0.0,0.0
405.0,269.0,7.0,2.0,1.0,1.0
420.0,269.0,7.0,2.0,0.0,0.0
435.0,269.0,7.0,2.0,0.0,0.0
450.0,269.0,7.0,2.0,0.0,0.0
465.0,269.0,7.0,2.0,0.0,0.0
480.0,269.0,7.0,2.0,0.0,0.0
495.0,269.0,7.0,2.0,0.0,0.0
510.0,269.0,7.0,2.0,0.0,0.0
525.0,269.0,7.0,2.0,0.0,0.0
540.0,269.0,7.0,2.0,0.0,0.0
555.0,269.0,7.0,2.0,0.0,0.0
570.0,269.0,7.0,2.0,0.0,0.0
585.0,269.0,7.0,2.0,0.0,0.0
600.0,269.0,7.0,2.0,0.0,0.0
615.0,269.0,7.0,2.0,0.0,0.0
630.0,269.0,7.0,2.0,0.0,0.0
645.0,269.0,7.0,2.0,0.0,0.0
660.0,269.0,7.0,2.0,0.0,0.0
675.0,269.0,7.0,2.0,0.0,0.0
690.0,269.0,7.0,2.0,0.0,0.0
705.0,269.0,7.0,2.0,0.0,0.0
15.0,268.0,7.0,2.0,NaN,NaN
30.0,268.0,7.0,2.0,NaN,NaN
45.0,268.0,7.0,2.0,NaN,NaN
60.0,268.0,7.0,2.0,NaN,NaN
75.0,268.0,7.0,2.0,NaN,NaN
90.0,268.0,7.0,2.0,NaN,NaN
105.0,268.0,7.0,2.0,NaN,NaN
120.0,268.0,7.0,2.0,NaN,NaN
135.0,268.0,7.0,2.0,NaN,NaN
150.0,268.0,7.0,2.0,NaN,NaN
165.0,268.0,7.0,2.0,NaN,NaN
180.0,268.0,7.0,2.0,NaN,NaN
195.0,268.0,7.0,2.0,NaN,NaN
210.0,268.0,7.0,2.0,NaN,NaN
225.0,268.0,7.0,2.0,NaN,NaN
240.0,268.0,7.0,2.0,NaN,NaN
255.0,268.0,7.0,2.0,NaN,NaN
270.0,268.0,7.0,2.0,NaN,NaN
285.0,268.0,7.0,2.0,NaN,NaN
300.0,268.0,7.0,2.0,NaN,NaN
315.0,268.0,7.0,2.0,NaN,NaN
330.0,268.0,7.0,2.0,NaN,NaN
345.0,268.0,7.0,2.0,NaN,NaN
360.0,268.0,7.0,2.0,NaN,NaN
375.0,268.0,7.0,2.0,NaN,NaN
390.0,268.0,7.0,2.0,NaN,NaN
405.0,268.0,7.0,2.0,NaN,NaN
420.0,268.0,7.0,2.0,NaN,NaN
435.0,268.0,7.0,2.0,NaN,NaN
450.0,268.0,7.0,2.0,NaN,NaN
465.0,268.0,7.0,2.0,NaN,NaN
480.0,268.0,7.0,2.0,NaN,NaN
495.0,268.0,7.0,2.0,NaN,NaN
510.0,268.0,7.0,2.0,NaN,NaN
525.0,268.0,7.0,2.0,NaN,NaN
540.0,268.0,7.0,2.0,NaN,NaN
555.0,268.0,7.0,2.0,NaN,NaN
570.0,268.0,7.0,2.0,NaN,NaN
585.0,268.0,7.0,2.0,NaN,NaN
600.0,268.0,7.0,2.0,NaN,NaN
615.0,268.0,7.0,2.0,NaN,NaN
630.0,268.0,7.0,2.0,NaN,NaN
645.0,268.0,7.0,2.0,NaN,NaN
660.0,268.0,7.0,2.0,NaN,NaN
675.0,268.0,7.0,2.0,NaN,NaN
690.0,268.0,7.0,2.0,NaN,NaN
705.0,268.0,7.0,2.0,NaN,NaN
15.0,278.0,7.0,2.0,NaN,NaN
30.0,278.0,7.0,2.0,NaN,NaN
45.0,278.0,7.0,2.0,NaN,NaN
60.0,278.0,7.0,2.0,NaN,NaN
75.0,278.0,7.0,2.0,NaN,NaN
90.0,278.0,7.0,2.0,NaN,NaN
105.0,278.0,7.0,2.0,NaN,NaN
120.0,278.0,7.0,2.0,NaN,NaN
135.0,278.0,7.0,2.0,NaN,NaN
150.0,278.0,7.0,2.0,NaN,NaN
165.0,278.0,7.0,2.0,NaN,NaN
180.0,278.0,7.0,2.0,NaN,NaN
195.0,278.0,7.0,2.0,NaN,NaN
210.0,278.0,7.0,2.0,NaN,NaN
225.0,278.0,7.0,2.0,NaN,NaN
240.0,278.0,7.0,2.0,NaN,NaN
255.0,278.0,7.0,2.0,NaN,NaN
270.0,278.0,7.0,2.0,NaN,NaN
285.0,278.0,7.0,2.0,NaN,NaN
300.0,278.0,7.0,2.0,NaN,NaN
315.0,278.0,7.0,2.0,NaN,NaN
330.0,278.0,7.0,2.0,NaN,NaN
345.0,278.0,7.0,2.0,NaN,NaN
360.0,278.0,7.0,2.0,NaN,NaN
375.0,278.0,7.0,2.0,NaN,NaN
390.0,278.0,7.0,2.0,NaN,NaN
405.0,278.0,7.0,2.0,NaN,NaN
420.0,278.0,7.0,2.0,NaN,NaN
435.0,278.0,7.0,2.0,NaN,NaN
450.0,278.0,7.0,2.0,NaN,NaN
465.0,278.0,7.0,2.0,NaN,NaN
480.0,278.0,7.0,2.0,NaN,NaN
495.0,278.0,7.0,2.0,NaN,NaN
510.0,278.0,7.0,2.0,NaN,NaN
525.0,278.0,7.0,2.0,NaN,NaN
540.0,278.0,7.0,2.0,NaN,NaN
555.0,278.0,7.0,2.0,NaN,NaN
570.0,278.0,7.0,2.0,NaN,NaN
585.0,278.0,7.0,2.0,NaN,NaN
600.0,278.0,7.0,2.0,NaN,NaN
615.0,278.0,7.0,2.0,NaN,NaN
630.0,278.0,7.0,2.0,NaN,NaN
645.0,278.0,7.0,2.0,NaN,NaN
660.0,278.0,7.0,2.0,NaN,NaN
675.0,278.0,7.0,2.0,NaN,NaN
690.0,278.0,7.0,2.0,NaN,NaN
705.0,278.0,7.0,2.0,NaN,NaN
15.0,263.0,7.0,2.0,NaN,NaN
30.0,263.0,7.0,2.0,NaN,NaN
45.0,263.0,7.0,2.0,NaN,NaN
60.0,263.0,7.0,2.0,NaN,NaN
75.0,263.0,7.0,2.0,NaN,NaN
90.0,263.0,7.0,2.0,NaN,NaN
105.0,263.0,7.0,2.0,NaN,NaN
120.0,263.0,7.0,2.0,NaN,NaN
135.0,263.0,7.0,2.0,NaN,NaN
150.0,263.0,7.0,2.0,NaN,NaN
165.0,263.0,7.0,2.0,NaN,NaN
180.0,263.0,7.0,2.0,NaN,NaN
195.0,263.0,7.0,2.0,NaN,NaN
210.0,263.0,7.0,2.0,NaN,NaN
225.0,263.0,7.0,2.0,NaN,NaN
240.0,263.0,7.0,2.0,NaN,NaN
255.0,263.0,7.0,2.0,NaN,NaN
270.0,263.0,7.0,2.0,NaN,NaN
285.0,263.0,7.0,2.0,NaN,NaN
300.0,263.0,7.0,2.0,NaN,NaN
315.0,263.0,7.0,2.0,NaN,NaN
330.0,263.0,7.0,2.0,NaN,NaN
345.0,263.0,7.0,2.0,NaN,NaN
360.0,263.0,7.0,2.0,NaN,NaN
375.0,263.0,7.0,2.0,NaN,NaN
390.0,263.0,7.0,2.0,NaN,NaN
405.0,263.0,7.0,2.0,NaN,NaN
420.0,263.0,7.0,2.0,NaN,NaN
435.0,263.0,7.0,2.0,NaN,NaN
450.0,263.0,7.0,2.0,NaN,NaN
465.0,263.0,7.0,2.0,NaN,NaN
480.0,263.0,7.0,2.0,NaN,NaN
495.0,263.0,7.0,2.0,NaN,NaN
510.0,263.0,7.0,2.0,NaN,NaN
525.0,263.0,7.0,2.0,NaN,NaN
540.0,263.0,7.0,2.0,NaN,NaN
555.0,263.0,7.0,2.0,NaN,NaN
570.0,263.0,7.0,2.0,NaN,NaN
585.0,263.0,7.0,2.0,NaN,NaN
600.0,263.0,7.0,2.0,NaN,NaN
615.0,263.0,7.0,2.0,NaN,NaN
630.0,263.0,7.0,2.0,NaN,NaN
645.0,263.0,7.0,2.0,NaN,NaN
660.0,263.0,7.0,2.0,NaN,NaN
675.0,263.0,7.0,2.0,NaN,NaN
690.0,263.0,7.0,2.0,NaN,NaN
705.0,263.0,7.0,2.0,NaN,NaN
15.0,277.0,7.0,2.0,NaN,NaN
30.0,277.0,7.0,2.0,NaN,NaN
45.0,277.0,7.0,2.0,NaN,NaN
60.0,277.0,7.0,2.0,NaN,NaN
75.0,277.0,7.0,2.0,NaN,NaN
90.0,277.0,7.0,2.0,NaN,NaN
105.0,277.0,7.0,2.0,NaN,NaN
120.0,277.0,7.0,2.0,NaN,NaN
135.0,277.0,7.0,2.0,NaN,NaN
150.0,277.0,7.0,2.0,NaN,NaN
165.0,277.0,7.0,2.0,NaN,NaN
180.0,277.0,7.0,2.0,NaN,NaN
195.0,277.0,7.0,2.0,NaN,NaN
210.0,277.0,7.0,2.0,NaN,NaN
225.0,277.0,7.0,2.0,NaN,NaN
240.0,277.0,7.0,2.0,NaN,NaN
255.0,277.0,7.0,2.0,NaN,NaN
270.0,277.0,7.0,2.0,NaN,NaN
285.0,277.0,7.0,2.0,NaN,NaN
300.0,277.0,7.0,2.0,NaN,NaN
315.0,277.0,7.0,2.0,NaN,NaN
330.0,277.0,7.0,2.0,NaN,NaN
345.0,277.0,7.0,2.0,NaN,NaN
360.0,277.0,7.0,2.0,NaN,NaN
375.0,277.0,7.0,2.0,NaN,NaN
390.0,277.0,7.0,2.0,NaN,NaN
405.0,277.0,7.0,2.0,NaN,NaN
420.0,277.0,7.0,2.0,NaN,NaN
435.0,277.0,7.0,2.0,NaN,NaN
450.0,277.0,7.0,2.0,NaN,NaN
465.0,277.0,7.0,2.0,NaN,NaN
480.0,277.0,7.0,2.0,NaN,NaN
495.0,277.0,7.0,2.0,NaN,NaN
510.0,277.0,7.0,2.0,NaN,NaN
525.0,277.0,7.0,2.0,NaN,NaN
540.0,277.0,7.0,2.0,NaN,NaN
555.0,277.0,7.0,2.0,NaN,NaN
570.0,277.0,7.0,2.0,NaN,NaN
585.0,277.0,7.0,2.0,NaN,NaN
600.0,277.0,7.0,2.0,NaN,NaN
615.0,277.0,7.0,2.0,NaN,NaN
630.0,277.0,7.0,2.0,NaN,NaN
645.0,277.0,7.0,2.0,NaN,NaN
660.0,277.0,7.0,2.0,NaN,NaN
675.0,277.0,7.0,2.0,NaN,NaN
690.0,277.0,7.0,2.0,NaN,NaN
705.0,277.0,7.0,2.0,NaN,NaN
15.0,276.0,7.0,2.0,1.0,0.0
30.0,276.0,7.0,2.0,1.0,0.0
45.0,276.0,7.0,2.0,4.0,1.0
60.0,276.0,7.0,2.0,3.0,0.0
75.0,276.0,7.0,2.0,1.0,0.0
90.0,276.0,7.0,2.0,0.0,0.0
105.0,276.0,7.0,2.0,0.0,1.0
120.0,276.0,7.0,2.0,1.0,1.0
135.0,276.0,7.0,2.0,2.0,1.0
150.0,276.0,7.0,2.0,1.0,2.0
165.0,276.0,7.0,2.0,1.0,0.0
180.0,276.0,7.0,2.0,0.0,0.0
195.0,276.0,7.0,2.0,1.0,1.0
210.0,276.0,7.0,2.0,1.0,2.0
225.0,276.0,7.0,2.0,1.0,0.0
240.0,276.0,7.0,2.0,1.0,1.0
255.0,276.0,7.0,2.0,0.0,0.0
270.0,276.0,7.0,2.0,0.0,0.0
285.0,276.0,7.0,2.0,0.0,0.0
300.0,276.0,7.0,2.0,0.0,0.0
315.0,276.0,7.0,2.0,0.0,0.0
330.0,276.0,7.0,2.0,0.0,0.0
345.0,276.0,7.0,2.0,0.0,0.0
360.0,276.0,7.0,2.0,0.0,0.0
375.0,276.0,7.0,2.0,0.0,0.0
390.0,276.0,7.0,2.0,0.0,0.0
405.0,276.0,7.0,2.0,0.0,0.0
420.0,276.0,7.0,2.0,0.0,0.0
435.0,276.0,7.0,2.0,0.0,0.0
450.0,276.0,7.0,2.0,0.0,0.0
465.0,276.0,7.0,2.0,0.0,0.0
480.0,276.0,7.0,2.0,0.0,0.0
495.0,276.0,7.0,2.0,0.0,0.0
510.0,276.0,7.0,2.0,0.0,0.0
525.0,276.0,7.0,2.0,0.0,0.0
540.0,276.0,7.0,2.0,0.0,0.0
555.0,276.0,7.0,2.0,0.0,0.0
570.0,276.0,7.0,2.0,0.0,0.0
585.0,276.0,7.0,2.0,0.0,0.0
600.0,276.0,7.0,2.0,0.0,0.0
615.0,276.0,7.0,2.0,0.0,0.0
630.0,276.0,7.0,2.0,0.0,0.0
645.0,276.0,7.0,2.0,0.0,0.0
660.0,276.0,7.0,2.0,0.0,0.0
675.0,276.0,7.0,2.0,0.0,0.0
690.0,276.0,7.0,2.0,0.0,0.0
705.0,276.0,7.0,2.0,0.0,0.0
15.0,262.0,7.0,2.0,3.0,0.0
30.0,262.0,7.0,2.0,2.0,0.0
45.0,262.0,7.0,2.0,3.0,0.0
60.0,262.0,7.0,2.0,0.0,0.0
75.0,262.0,7.0,2.0,0.0,0.0
90.0,262.0,7.0,2.0,2.0,2.0
105.0,262.0,7.0,2.0,1.0,2.0
120.0,262.0,7.0,2.0,1.0,2.0
135.0,262.0,7.0,2.0,1.0,1.0
150.0,262.0,7.0,2.0,1.0,0.0
165.0,262.0,7.0,2.0,0.0,0.0
180.0,262.0,7.0,2.0,0.0,0.0
195.0,262.0,7.0,2.0,0.0,0.0
210.0,262.0,7.0,2.0,0.0,0.0
225.0,262.0,7.0,2.0,0.0,0.0
240.0,262.0,7.0,2.0,0.0,0.0
255.0,262.0,7.0,2.0,0.0,0.0
270.0,262.0,7.0,2.0,0.0,0.0
285.0,262.0,7.0,2.0,0.0,0.0
300.0,262.0,7.0,2.0,0.0,0.0
315.0,262.0,7.0,2.0,0.0,0.0
330.0,262.0,7.0,2.0,0.0,0.0
345.0,262.0,7.0,2.0,0.0,0.0
360.0,262.0,7.0,2.0,0.0,0.0
375.0,262.0,7.0,2.0,0.0,0.0
390.0,262.0,7.0,2.0,0.0,0.0
405.0,262.0,7.0,2.0,0.0,0.0
420.0,262.0,7.0,2.0,0.0,0.0
435.0,262.0,7.0,2.0,0.0,0.0
450.0,262.0,7.0,2.0,0.0,0.0
465.0,262.0,7.0,2.0,0.0,0.0
480.0,262.0,7.0,2.0,0.0,0.0
495.0,262.0,7.0,2.0,0.0,0.0
510.0,262.0,7.0,2.0,0.0,0.0
525.0,262.0,7.0,2.0,0.0,0.0
540.0,262.0,7.0,2.0,0.0,0.0
555.0,262.0,7.0,2.0,0.0,0.0
570.0,262.0,7.0,2.0,2.0,1.0
585.0,262.0,7.0,2.0,1.0,2.0
600.0,262.0,7.0,2.0,2.0,2.0
615.0,262.0,7.0,2.0,0.0,0.0
630.0,262.0,7.0,2.0,0.0,0.0
645.0,262.0,7.0,2.0,0.0,0.0
660.0,262.0,7.0,2.0,0.0,0.0
675.0,262.0,7.0,2.0,0.0,0.0
690.0,262.0,7.0,2.0,0.0,0.0
705.0,262.0,7.0,2.0,0.0,0.0
15.0,274.0,7.0,2.0,NaN,NaN
30.0,274.0,7.0,2.0,NaN,NaN
45.0,274.0,7.0,2.0,NaN,NaN
60.0,274.0,7.0,2.0,NaN,NaN
75.0,274.0,7.0,2.0,NaN,NaN
90.0,274.0,7.0,2.0,NaN,NaN
105.0,274.0,7.0,2.0,NaN,NaN
120.0,274.0,7.0,2.0,NaN,NaN
135.0,274.0,7.0,2.0,NaN,NaN
150.0,274.0,7.0,2.0,NaN,NaN
165.0,274.0,7.0,2.0,NaN,NaN
180.0,274.0,7.0,2.0,NaN,NaN
195.0,274.0,7.0,2.0,NaN,NaN
210.0,274.0,7.0,2.0,NaN,NaN
225.0,274.0,7.0,2.0,NaN,NaN
240.0,274.0,7.0,2.0,NaN,NaN
255.0,274.0,7.0,2.0,NaN,NaN
270.0,274.0,7.0,2.0,NaN,NaN
285.0,274.0,7.0,2.0,NaN,NaN
300.0,274.0,7.0,2.0,NaN,NaN
315.0,274.0,7.0,2.0,NaN,NaN
330.0,274.0,7.0,2.0,NaN,NaN
345.0,274.0,7.0,2.0,NaN,NaN
360.0,274.0,7.0,2.0,NaN,NaN
375.0,274.0,7.0,2.0,NaN,NaN
390.0,274.0,7.0,2.0,NaN,NaN
405.0,274.0,7.0,2.0,NaN,NaN
420.0,274.0,7.0,2.0,NaN,NaN
435.0,274.0,7.0,2.0,NaN,NaN
450.0,274.0,7.0,2.0,NaN,NaN
465.0,274.0,7.0,2.0,NaN,NaN
480.0,274.0,7.0,2.0,NaN,NaN
495.0,274.0,7.0,2.0,NaN,NaN
510.0,274.0,7.0,2.0,NaN,NaN
525.0,274.0,7.0,2.0,NaN,NaN
540.0,274.0,7.0,2.0,NaN,NaN
555.0,274.0,7.0,2.0,NaN,NaN
570.0,274.0,7.0,2.0,NaN,NaN
585.0,274.0,7.0,2.0,NaN,NaN
600.0,274.0,7.0,2.0,NaN,NaN
615.0,274.0,7.0,2.0,NaN,NaN
630.0,274.0,7.0,2.0,NaN,NaN
645.0,274.0,7.0,2.0,NaN,NaN
660.0,274.0,7.0,2.0,NaN,NaN
675.0,274.0,7.0,2.0,NaN,NaN
690.0,274.0,7.0,2.0,NaN,NaN
705.0,274.0,7.0,2.0,NaN,NaN
15.0,260.0,7.0,2.0,1.0,0.0
30.0,260.0,7.0,2.0,3.0,0.0
45.0,260.0,7.0,2.0,3.0,0.0
60.0,260.0,7.0,2.0,3.0,3.0
75.0,260.0,7.0,2.0,2.0,2.0
90.0,260.0,7.0,2.0,1.0,0.0
105.0,260.0,7.0,2.0,0.0,1.0
120.0,260.0,7.0,2.0,3.0,2.0
135.0,260.0,7.0,2.0,2.0,3.0
150.0,260.0,7.0,2.0,1.0,0.0
165.0,260.0,7.0,2.0,0.0,0.0
180.0,260.0,7.0,2.0,1.0,1.0
195.0,260.0,7.0,2.0,0.0,0.0
210.0,260.0,7.0,2.0,0.0,0.0
225.0,260.0,7.0,2.0,0.0,0.0
240.0,260.0,7.0,2.0,0.0,0.0
255.0,260.0,7.0,2.0,0.0,0.0
270.0,260.0,7.0,2.0,0.0,0.0
285.0,260.0,7.0,2.0,0.0,0.0
300.0,260.0,7.0,2.0,0.0,0.0
315.0,260.0,7.0,2.0,0.0,0.0
330.0,260.0,7.0,2.0,0.0,0.0
345.0,260.0,7.0,2.0,0.0,0.0
360.0,260.0,7.0,2.0,0.0,0.0
375.0,260.0,7.0,2.0,0.0,0.0
390.0,260.0,7.0,2.0,0.0,0.0
405.0,260.0,7.0,2.0,0.0,0.0
420.0,260.0,7.0,2.0,0.0,0.0
435.0,260.0,7.0,2.0,0.0,0.0
450.0,260.0,7.0,2.0,0.0,0.0
465.0,260.0,7.0,2.0,0.0,0.0
480.0,260.0,7.0,2.0,0.0,0.0
495.0,260.0,7.0,2.0,0.0,0.0
510.0,260.0,7.0,2.0,0.0,0.0
525.0,260.0,7.0,2.0,0.0,0.0
540.0,260.0,7.0,2.0,0.0,0.0
555.0,260.0,7.0,2.0,0.0,0.0
570.0,260.0,7.0,2.0,0.0,0.0
585.0,260.0,7.0,2.0,0.0,0.0
600.0,260.0,7.0,2.0,0.0,0.0
615.0,260.0,7.0,2.0,0.0,0.0
630.0,260.0,7.0,2.0,0.0,0.0
645.0,260.0,7.0,2.0,0.0,0.0
660.0,260.0,7.0,2.0,0.0,0.0
675.0,260.0,7.0,2.0,0.0,0.0
690.0,260.0,7.0,2.0,0.0,0.0
705.0,260.0,7.0,2.0,0.0,0.0
15.0,261.0,7.0,2.0,NaN,NaN
30.0,261.0,7.0,2.0,NaN,NaN
45.0,261.0,7.0,2.0,NaN,NaN
60.0,261.0,7.0,2.0,NaN,NaN
75.0,261.0,7.0,2.0,NaN,NaN
90.0,261.0,7.0,2.0,NaN,NaN
105.0,261.0,7.0,2.0,NaN,NaN
120.0,261.0,7.0,2.0,NaN,NaN
135.0,261.0,7.0,2.0,NaN,NaN
150.0,261.0,7.0,2.0,NaN,NaN
165.0,261.0,7.0,2.0,NaN,NaN
180.0,261.0,7.0,2.0,NaN,NaN
195.0,261.0,7.0,2.0,NaN,NaN
210.0,261.0,7.0,2.0,NaN,NaN
225.0,261.0,7.0,2.0,NaN,NaN
240.0,261.0,7.0,2.0,NaN,NaN
255.0,261.0,7.0,2.0,NaN,NaN
270.0,261.0,7.0,2.0,NaN,NaN
285.0,261.0,7.0,2.0,NaN,NaN
300.0,261.0,7.0,2.0,NaN,NaN
315.0,261.0,7.0,2.0,NaN,NaN
330.0,261.0,7.0,2.0,NaN,NaN
345.0,261.0,7.0,2.0,NaN,NaN
360.0,261.0,7.0,2.0,NaN,NaN
375.0,261.0,7.0,2.0,NaN,NaN
390.0,261.0,7.0,2.0,NaN,NaN
405.0,261.0,7.0,2.0,NaN,NaN
420.0,261.0,7.0,2.0,NaN,NaN
435.0,261.0,7.0,2.0,NaN,NaN
450.0,261.0,7.0,2.0,NaN,NaN
465.0,261.0,7.0,2.0,NaN,NaN
480.0,261.0,7.0,2.0,NaN,NaN
495.0,261.0,7.0,2.0,NaN,NaN
510.0,261.0,7.0,2.0,NaN,NaN
525.0,261.0,7.0,2.0,NaN,NaN
540.0,261.0,7.0,2.0,NaN,NaN
555.0,261.0,7.0,2.0,NaN,NaN
570.0,261.0,7.0,2.0,NaN,NaN
585.0,261.0,7.0,2.0,NaN,NaN
600.0,261.0,7.0,2.0,NaN,NaN
615.0,261.0,7.0,2.0,NaN,NaN
630.0,261.0,7.0,2.0,NaN,NaN
645.0,261.0,7.0,2.0,NaN,NaN
660.0,261.0,7.0,2.0,NaN,NaN
675.0,261.0,7.0,2.0,NaN,NaN
690.0,261.0,7.0,2.0,NaN,NaN
705.0,261.0,7.0,2.0,NaN,NaN
15.0,275.0,7.0,2.0,0.0,0.0
30.0,275.0,7.0,2.0,2.0,0.0
45.0,275.0,7.0,2.0,2.0,0.0
60.0,275.0,7.0,2.0,3.0,0.0
75.0,275.0,7.0,2.0,0.0,0.0
90.0,275.0,7.0,2.0,0.0,0.0
105.0,275.0,7.0,2.0,1.0,1.0
120.0,275.0,7.0,2.0,1.0,1.0
135.0,275.0,7.0,2.0,0.0,0.0
150.0,275.0,7.0,2.0,0.0,0.0
165.0,275.0,7.0,2.0,0.0,0.0
180.0,275.0,7.0,2.0,0.0,0.0
195.0,275.0,7.0,2.0,0.0,0.0
210.0,275.0,7.0,2.0,0.0,0.0
225.0,275.0,7.0,2.0,0.0,0.0
240.0,275.0,7.0,2.0,0.0,0.0
255.0,275.0,7.0,2.0,0.0,0.0
270.0,275.0,7.0,2.0,0.0,0.0
285.0,275.0,7.0,2.0,0.0,0.0
300.0,275.0,7.0,2.0,0.0,0.0
315.0,275.0,7.0,2.0,0.0,0.0
330.0,275.0,7.0,2.0,0.0,0.0
345.0,275.0,7.0,2.0,0.0,0.0
360.0,275.0,7.0,2.0,0.0,0.0
375.0,275.0,7.0,2.0,0.0,0.0
390.0,275.0,7.0,2.0,0.0,0.0
405.0,275.0,7.0,2.0,0.0,0.0
420.0,275.0,7.0,2.0,0.0,0.0
435.0,275.0,7.0,2.0,0.0,0.0
450.0,275.0,7.0,2.0,0.0,0.0
465.0,275.0,7.0,2.0,0.0,0.0
480.0,275.0,7.0,2.0,0.0,0.0
495.0,275.0,7.0,2.0,0.0,0.0
510.0,275.0,7.0,2.0,0.0,0.0
525.0,275.0,7.0,2.0,0.0,0.0
540.0,275.0,7.0,2.0,0.0,0.0
555.0,275.0,7.0,2.0,0.0,0.0
570.0,275.0,7.0,2.0,0.0,0.0
585.0,275.0,7.0,2.0,0.0,0.0
600.0,275.0,7.0,2.0,0.0,0.0
615.0,275.0,7.0,2.0,0.0,0.0
630.0,275.0,7.0,2.0,0.0,0.0
645.0,275.0,7.0,2.0,0.0,0.0
660.0,275.0,7.0,2.0,0.0,0.0
675.0,275.0,7.0,2.0,0.0,0.0
690.0,275.0,7.0,2.0,0.0,0.0
705.0,275.0,7.0,2.0,0.0,0.0
15.0,259.0,7.0,2.0,0.0,0.0
30.0,259.0,7.0,2.0,4.0,0.0
45.0,259.0,7.0,2.0,3.0,0.0
60.0,259.0,7.0,2.0,0.0,0.0
75.0,259.0,7.0,2.0,0.0,0.0
90.0,259.0,7.0,2.0,0.0,0.0
105.0,259.0,7.0,2.0,0.0,0.0
120.0,259.0,7.0,2.0,0.0,0.0
135.0,259.0,7.0,2.0,0.0,0.0
150.0,259.0,7.0,2.0,0.0,0.0
165.0,259.0,7.0,2.0,0.0,0.0
180.0,259.0,7.0,2.0,0.0,0.0
195.0,259.0,7.0,2.0,0.0,0.0
210.0,259.0,7.0,2.0,0.0,0.0
225.0,259.0,7.0,2.0,0.0,0.0
240.0,259.0,7.0,2.0,0.0,0.0
255.0,259.0,7.0,2.0,0.0,0.0
