Time_interval,Subject,Problem_ID,Session,Run_max,Run_max_payoff
105.0,262.0,2.0,2.0,935.0,0.0
120.0,262.0,2.0,2.0,1160.0,11.6
135.0,262.0,2.0,2.0,1160.0,11.6
150.0,262.0,2.0,2.0,1160.0,11.6
165.0,262.0,2.0,2.0,1160.0,11.6
180.0,262.0,2.0,2.0,1160.0,11.6
195.0,262.0,2.0,2.0,1160.0,11.6
210.0,262.0,2.0,2.0,1160.0,11.6
225.0,262.0,2.0,2.0,1160.0,11.6
240.0,262.0,2.0,2.0,1160.0,11.6
255.0,262.0,2.0,2.0,1160.0,11.6
270.0,262.0,2.0,2.0,1160.0,11.6
285.0,262.0,2.0,2.0,1160.0,11.6
300.0,262.0,2.0,2.0,1160.0,11.6
315.0,262.0,2.0,2.0,1160.0,11.6
330.0,262.0,2.0,2.0,1160.0,11.6
345.0,262.0,2.0,2.0,1160.0,11.6
360.0,262.0,2.0,2.0,1160.0,11.6
375.0,262.0,2.0,2.0,1160.0,11.6
390.0,262.0,2.0,2.0,1160.0,11.6
405.0,262.0,2.0,2.0,1160.0,11.6
420.0,262.0,2.0,2.0,1160.0,11.6
435.0,262.0,2.0,2.0,1160.0,11.6
450.0,262.0,2.0,2.0,1160.0,11.6
465.0,262.0,2.0,2.0,1160.0,11.6
480.0,262.0,2.0,2.0,1160.0,11.6
495.0,262.0,2.0,2.0,1160.0,11.6
510.0,262.0,2.0,2.0,1160.0,11.6
525.0,262.0,2.0,2.0,1160.0,11.6
540.0,262.0,2.0,2.0,1160.0,11.6
555.0,262.0,2.0,2.0,1160.0,11.6
570.0,262.0,2.0,2.0,1160.0,11.6
585.0,262.0,2.0,2.0,1160.0,11.6
600.0,262.0,2.0,2.0,1160.0,11.6
615.0,262.0,2.0,2.0,1160.0,11.6
630.0,262.0,2.0,2.0,1160.0,11.6
645.0,262.0,2.0,2.0,1160.0,11.6
660.0,262.0,2.0,2.0,1160.0,11.6
675.0,262.0,2.0,2.0,1160.0,11.6
690.0,262.0,2.0,2.0,1160.0,11.6
705.0,262.0,2.0,2.0,1160.0,11.6
15.0,276.0,2.0,2.0,NaN,NaN
30.0,276.0,2.0,2.0,NaN,NaN
45.0,276.0,2.0,2.0,NaN,NaN
60.0,276.0,2.0,2.0,NaN,NaN
75.0,276.0,2.0,2.0,NaN,NaN
90.0,276.0,2.0,2.0,NaN,NaN
105.0,276.0,2.0,2.0,NaN,NaN
120.0,276.0,2.0,2.0,NaN,NaN
135.0,276.0,2.0,2.0,NaN,NaN
150.0,276.0,2.0,2.0,NaN,NaN
165.0,276.0,2.0,2.0,NaN,NaN
180.0,276.0,2.0,2.0,NaN,NaN
195.0,276.0,2.0,2.0,NaN,NaN
210.0,276.0,2.0,2.0,NaN,NaN
225.0,276.0,2.0,2.0,NaN,NaN
240.0,276.0,2.0,2.0,NaN,NaN
255.0,276.0,2.0,2.0,NaN,NaN
270.0,276.0,2.0,2.0,NaN,NaN
285.0,276.0,2.0,2.0,NaN,NaN
300.0,276.0,2.0,2.0,NaN,NaN
315.0,276.0,2.0,2.0,NaN,NaN
330.0,276.0,2.0,2.0,NaN,NaN
345.0,276.0,2.0,2.0,NaN,NaN
360.0,276.0,2.0,2.0,NaN,NaN
375.0,276.0,2.0,2.0,NaN,NaN
390.0,276.0,2.0,2.0,NaN,NaN
405.0,276.0,2.0,2.0,NaN,NaN
420.0,276.0,2.0,2.0,NaN,NaN
435.0,276.0,2.0,2.0,NaN,NaN
450.0,276.0,2.0,2.0,NaN,NaN
465.0,276.0,2.0,2.0,NaN,NaN
480.0,276.0,2.0,2.0,NaN,NaN
495.0,276.0,2.0,2.0,NaN,NaN
510.0,276.0,2.0,2.0,NaN,NaN
525.0,276.0,2.0,2.0,NaN,NaN
540.0,276.0,2.0,2.0,NaN,NaN
555.0,276.0,2.0,2.0,NaN,NaN
570.0,276.0,2.0,2.0,NaN,NaN
585.0,276.0,2.0,2.0,NaN,NaN
600.0,276.0,2.0,2.0,NaN,NaN
615.0,276.0,2.0,2.0,NaN,NaN
630.0,276.0,2.0,2.0,NaN,NaN
645.0,276.0,2.0,2.0,NaN,NaN
660.0,276.0,2.0,2.0,NaN,NaN
675.0,276.0,2.0,2.0,NaN,NaN
690.0,276.0,2.0,2.0,NaN,NaN
705.0,276.0,2.0,2.0,NaN,NaN
15.0,277.0,2.0,2.0,NaN,NaN
30.0,277.0,2.0,2.0,NaN,NaN
45.0,277.0,2.0,2.0,NaN,NaN
60.0,277.0,2.0,2.0,NaN,NaN
75.0,277.0,2.0,2.0,NaN,NaN
90.0,277.0,2.0,2.0,NaN,NaN
105.0,277.0,2.0,2.0,NaN,NaN
120.0,277.0,2.0,2.0,NaN,NaN
135.0,277.0,2.0,2.0,NaN,NaN
150.0,277.0,2.0,2.0,NaN,NaN
165.0,277.0,2.0,2.0,NaN,NaN
180.0,277.0,2.0,2.0,NaN,NaN
195.0,277.0,2.0,2.0,NaN,NaN
210.0,277.0,2.0,2.0,NaN,NaN
225.0,277.0,2.0,2.0,NaN,NaN
240.0,277.0,2.0,2.0,NaN,NaN
255.0,277.0,2.0,2.0,NaN,NaN
270.0,277.0,2.0,2.0,NaN,NaN
285.0,277.0,2.0,2.0,NaN,NaN
300.0,277.0,2.0,2.0,NaN,NaN
315.0,277.0,2.0,2.0,NaN,NaN
330.0,277.0,2.0,2.0,NaN,NaN
345.0,277.0,2.0,2.0,NaN,NaN
360.0,277.0,2.0,2.0,NaN,NaN
375.0,277.0,2.0,2.0,NaN,NaN
390.0,277.0,2.0,2.0,NaN,NaN
405.0,277.0,2.0,2.0,NaN,NaN
420.0,277.0,2.0,2.0,NaN,NaN
435.0,277.0,2.0,2.0,NaN,NaN
450.0,277.0,2.0,2.0,NaN,NaN
465.0,277.0,2.0,2.0,NaN,NaN
480.0,277.0,2.0,2.0,NaN,NaN
495.0,277.0,2.0,2.0,NaN,NaN
510.0,277.0,2.0,2.0,NaN,NaN
525.0,277.0,2.0,2.0,NaN,NaN
540.0,277.0,2.0,2.0,NaN,NaN
555.0,277.0,2.0,2.0,NaN,NaN
570.0,277.0,2.0,2.0,NaN,NaN
585.0,277.0,2.0,2.0,NaN,NaN
600.0,277.0,2.0,2.0,NaN,NaN
615.0,277.0,2.0,2.0,NaN,NaN
630.0,277.0,2.0,2.0,NaN,NaN
645.0,277.0,2.0,2.0,NaN,NaN
660.0,277.0,2.0,2.0,NaN,NaN
675.0,277.0,2.0,2.0,NaN,NaN
690.0,277.0,2.0,2.0,NaN,NaN
705.0,277.0,2.0,2.0,NaN,NaN
15.0,263.0,2.0,2.0,NaN,NaN
30.0,263.0,2.0,2.0,1050.0,0.08
45.0,263.0,2.0,2.0,1160.0,11.6
60.0,263.0,2.0,2.0,1160.0,11.6
75.0,263.0,2.0,2.0,1160.0,11.6
90.0,263.0,2.0,2.0,1160.0,11.6
105.0,263.0,2.0,2.0,1160.0,11.6
120.0,263.0,2.0,2.0,1160.0,11.6
135.0,263.0,2.0,2.0,1160.0,11.6
150.0,263.0,2.0,2.0,1160.0,11.6
165.0,263.0,2.0,2.0,1160.0,11.6
180.0,263.0,2.0,2.0,1160.0,11.6
195.0,263.0,2.0,2.0,1160.0,11.6
210.0,263.0,2.0,2.0,1160.0,11.6
225.0,263.0,2.0,2.0,1160.0,11.6
240.0,263.0,2.0,2.0,1160.0,11.6
255.0,263.0,2.0,2.0,1160.0,11.6
270.0,263.0,2.0,2.0,1160.0,11.6
285.0,263.0,2.0,2.0,1160.0,11.6
300.0,263.0,2.0,2.0,1160.0,11.6
315.0,263.0,2.0,2.0,1160.0,11.6
330.0,263.0,2.0,2.0,1160.0,11.6
345.0,263.0,2.0,2.0,1160.0,11.6
360.0,263.0,2.0,2.0,1160.0,11.6
375.0,263.0,2.0,2.0,1160.0,11.6
390.0,263.0,2.0,2.0,1160.0,11.6
405.0,263.0,2.0,2.0,1160.0,11.6
420.0,263.0,2.0,2.0,1160.0,11.6
435.0,263.0,2.0,2.0,1160.0,11.6
450.0,263.0,2.0,2.0,1160.0,11.6
465.0,263.0,2.0,2.0,1160.0,11.6
480.0,263.0,2.0,2.0,1160.0,11.6
495.0,263.0,2.0,2.0,1160.0,11.6
510.0,263.0,2.0,2.0,1160.0,11.6
525.0,263.0,2.0,2.0,1160.0,11.6
540.0,263.0,2.0,2.0,1160.0,11.6
555.0,263.0,2.0,2.0,1160.0,11.6
570.0,263.0,2.0,2.0,1160.0,11.6
585.0,263.0,2.0,2.0,1160.0,11.6
600.0,263.0,2.0,2.0,1160.0,11.6
615.0,263.0,2.0,2.0,1160.0,11.6
630.0,263.0,2.0,2.0,1160.0,11.6
645.0,263.0,2.0,2.0,1160.0,11.6
660.0,263.0,2.0,2.0,1160.0,11.6
675.0,263.0,2.0,2.0,1160.0,11.6
690.0,263.0,2.0,2.0,1160.0,11.6
705.0,263.0,2.0,2.0,1160.0,11.6
15.0,275.0,2.0,2.0,NaN,NaN
30.0,275.0,2.0,2.0,1160.0,11.6
45.0,275.0,2.0,2.0,1160.0,11.6
60.0,275.0,2.0,2.0,1160.0,11.6
75.0,275.0,2.0,2.0,1160.0,11.6
90.0,275.0,2.0,2.0,1160.0,11.6
105.0,275.0,2.0,2.0,1160.0,11.6
120.0,275.0,2.0,2.0,1160.0,11.6
135.0,275.0,2.0,2.0,1160.0,11.6
150.0,275.0,2.0,2.0,1160.0,11.6
165.0,275.0,2.0,2.0,1160.0,11.6
180.0,275.0,2.0,2.0,1160.0,11.6
195.0,275.0,2.0,2.0,1160.0,11.6
210.0,275.0,2.0,2.0,1160.0,11.6
225.0,275.0,2.0,2.0,1160.0,11.6
240.0,275.0,2.0,2.0,1160.0,11.6
255.0,275.0,2.0,2.0,1160.0,11.6
270.0,275.0,2.0,2.0,1160.0,11.6
285.0,275.0,2.0,2.0,1160.0,11.6
300.0,275.0,2.0,2.0,1160.0,11.6
315.0,275.0,2.0,2.0,1160.0,11.6
330.0,275.0,2.0,2.0,1160.0,11.6
345.0,275.0,2.0,2.0,1160.0,11.6
360.0,275.0,2.0,2.0,1160.0,11.6
375.0,275.0,2.0,2.0,1160.0,11.6
390.0,275.0,2.0,2.0,1160.0,11.6
405.0,275.0,2.0,2.0,1160.0,11.6
420.0,275.0,2.0,2.0,1160.0,11.6
435.0,275.0,2.0,2.0,1160.0,11.6
450.0,275.0,2.0,2.0,1160.0,11.6
465.0,275.0,2.0,2.0,1160.0,11.6
480.0,275.0,2.0,2.0,1160.0,11.6
495.0,275.0,2.0,2.0,1160.0,11.6
510.0,275.0,2.0,2.0,1160.0,11.6
525.0,275.0,2.0,2.0,1160.0,11.6
540.0,275.0,2.0,2.0,1160.0,11.6
555.0,275.0,2.0,2.0,1160.0,11.6
570.0,275.0,2.0,2.0,1160.0,11.6
585.0,275.0,2.0,2.0,1160.0,11.6
600.0,275.0,2.0,2.0,1160.0,11.6
615.0,275.0,2.0,2.0,1160.0,11.6
630.0,275.0,2.0,2.0,1160.0,11.6
645.0,275.0,2.0,2.0,1160.0,11.6
660.0,275.0,2.0,2.0,1160.0,11.6
675.0,275.0,2.0,2.0,1160.0,11.6
690.0,275.0,2.0,2.0,1160.0,11.6
705.0,275.0,2.0,2.0,1160.0,11.6
15.0,261.0,2.0,2.0,NaN,NaN
30.0,261.0,2.0,2.0,NaN,NaN
45.0,261.0,2.0,2.0,NaN,NaN
60.0,261.0,2.0,2.0,NaN,NaN
75.0,261.0,2.0,2.0,NaN,NaN
90.0,261.0,2.0,2.0,NaN,NaN
105.0,261.0,2.0,2.0,NaN,NaN
120.0,261.0,2.0,2.0,NaN,NaN
135.0,261.0,2.0,2.0,NaN,NaN
150.0,261.0,2.0,2.0,NaN,NaN
165.0,261.0,2.0,2.0,NaN,NaN
180.0,261.0,2.0,2.0,NaN,NaN
195.0,261.0,2.0,2.0,NaN,NaN
210.0,261.0,2.0,2.0,NaN,NaN
225.0,261.0,2.0,2.0,NaN,NaN
240.0,261.0,2.0,2.0,NaN,NaN
255.0,261.0,2.0,2.0,NaN,NaN
270.0,261.0,2.0,2.0,NaN,NaN
285.0,261.0,2.0,2.0,NaN,NaN
300.0,261.0,2.0,2.0,NaN,NaN
315.0,261.0,2.0,2.0,NaN,NaN
330.0,261.0,2.0,2.0,NaN,NaN
345.0,261.0,2.0,2.0,NaN,NaN
360.0,261.0,2.0,2.0,NaN,NaN
375.0,261.0,2.0,2.0,NaN,NaN
390.0,261.0,2.0,2.0,NaN,NaN
405.0,261.0,2.0,2.0,NaN,NaN
420.0,261.0,2.0,2.0,NaN,NaN
435.0,261.0,2.0,2.0,NaN,NaN
450.0,261.0,2.0,2.0,NaN,NaN
465.0,261.0,2.0,2.0,NaN,NaN
480.0,261.0,2.0,2.0,NaN,NaN
495.0,261.0,2.0,2.0,NaN,NaN
510.0,261.0,2.0,2.0,NaN,NaN
525.0,261.0,2.0,2.0,NaN,NaN
540.0,261.0,2.0,2.0,NaN,NaN
555.0,261.0,2.0,2.0,NaN,NaN
570.0,261.0,2.0,2.0,NaN,NaN
585.0,261.0,2.0,2.0,NaN,NaN
600.0,261.0,2.0,2.0,NaN,NaN
615.0,261.0,2.0,2.0,NaN,NaN
630.0,261.0,2.0,2.0,NaN,NaN
645.0,261.0,2.0,2.0,NaN,NaN
660.0,261.0,2.0,2.0,NaN,NaN
675.0,261.0,2.0,2.0,NaN,NaN
690.0,261.0,2.0,2.0,NaN,NaN
705.0,261.0,2.0,2.0,NaN,NaN
15.0,260.0,2.0,2.0,650.0,0.0
30.0,260.0,2.0,2.0,1102.0,1.01
45.0,260.0,2.0,2.0,1102.0,1.01
60.0,260.0,2.0,2.0,1147.0,7.43
75.0,260.0,2.0,2.0,1152.0,8.91
90.0,260.0,2.0,2.0,1152.0,8.91
105.0,260.0,2.0,2.0,1152.0,8.91
120.0,260.0,2.0,2.0,1152.0,8.91
135.0,260.0,2.0,2.0,1152.0,8.91
150.0,260.0,2.0,2.0,1152.0,8.91
165.0,260.0,2.0,2.0,1152.0,8.91
180.0,260.0,2.0,2.0,1152.0,8.91
195.0,260.0,2.0,2.0,1152.0,8.91
210.0,260.0,2.0,2.0,1152.0,8.91
225.0,260.0,2.0,2.0,1152.0,8.91
240.0,260.0,2.0,2.0,1152.0,8.91
255.0,260.0,2.0,2.0,1152.0,8.91
270.0,260.0,2.0,2.0,1160.0,11.6
285.0,260.0,2.0,2.0,1160.0,11.6
300.0,260.0,2.0,2.0,1160.0,11.6
315.0,260.0,2.0,2.0,1160.0,11.6
330.0,260.0,2.0,2.0,1160.0,11.6
345.0,260.0,2.0,2.0,1160.0,11.6
360.0,260.0,2.0,2.0,1160.0,11.6
375.0,260.0,2.0,2.0,1160.0,11.6
390.0,260.0,2.0,2.0,1160.0,11.6
405.0,260.0,2.0,2.0,1160.0,11.6
420.0,260.0,2.0,2.0,1160.0,11.6
435.0,260.0,2.0,2.0,1160.0,11.6
450.0,260.0,2.0,2.0,1160.0,11.6
465.0,260.0,2.0,2.0,1160.0,11.6
480.0,260.0,2.0,2.0,1160.0,11.6
495.0,260.0,2.0,2.0,1160.0,11.6
510.0,260.0,2.0,2.0,1160.0,11.6
525.0,260.0,2.0,2.0,1160.0,11.6
540.0,260.0,2.0,2.0,1160.0,11.6
555.0,260.0,2.0,2.0,1160.0,11.6
570.0,260.0,2.0,2.0,1160.0,11.6
585.0,260.0,2.0,2.0,1160.0,11.6
600.0,260.0,2.0,2.0,1160.0,11.6
615.0,260.0,2.0,2.0,1160.0,11.6
630.0,260.0,2.0,2.0,1160.0,11.6
645.0,260.0,2.0,2.0,1160.0,11.6
660.0,260.0,2.0,2.0,1160.0,11.6
675.0,260.0,2.0,2.0,1160.0,11.6
690.0,260.0,2.0,2.0,1160.0,11.6
705.0,260.0,2.0,2.0,1160.0,11.6
15.0,274.0,2.0,2.0,NaN,NaN
30.0,274.0,2.0,2.0,NaN,NaN
45.0,274.0,2.0,2.0,NaN,NaN
60.0,274.0,2.0,2.0,NaN,NaN
75.0,274.0,2.0,2.0,NaN,NaN
90.0,274.0,2.0,2.0,NaN,NaN
105.0,274.0,2.0,2.0,NaN,NaN
120.0,274.0,2.0,2.0,NaN,NaN
135.0,274.0,2.0,2.0,NaN,NaN
150.0,274.0,2.0,2.0,NaN,NaN
165.0,274.0,2.0,2.0,NaN,NaN
180.0,274.0,2.0,2.0,NaN,NaN
195.0,274.0,2.0,2.0,NaN,NaN
210.0,274.0,2.0,2.0,NaN,NaN
225.0,274.0,2.0,2.0,NaN,NaN
240.0,274.0,2.0,2.0,NaN,NaN
255.0,274.0,2.0,2.0,NaN,NaN
270.0,274.0,2.0,2.0,NaN,NaN
285.0,274.0,2.0,2.0,NaN,NaN
300.0,274.0,2.0,2.0,NaN,NaN
315.0,274.0,2.0,2.0,NaN,NaN
330.0,274.0,2.0,2.0,NaN,NaN
345.0,274.0,2.0,2.0,NaN,NaN
360.0,274.0,2.0,2.0,NaN,NaN
375.0,274.0,2.0,2.0,NaN,NaN
390.0,274.0,2.0,2.0,NaN,NaN
405.0,274.0,2.0,2.0,NaN,NaN
420.0,274.0,2.0,2.0,NaN,NaN
435.0,274.0,2.0,2.0,NaN,NaN
450.0,274.0,2.0,2.0,NaN,NaN
465.0,274.0,2.0,2.0,NaN,NaN
480.0,274.0,2.0,2.0,NaN,NaN
495.0,274.0,2.0,2.0,NaN,NaN
510.0,274.0,2.0,2.0,NaN,NaN
525.0,274.0,2.0,2.0,NaN,NaN
540.0,274.0,2.0,2.0,NaN,NaN
555.0,274.0,2.0,2.0,NaN,NaN
570.0,274.0,2.0,2.0,NaN,NaN
585.0,274.0,2.0,2.0,NaN,NaN
600.0,274.0,2.0,2.0,NaN,NaN
615.0,274.0,2.0,2.0,NaN,NaN
630.0,274.0,2.0,2.0,NaN,NaN
645.0,274.0,2.0,2.0,NaN,NaN
660.0,274.0,2.0,2.0,NaN,NaN
675.0,274.0,2.0,2.0,NaN,NaN
690.0,274.0,2.0,2.0,NaN,NaN
705.0,274.0,2.0,2.0,NaN,NaN
15.0,270.0,2.0,2.0,NaN,NaN
30.0,270.0,2.0,2.0,NaN,NaN
45.0,270.0,2.0,2.0,NaN,NaN
60.0,270.0,2.0,2.0,650.0,0.0
75.0,270.0,2.0,2.0,1050.0,0.08
90.0,270.0,2.0,2.0,1050.0,0.08
105.0,270.0,2.0,2.0,1050.0,0.08
120.0,270.0,2.0,2.0,1050.0,0.08
135.0,270.0,2.0,2.0,1050.0,0.08
150.0,270.0,2.0,2.0,1050.0,0.08
165.0,270.0,2.0,2.0,1050.0,0.08
180.0,270.0,2.0,2.0,1135.0,4.59
195.0,270.0,2.0,2.0,1135.0,4.59
210.0,270.0,2.0,2.0,1135.0,4.59
225.0,270.0,2.0,2.0,1135.0,4.59
240.0,270.0,2.0,2.0,1135.0,4.59
255.0,270.0,2.0,2.0,1135.0,4.59
270.0,270.0,2.0,2.0,1135.0,4.59
285.0,270.0,2.0,2.0,1135.0,4.59
300.0,270.0,2.0,2.0,1135.0,4.59
315.0,270.0,2.0,2.0,1135.0,4.59
330.0,270.0,2.0,2.0,1135.0,4.59
345.0,270.0,2.0,2.0,1135.0,4.59
360.0,270.0,2.0,2.0,1135.0,4.59
375.0,270.0,2.0,2.0,1135.0,4.59
390.0,270.0,2.0,2.0,1135.0,4.59
405.0,270.0,2.0,2.0,1135.0,4.59
420.0,270.0,2.0,2.0,1135.0,4.59
435.0,270.0,2.0,2.0,1135.0,4.59
450.0,270.0,2.0,2.0,1135.0,4.59
465.0,270.0,2.0,2.0,1135.0,4.59
480.0,270.0,2.0,2.0,1138.0,5.2
495.0,270.0,2.0,2.0,1138.0,5.2
510.0,270.0,2.0,2.0,1138.0,5.2
525.0,270.0,2.0,2.0,1147.0,7.43
540.0,270.0,2.0,2.0,1160.0,11.6
555.0,270.0,2.0,2.0,1160.0,11.6
570.0,270.0,2.0,2.0,1160.0,11.6
585.0,270.0,2.0,2.0,1160.0,11.6
600.0,270.0,2.0,2.0,1160.0,11.6
615.0,270.0,2.0,2.0,1160.0,11.6
630.0,270.0,2.0,2.0,1160.0,11.6
645.0,270.0,2.0,2.0,1160.0,11.6
660.0,270.0,2.0,2.0,1160.0,11.6
675.0,270.0,2.0,2.0,1160.0,11.6
690.0,270.0,2.0,2.0,1160.0,11.6
705.0,270.0,2.0,2.0,1160.0,11.6
15.0,264.0,2.0,2.0,NaN,NaN
30.0,264.0,2.0,2.0,NaN,NaN
45.0,264.0,2.0,2.0,NaN,NaN
60.0,264.0,2.0,2.0,NaN,NaN
75.0,264.0,2.0,2.0,NaN,NaN
