submitted_problem_id,participant_id,problem_id,time_started,seconds_on_problem,completed,interventions_available,interventions_used
4278,275,15,14/8/18 14:45,146.46,1,0,0
4279,258,15,14/8/18 14:45,191.659,1,0,0
4280,270,15,14/8/18 14:45,213.718,1,0,0
4281,267,15,14/8/18 14:45,214.467,1,0,0
4282,263,15,14/8/18 14:45,236.724,1,0,0
4283,269,15,14/8/18 14:45,248.337,1,0,0
4284,258,15,14/8/18 14:50,32.8701,1,0,0
4285,273,15,14/8/18 14:45,332.536,1,0,0
4286,261,15,14/8/18 14:45,349.482,1,0,0
4287,260,15,14/8/18 14:45,354.963,1,0,0
4288,262,15,14/8/18 14:45,365.059,1,0,0
4289,274,15,14/8/18 14:46,347.731,1,0,0
4290,259,15,14/8/18 14:45,368.224,1,0,0
4291,276,15,14/8/18 14:44,425.484,1,0,0
4292,265,15,14/8/18 14:45,403.827,1,0,0
4293,266,15,14/8/18 14:47,285.74,1,0,0
4294,272,15,14/8/18 14:45,369.155,1,0,0
4295,268,15,14/8/18 14:45,370.874,1,0,0
4296,264,15,14/8/18 14:46,363.107,1,0,0
4297,273,16,14/8/18 14:53,55.1466,1,0,0
4298,271,16,14/8/18 14:53,43.4014,1,0,0
4299,269,16,14/8/18 14:53,65.608,1,0,0
4300,258,16,14/8/18 14:53,112.188,1,0,0
4301,270,16,14/8/18 14:53,177.249,1,0,0
4302,264,16,14/8/18 14:53,257.349,1,0,0
4303,269,16,14/8/18 14:57,25.1398,1,0,0
4304,263,16,14/8/18 14:53,301.532,1,0,0
4305,269,16,14/8/18 14:58,16.5759,1,0,0
4306,275,16,14/8/18 14:53,320.959,1,0,0
4307,269,16,14/8/18 14:58,15.7441,1,0,0
4308,269,16,14/8/18 14:58,13.6288,1,0,0
4309,261,16,14/8/18 14:53,356.279,1,0,0
4310,267,16,14/8/18 14:53,358.644,1,0,0
4311,276,16,14/8/18 14:52,426.336,1,0,0
4312,260,16,14/8/18 14:53,382.168,1,0,0
4313,274,16,14/8/18 14:53,381.287,1,0,0
4314,259,16,14/8/18 14:53,390.364,1,0,0
4315,265,16,14/8/18 14:53,388.485,1,0,0
4316,272,16,14/8/18 14:53,390.298,1,0,0
4317,268,16,14/8/18 14:53,394.396,1,0,0
4318,262,16,14/8/18 14:53,391.3,1,0,0
4319,266,16,14/8/18 14:53,395.479,1,0,0
4320,271,17,14/8/18 15:01,117.721,1,0,0
4321,269,17,14/8/18 15:01,129.566,1,0,0
4322,263,17,14/8/18 15:01,140.144,1,0,0
4323,258,17,14/8/18 15:01,195.69,1,0,0
4324,269,17,14/8/18 15:03,67.9894,1,0,0
4325,269,17,14/8/18 15:04,23.1243,1,0,0
4326,269,17,14/8/18 15:04,9.31372,1,0,0
4327,273,17,14/8/18 15:01,246.521,1,0,0
4328,269,17,14/8/18 15:04,14.1445,1,0,0
4329,270,17,14/8/18 15:01,290.471,1,0,0
4330,261,17,14/8/18 15:01,302.166,1,0,0
4331,275,17,14/8/18 15:00,350.182,1,0,0
4332,267,17,14/8/18 15:01,351.464,1,0,0
4333,260,17,14/8/18 15:01,391.882,1,0,0
4334,264,17,14/8/18 15:01,391.616,1,0,0
4335,259,17,14/8/18 15:00,405.961,1,0,0
4336,268,17,14/8/18 15:00,407.974,1,0,0
4337,276,17,14/8/18 15:01,402.795,1,0,0
4338,265,17,14/8/18 15:01,401.128,1,0,0
4339,262,17,14/8/18 15:01,403.711,1,0,0
4340,272,17,14/8/18 15:01,410.191,1,0,0
4341,266,17,14/8/18 15:01,405.711,1,0,0
4342,274,17,14/8/18 15:00,442.23,1,0,0
