"submitted_item_move_id","submitted_item_id","move_type","in_knapsack","pos_x","pos_y","time_into_problem"
"188283","44064","1","0","286.38","119.216","33.6538"
"188284","44064","2","1","552.38","72.2161","37.8527"
"188285","44064","3","0","371.866","151.75","38.0847"
"188286","44064","1","0","371.866","151.75","38.9684"
"188287","44064","3","0","269.866","93.7496","39.6183"
"188290","44064","1","0","269.866","93.7496","43.3494"
"188291","44064","3","0","155.865","65.7496","44.5991"
"188277","44065","1","0","69.3124","107.299","14.1765"
"188278","44065","3","0","47.3124","137.299","20.5749"
"188279","44065","1","0","47.3124","137.299","27.2213"
"188280","44065","3","1","577.312","285.299","29.0868"
"188275","44066","1","0","35.9961","74.7552","11.0953"
"188276","44066","3","1","631.996","436.755","12.8948"
"188296","44066","1","1","631.996","436.755","51.4634"
"188297","44066","3","1","628.996","404.755","52.2452"
"188269","44067","1","0","233.845","386.075","2.61536"
"188270","44067","3","0","253.845","242.075","3.34918"
"188288","44067","1","0","253.845","242.075","40.4001"
"188289","44067","3","0","251.845","225.075","42.0337"
"188292","44067","1","0","251.845","225.075","45.0989"
"188293","44067","3","1","633.845","99.0748","47.4144"
"188281","44068","1","0","188.469","106.441","30.6205"
"188282","44068","3","1","547.469","189.441","33.0699"
"188273","44069","1","0","227.809","29.6494","7.11426"
"188274","44069","3","1","705.808","148.649","7.7641"
"188294","44070","1","0","362.51","174.36","48.0982"
"188295","44070","3","1","528.51","85.3601","49.3799"
"188271","44071","1","0","96.7507","96.6966","5.96454"
"188272","44071","3","1","726.751","324.697","6.5144"
"188302","44073","1","0","575.998","239.096","3.5152"
"188303","44073","3","1","98.9982","169.096","4.28101"
"188304","44073","1","1","98.9982","169.096","4.84888"
"188305","44073","3","0","557.998","302.095","5.28076"
"188318","44074","1","0","665.315","54.8272","13.5627"
"188319","44074","3","0","660.315","106.827","14.6945"
"188300","44075","1","0","573.196","209.861","2.56543"
"188301","44075","3","1","198.196","269.861","2.89935"
"188308","44075","1","1","198.196","269.861","6.84839"
"188309","44075","3","1","320.196","268.861","7.11432"
"188314","44076","1","0","711.02","308.145","10.8634"
"188315","44076","3","1","93.0197","217.145","11.5792"
"188320","44077","1","0","588.518","53.1424","15.6942"
"188321","44077","3","0","528.518","88.1424","19.5753"
"188325","44077","1","0","528.518","88.1424","21.2589"
"188326","44077","3","1","331.518","168.142","21.6248"
"188310","44078","1","0","707.721","74.5853","7.78015"
"188311","44078","3","0","769.721","215.585","8.0141"
"188312","44078","1","0","769.721","215.585","9.64569"
"188313","44078","3","1","210.721","122.585","10.0796"
"188306","44079","1","0","628.125","25.581","5.81464"
"188307","44079","3","1","304.125","423.581","6.3645"
"188316","44080","1","0","654.625","273.082","12.7129"
"188317","44080","3","0","746.625","224.082","12.9449"
"188327","44080","1","0","746.625","224.082","22.3246"
"188328","44080","3","1","306.625","104.082","24.2241"
"188298","44081","1","0","647.316","384.128","1.29974"
"188299","44081","3","1","180.316","301.128","1.73364"
"188322","44082","1","0","496.117","167.284","19.8592"
"188323","44082","2","0","476.117","199.284","20.525"
"188324","44082","3","0","495.652","202.146","20.559"
"188411","44093","1","0","80.1341","393.947","3.56512"
"188412","44093","2","0","35.1341","434.947","4.4989"
"188413","44093","3","0","54.4744","403.473","4.54688"
"188414","44093","1","0","54.4744","403.473","4.94879"
"188415","44093","3","0","71.4744","361.473","5.18274"
"188431","44094","1","0","192.395","70.6712","13.6107"
"188432","44094","2","1","569.395","107.671","13.9606"
"188433","44094","3","0","370.394","172.296","14.2106"
"188442","44094","1","0","370.394","172.296","24.79"
"188443","44094","3","0","225.394","208.296","25.4738"
"188418","44095","1","0","347.505","314.781","6.43048"
"188419","44095","3","1","726.505","192.781","6.73041"
"188424","44096","1","0","370.687","66.0836","10.3455"
"188425","44096","2","1","545.687","149.084","10.7114"
"188426","44096","3","0","401.555","189.183","10.8954"
"188429","44096","1","0","401.555","189.183","12.1791"
"188430","44096","3","1","534.555","250.183","12.361"
"188440","44097","1","0","76.5461","45.7968","22.4246"
"188441","44097","3","1","661.546","163.797","23.0404"
"188422","44098","1","0","116.287","208.93","9.24579"
"188423","44098","3","1","524.287","248.93","9.71167"
"188427","44098","1","1","524.287","248.93","11.4612"
"188428","44098","3","0","271.287","172.93","11.6952"
"188438","44098","1","0","271.287","172.93","20.2251"
"188439","44098","3","1","618.287","244.93","21.1909"
"188416","44099","1","0","244.131","353.568","5.48065"
"188417","44099","3","1","584.131","361.568","5.91461"
"188446","44100","1","0","173.365","246.147","26.9394"
"188447","44100","3","1","580.365","151.147","27.4233"
"188409","44101","1","0","60.487","401.202","2.41541"
"188410","44101","3","1","711.487","295.202","2.93127"
"188420","44102","1","0","108.18","153.329","8.46198"
"188421","44102","3","1","621.18","181.329","8.7959"
"188434","44102","1","1","621.18","181.329","15.0944"
"188435","44102","3","1","658.18","166.329","15.8602"
"188436","44102","1","1","658.18","166.329","16.2101"
"188437","44102","3","0","261.18","308.329","17.2098"
"188444","44102","1","0","261.18","308.329","25.7557"
"188445","44102","3","0","211.18","329.329","26.4556"
"188831","44164","1","0","647.093","11.1042","70.7387"
"188832","44164","3","1","288.093","157.104","71.4385"
"188835","44164","1","1","288.093","157.104","74.4378"
"188836","44164","3","0","686.093","54.1043","75.0377"
"188801","44165","1","0","624.273","148.231","6.23053"
"188802","44165","2","1","17.2731","228.231","7.09631"
"188803","44165","3","1","27.0505","228.044","7.11432"
"188804","44165","1","1","27.0505","228.044","7.1463"
"188805","44165","3","1","40.0505","219.044","9.24579"
"188827","44165","1","1","40.0505","219.044","57.5599"
"188828","44165","3","1","47.0505","229.044","64.2903"
"188806","44166","1","0","873.851","108.737","10.6115"
"188807","44166","3","1","213.85","265.737","11.9111"
"188829","44166","1","1","213.85","265.737","66.0579"
"188830","44166","3","0","751.851","259.737","68.4053"
"188837","44166","1","0","751.851","259.737","75.5535"
"188838","44166","3","1","282.85","282.737","77.887"
"188808","44167","1","0","755.52","190.44","16.2601"
"188809","44167","3","0","754.52","185.44","19.7412"
"188814","44167","1","0","754.52","185.44","25.7717"
"188815","44167","3","1","259.52","99.4401","28.5051"
"188818","44167","1","1","259.52","99.4401","41.134"
"188819","44167","3","0","683.52","133.44","41.6998"
"188833","44167","1","0","683.52","133.44","71.9544"
"188834","44167","3","0","757.52","57.4401","73.9039"
"188812","44168","1","0","855.214","392.014","24.2401"
"188813","44168","3","1","118.214","114.015","25.0399"
"188797","44169","1","0","668.173","276.624","3.18127"
"188798","44169","3","1","59.1727","375.624","3.81512"
"188816","44170","1","0","627.575","201.249","31.4203"
"188817","44170","3","1","356.575","177.249","37.2009"
"188820","44170","1","1","356.575","177.249","42.2157"
"188821","44170","3","0","524.575","157.249","42.7336"
"188799","44171","1","0","762.479","268.803","4.51495"
"188800","44171","3","1","243.479","387.803","5.1308"
"188810","44172","1","0","789.658","423.271","22.3246"
"188811","44172","3","0","754.658","431.271","23.6403"
"188822","44172","1","0","754.658","431.271","43.4334"
"188823","44172","2","1","296.658","147.271","49.296"
"188824","44172","3","0","499.558","190.877","49.5479"
"188825","44172","1","0","499.558","190.877","52.4792"
"188826","44172","3","0","662.558","383.877","53.6609"
"188901","44173","1","0","514.115","138.939","88.7662"
"188902","44173","2","0","602.115","-16.061","89.4821"
"188903","44173","3","0","608.959","15.5471","89.532"
"188906","44173","1","0","608.959","15.5471","90.8977"
"188907","44173","3","0","587.959","6.54712","91.2976"
"188937","44173","1","0","587.959","6.54712","116.271"
"188938","44173","3","0","706.959","172.547","116.953"
"188939","44173","1","0","706.959","172.547","117.571"
"188940","44173","3","0","609.959","111.547","118.371"
"188968","44173","1","0","609.959","111.547","139.38"
"188969","44173","3","0","640.959","155.547","139.78"
"188983","44173","1","0","640.959","155.547","151.825"
"188984","44173","2","1","108.959","110.547","152.357"
"188985","44173","3","0","500.641","179.302","152.775"
"188986","44173","1","0","500.641","179.302","153.34"
"188987","44173","3","0","660.641","192.302","155.14"
"188845","44174","1","0","791.007","435.18","7.53015"
"188846","44174","3","1","232.007","147.18","7.88007"
"188878","44174","1","1","232.007","147.18","71.9044"
"188879","44174","3","0","659.007","363.18","72.5222"
"188880","44174","1","0","659.007","363.18","72.8381"
"188881","44174","3","0","644.007","345.18","73.2221"
"188910","44174","1","0","644.007","345.18","93.4971"
"188911","44174","3","0","497.007","106.18","95.4286"
"188945","44174","1","0","497.007","106.18","123.736"
"188946","44174","3","1","307.007","97.1796","124.086"
"188947","44174","1","1","307.007","97.1796","124.418"
"188948","44174","3","0","495.007","130.18","124.751"
"188976","44174","1","0","495.007","130.18","147.292"
"188977","44174","3","1","316.007","58.1796","147.592"
"188978","44174","1","1","316.007","58.1796","148.492"
"188979","44174","2","0","484.007","163.18","148.891"
"188980","44174","3","0","494.193","166.684","148.91"
"188849","44175","1","0","692.322","174.176","9.61365"
"188850","44175","3","1","123.322","299.176","9.96356"
"188870","44175","1","1","123.322","299.176","67.0916"
"188871","44175","3","0","673.322","34.1761","67.5394"
"188897","44175","1","0","673.322","34.1761","86.8827"
"188898","44175","3","0","716.322","208.176","87.2666"
"188920","44175","1","0","716.322","208.176","100.027"
"188921","44175","3","0","823.322","410.176","100.993"
"188930","44175","1","0","823.322","410.176","112.588"
"188931","44175","2","1","-55.6781","259.176","113.072"
"188932","44175","3","1","30.1791","247.549","113.206"
"188933","44175","1","1","30.1791","247.549","113.772"
"188934","44175","3","1","159.179","269.549","114.222"
"188935","44175","1","1","159.179","269.549","114.622"
"188936","44175","3","1","155.179","242.549","114.956"
"188856","44176","1","0","722.138","166.989","13.1948"
"188857","44176","2","1","105.138","205.989","13.4287"
"188858","44176","3","0","497.948","230.201","13.7946"
"188859","44176","1","0","497.948","230.201","61.6109"
"188860","44176","3","0","783.948","158.201","62.0768"
"188886","44176","1","0","783.948","158.201","82.5018"
"188887","44176","3","0","786.948","365.201","83.0176"
"188912","44176","1","0","786.948","365.201","96.1124"
"188913","44176","3","0","720.948","342.201","96.5303"
"188918","44176","1","0","720.948","342.201","99.0277"
"188919","44176","3","0","756.948","409.201","99.5776"
"188922","44176","1","0","756.948","409.201","101.527"
"188923","44176","3","0","743.948","408.201","102.077"
"188928","44176","1","0","743.948","408.201","110.441"
"188929","44176","3","1","293.948","183.201","110.941"
"188839","44177","1","0","502.413","316.196","4.43292"
"188840","44177","3","1","302.413","308.196","4.81482"
"188874","44177","1","1","302.413","308.196","69.0391"
"188875","44177","3","0","561.413","275.196","69.389"
"188904","44177","1","0","561.413","275.196","90.0819"
"188905","44177","3","0","541.413","47.1957","90.5658"
"188908","44177","1","0","541.413","47.1957","91.9315"
"188909","44177","3","0","535.413","34.1957","92.3973"
"188941","44177","1","0","535.413","34.1957","120.487"
"188942","44177","3","1","309.413","53.1957","120.902"
"188943","44177","1","1","309.413","53.1957","122.968"
"188944","44177","3","0","604.413","51.1957","123.302"
"188966","44177","1","0","604.413","51.1957","138.53"
"188967","44177","3","0","713.413","54.1957","138.996"
"188988","44177","1","0","713.413","54.1957","164.886"
"188989","44177","3","1","280.413","66.1957","165.485"
"188847","44178","1","0","728.774","358.474","8.51392"
"188848","44178","3","1","110.774","296.474","8.81384"
"188872","44178","1","1","110.774","296.474","68.0393"
"188873","44178","3","0","578.774","40.4739","68.5232"
"188899","44178","1","0","578.774","40.4739","87.8665"
"188900","44178","3","0","715.774","47.4739","88.2823"
"188949","44178","1","0","715.774","47.4739","125.251"
"188950","44178","3","1","341.774","44.4739","125.685"
"188974","44178","1","1","341.774","44.4739","146.494"
"188975","44178","3","0","602.774","48.4739","146.942"
"188981","44178","1","0","602.774","48.4739","149.891"
"188982","44178","3","1","207.774","65.4739","150.341"
"188853","44179","1","0","827.763","381.64","11.9451"
"188854","44179","2","1","149.763","167.64","12.311"
"188855","44179","3","0","498.671","204.025","12.6769"
"188861","44179","1","0","498.671","204.025","62.5427"
"188862","44179","2","0","927.671","419.025","63.1585"
"188863","44179","3","0","830.926","345.977","63.3085"
"188864","44179","1","0","830.926","345.977","63.7743"
"188865","44179","3","0","720.926","360.977","64.0743"
"188882","44179","1","0","720.926","360.977","73.454"
"188883","44179","3","0","784.926","413.977","73.8379"
"188914","44179","1","0","784.926","413.977","97.2461"
