"submitted_item_move_id","submitted_item_id","move_type","in_knapsack","pos_x","pos_y","time_into_problem"
"265879","63247","1","0","306.618","368.751","20.5751"
"265880","63247","3","0","312.618","368.751","20.875"
"265893","63247","1","0","312.618","368.751","36.0513"
"265894","63247","3","1","780.618","284.751","37.069"
"265901","63247","1","1","780.618","284.751","46.3488"
"265902","63247","3","1","747.618","280.751","46.7487"
"265883","63248","1","0","295.169","312.708","22.2906"
"265884","63248","3","0","173.169","365.708","22.7246"
"265897","63249","1","0","133.739","176.702","44.0313"
"265898","63249","3","1","544.739","134.702","45.1151"
"265887","63251","1","0","279.794","202.503","24.3561"
"265888","63251","3","0","301.794","139.503","24.6401"
"265889","63252","1","0","211.172","239.389","25.04"
"265890","63252","3","0","241.172","259.389","25.4219"
"265881","63253","1","0","201.968","243.468","21.3569"
"265882","63253","3","0","60.9681","275.468","21.9407"
"265891","63253","1","0","60.9681","275.468","30.3707"
"265892","63253","3","1","600.968","278.468","34.1357"
"265899","63253","1","1","600.968","278.468","45.499"
"265900","63253","3","1","581.968","321.468","45.8489"
"265877","63255","1","0","134.216","418.221","19.8093"
"265878","63255","3","0","46.216","403.221","20.1412"
"265885","63256","1","0","168.493","194.177","23.1064"
"265886","63256","3","0","343.493","260.177","23.9722"
"265895","63256","1","0","343.493","260.177","40.9001"
"265896","63256","3","1","673.494","131.177","42.3337"
"265905","63257","1","0","706.852","381.331","2.3974"
"265906","63257","3","0","638.852","341.331","2.76532"
"265914","63257","1","0","638.852","341.331","6.86432"
"265915","63257","2","1","23.8521","304.331","7.56213"
"265916","63257","3","1","32.2355","298.996","7.58014"
"265910","63258","1","0","742.766","190.287","4.047"
"265911","63258","3","0","760.766","248.287","4.38092"
"265921","63259","1","0","544.391","105.204","25.6897"
"265922","63259","3","1","338.391","156.204","26.4055"
"265923","63259","1","1","338.391","156.204","26.7554"
"265924","63259","3","0","555.391","187.204","27.2553"
"265931","63259","1","0","555.391","187.204","45.5648"
"265932","63259","3","1","297.391","277.204","46.3326"
"265912","63262","1","0","655.079","221.23","4.76282"
"265913","63262","3","0","654.079","271.23","5.08075"
"265925","63263","1","0","511.361","9.05005","27.7212"
"265926","63263","3","1","276.361","141.05","28.0711"
"265927","63264","1","0","850.375","317.915","29.5548"
"265928","63264","3","0","846.375","361.915","30.9544"
"265907","63265","1","0","781.351","281.894","3.19721"
"265908","63265","2","0","799.351","-5.10614","3.64709"
"265909","63265","3","0","791.974","6.95132","3.6651"
"265919","63265","1","0","791.974","6.95132","16.9938"
"265920","63265","3","1","116.974","106.951","17.8916"
"265903","63266","1","0","747.157","395.451","1.48163"
"265904","63266","3","0","525.157","227.451","2.0495"
"265917","63266","1","0","525.157","227.451","13.4767"
"265918","63266","3","1","233.157","285.451","13.9786"
"265929","63266","1","1","233.157","285.451","43.7153"
"265930","63266","3","0","511.157","370.451","44.5491"
"265935","63267","1","0","764.93","172.874","11.0454"
"265936","63267","3","0","767.93","256.874","11.4452"
