"submitted_problem_id","participant_id","problem_id","time_started","seconds_on_problem","completed","interventions_available","interventions_used"
"6094","259","12","2018-08-30 14:21:25","509.935","1","0","0"
"6095","269","13","2018-08-30 14:31:41","231.309","1","0","0"
"6096","261","13","2018-08-30 14:31:37","240.691","1","0","0"
"6097","272","13","2018-08-30 14:31:39","357.261","1","0","0"
"6098","274","13","2018-08-30 14:31:38","432.248","1","0","0"
"6099","265","13","2018-08-30 14:31:39","447.011","1","0","0"
"6100","260","13","2018-08-30 14:31:38","448.926","1","0","0"
"6101","270","13","2018-08-30 14:31:40","448.065","1","0","0"
"6102","273","13","2018-08-30 14:31:38","451.957","1","0","0"
"6103","275","13","2018-08-30 14:31:39","450.494","1","0","0"
"6104","263","13","2018-08-30 14:31:38","452.876","1","0","0"
"6105","258","13","2018-08-30 14:31:40","450.426","1","0","0"
"6106","271","13","2018-08-30 14:31:41","450.442","1","0","0"
"6107","267","13","2018-08-30 14:31:39","453.825","1","0","0"
"6108","262","13","2018-08-30 14:31:37","455.922","1","0","0"
"6109","268","13","2018-08-30 14:31:37","456.725","1","0","0"
"6110","264","13","2018-08-30 14:31:38","457.688","1","0","0"
"6111","276","13","2018-08-30 14:31:40","465.636","1","0","0"
"6112","266","13","2018-08-30 14:40:12","17.7257","1","0","0"
"6113","273","14","2018-08-30 14:41:06","309.48","1","0","0"
"6114","261","14","2018-08-30 14:41:08","312.895","1","0","0"
"6115","269","14","2018-08-30 14:41:21","306.815","1","0","0"
"6116","272","14","2018-08-30 14:41:07","384.85","1","0","0"
"6117","270","14","2018-08-30 14:41:09","472.367","1","0","0"
"6118","274","14","2018-08-30 14:41:11","473.017","1","0","0"
"6119","258","14","2018-08-30 14:41:07","478.315","1","0","0"
"6120","265","14","2018-08-30 14:41:08","477.599","1","0","0"
"6121","275","14","2018-08-30 14:41:07","479.381","1","0","0"
"6122","266","14","2018-08-30 14:41:07","480.499","1","0","0"
"6123","262","14","2018-08-30 14:41:09","481.412","1","0","0"
"6124","267","14","2018-08-30 14:41:09","482.496","1","0","0"
"6125","264","14","2018-08-30 14:41:07","484.064","1","0","0"
"6126","260","14","2018-08-30 14:41:07","484.164","1","0","0"
"6127","263","14","2018-08-30 14:41:08","484.516","1","0","0"
"6128","271","14","2018-08-30 14:41:08","484.631","1","0","0"
"6129","276","14","2018-08-30 14:41:08","485.577","1","0","0"
"6130","259","14","2018-08-30 14:41:07","496.108","1","0","0"
"6131","268","14","2018-08-30 14:41:07","518.1","1","0","0"
"6132","269","15","2018-08-30 14:50:24","163.804","1","0","0"
"6133","261","15","2018-08-30 14:50:23","292.12","1","0","0"
"6134","272","15","2018-08-30 14:50:23","381.584","1","0","0"
"6135","258","15","2018-08-30 14:50:22","411.007","1","0","0"
"6136","270","15","2018-08-30 14:50:25","407.958","1","0","0"
"6137","275","15","2018-08-30 14:50:23","412.523","1","0","0"
"6138","274","15","2018-08-30 14:50:38","397.795","1","0","0"
"6139","266","15","2018-08-30 14:50:22","413.357","1","0","0"
"6140","267","15","2018-08-30 14:50:24","413.141","1","0","0"
"6141","265","15","2018-08-30 14:50:24","413.173","1","0","0"
"6142","260","15","2018-08-30 14:50:22","415.272","1","0","0"
"6143","263","15","2018-08-30 14:50:23","414.973","1","0","0"
"6144","268","15","2018-08-30 14:50:22","416.754","1","0","0"
"6145","262","15","2018-08-30 14:50:26","412.341","1","0","0"
"6146","271","15","2018-08-30 14:50:23","415.556","1","0","0"
"6147","264","15","2018-08-30 14:50:23","415.836","1","0","0"
"6148","276","15","2018-08-30 14:50:24","421.187","1","0","0"
"6149","273","15","2018-08-30 14:50:21","427.667","1","0","0"
"6150","259","15","2018-08-30 14:50:31","419.037","1","0","0"
"6151","261","16","2018-08-30 14:58:50","38.5527","1","0","0"
"6152","274","16","2018-08-30 14:59:01","97.1302","1","0","0"
"6153","269","16","2018-08-30 14:59:03","191.159","1","0","0"
"6154","272","16","2018-08-30 14:58:51","442.68","1","0","0"
"6155","270","16","2018-08-30 14:58:54","466.796","1","0","0"
"6156","262","16","2018-08-30 14:58:52","469.851","1","0","0"
"6157","258","16","2018-08-30 14:58:52","470.219","1","0","0"
"6158","275","16","2018-08-30 14:58:50","472.285","1","0","0"
"6159","260","16","2018-08-30 14:58:50","472.269","1","0","0"
"6160","265","16","2018-08-30 14:58:54","469.269","1","0","0"
"6161","264","16","2018-08-30 14:58:52","471.966","1","0","0"
"6162","266","16","2018-08-30 14:58:52","471.917","1","0","0"
"6163","259","16","2018-08-30 14:58:51","472.769","1","0","0"
"6164","267","16","2018-08-30 14:58:53","471.517","1","0","0"
"6165","273","16","2018-08-30 14:58:49","475.699","1","0","0"
"6166","263","16","2018-08-30 14:58:51","474.016","1","0","0"
"6167","268","16","2018-08-30 14:58:50","475.616","1","0","0"
"6168","276","16","2018-08-30 14:58:52","476.897","1","0","0"
"6169","271","16","2018-08-30 14:58:51","483.064","1","0","0"
"6170","261","17","2018-08-30 15:07:50","164.42","1","0","0"
"6171","271","17","2018-08-30 15:07:52","240.675","1","0","0"
"6172","269","17","2018-08-30 15:07:52","280.441","1","0","0"
"6173","258","17","2018-08-30 15:07:51","322.009","1","0","0"
"6174","260","17","2018-08-30 15:07:51","322.609","1","0","0"
"6175","275","17","2018-08-30 15:07:50","324.542","1","0","0"
"6176","266","17","2018-08-30 15:07:51","324.277","1","0","0"
"6177","265","17","2018-08-30 15:07:54","321.341","1","0","0"
"6178","274","17","2018-08-30 15:07:48","329.005","1","0","0"
"6179","272","17","2018-08-30 15:07:51","327.356","1","0","0"
"6180","268","17","2018-08-30 15:07:50","329.855","1","0","0"
"6181","270","17","2018-08-30 15:07:54","325.921","1","0","0"
"6182","263","17","2018-08-30 15:07:50","329.673","1","0","0"
"6183","262","17","2018-08-30 15:07:51","331.021","1","0","0"
"6184","267","17","2018-08-30 15:07:53","328.44","1","0","0"
"6185","264","17","2018-08-30 15:07:50","332.073","1","0","0"
"6186","273","17","2018-08-30 15:07:51","333.47","1","0","0"
"6187","259","17","2018-08-30 15:07:51","334.088","1","0","0"
"6188","276","17","2018-08-30 15:07:51","335.87","1","0","0"
