"submitted_item_move_id","submitted_item_id","move_type","in_knapsack","pos_x","pos_y","time_into_problem"
"179498","42231","1","0","751.357","189.899","9.17773"
"179499","42231","3","0","798.357","202.899","9.57965"
"179496","42232","1","0","824.503","178.808","8.21198"
"179497","42232","3","0","760.503","94.8081","8.9458"
"179512","42232","1","0","760.503","94.8081","15.4103"
"179513","42232","3","1","333.503","341.808","16.2421"
"179532","42232","1","1","333.503","341.808","44.6653"
"179533","42232","3","1","264.503","341.808","45.1972"
"179538","42232","1","1","264.503","341.808","52.1115"
"179539","42232","3","1","295.503","382.808","52.2955"
"179550","42232","1","1","295.503","382.808","78.3511"
"179551","42232","3","1","296.503","346.808","78.6351"
"179558","42232","1","1","296.503","346.808","84.0157"
"179559","42232","3","1","302.503","359.808","84.1657"
"179570","42232","1","1","302.503","359.808","98.9101"
"179571","42232","2","0","859.503","76.8081","99.31"
"179572","42232","3","0","849.531","85.0959","99.328"
"179591","42232","1","0","849.531","85.0959","117.17"
"179592","42232","3","0","758.531","85.0959","117.604"
"179593","42232","1","0","758.531","85.0959","117.638"
"179594","42232","3","0","738.531","91.0959","118.488"
"179516","42233","1","0","825.373","10.4498","23.7222"
"179517","42233","3","1","185.373","167.45","24.74"
"179528","42233","1","1","185.373","167.45","43.1817"
"179529","42233","3","1","149.373","146.45","43.5656"
"179540","42233","1","1","149.373","146.45","52.6274"
"179541","42233","3","1","170.373","198.45","52.9293"
"179546","42233","1","1","170.373","198.45","74.0542"
"179547","42233","3","1","157.373","193.45","74.5201"
"179552","42233","1","1","157.373","193.45","79.037"
"179553","42233","3","1","147.373","150.45","79.6348"
"179566","42233","1","1","147.373","150.45","91.9138"
"179567","42233","3","1","159.373","169.45","93.4634"
"179577","42233","1","1","159.373","169.45","110.056"
"179578","42233","3","1","271.373","157.45","111.155"
"179581","42233","1","1","271.373","157.45","112.273"
"179582","42233","3","1","190.373","175.45","112.555"
"179613","42233","1","1","190.373","175.45","189.392"
"179614","42233","3","1","264.373","135.45","189.676"
"179490","42234","1","0","599.954","339.423","4.08099"
"179491","42234","3","0","543.954","251.423","4.36292"
"179504","42234","1","0","543.954","251.423","11.0113"
"179505","42234","3","0","501.954","305.423","11.2772"
"179524","42234","1","0","501.954","305.423","33.5699"
"179525","42234","3","0","527.954","328.423","35.6194"
"179536","42234","1","0","527.954","328.423","46.5149"
"179537","42234","3","0","557.954","345.423","48.4804"
"179542","42234","1","0","557.954","345.423","53.6611"
"179543","42234","3","0","553.954","365.423","53.9451"
"179544","42234","1","0","553.954","365.423","58.7759"
"179545","42234","3","0","550.954","345.423","59.1259"
"179595","42234","1","0","550.954","345.423","119.403"
"179596","42234","3","0","547.954","374.423","119.571"
"179599","42234","1","0","547.954","374.423","133.13"
"179600","42234","3","0","560.954","406.423","134.114"
"179605","42234","1","0","560.954","406.423","171.433"
"179606","42234","3","0","560.954","384.423","171.583"
"179615","42234","1","0","560.954","384.423","190.426"
"179616","42234","3","0","513.954","371.423","191.192"
"179494","42235","1","0","770.696","108.904","5.39667"
"179495","42235","3","0","497.697","110.904","6.96228"
"179508","42235","1","0","497.697","110.904","12.211"
"179509","42235","3","0","510.697","144.904","13.1768"
"179573","42235","1","0","510.697","144.904","99.6939"
"179574","42235","3","1","278.697","272.904","100.244"
"179575","42235","1","1","278.697","272.904","109.062"
"179576","42235","3","1","288.697","296.904","109.324"
"179583","42235","1","1","288.697","296.904","112.905"
"179584","42235","3","1","263.697","316.904","113.623"
"179609","42235","1","1","263.697","316.904","188.426"
"179610","42235","3","1","276.697","340.904","188.576"
"179502","42236","1","0","536.284","368.263","10.5954"
"179503","42236","3","0","618.284","396.263","10.7773"
"179514","42236","1","0","618.284","396.263","18.1256"
"179515","42236","3","1","156.284","305.263","18.7415"
"179526","42236","1","1","156.284","305.263","42.5818"
"179527","42236","3","1","98.2842","353.263","42.8158"
"179548","42236","1","1","98.2842","353.263","77.6533"
"179549","42236","3","1","98.2842","327.263","77.9512"
"179564","42236","1","1","98.2842","327.263","88.3147"
"179565","42236","3","1","117.284","357.263","88.4987"
"179579","42236","1","1","117.284","357.263","111.655"
"179580","42236","3","1","102.284","320.263","111.889"
"179597","42236","1","1","102.284","320.263","132.382"
"179598","42236","3","0","513.284","285.263","132.898"
"179601","42236","1","0","513.284","285.263","134.598"
"179602","42236","3","1","57.2842","343.263","135.081"
"179603","42236","1","1","57.2842","343.263","170.767"
"179604","42236","3","1","64.2842","300.263","170.983"
"179611","42236","1","1","64.2842","300.263","188.926"
"179612","42236","3","1","129.284","336.263","189.142"
"179500","42237","1","0","703.837","369.698","10.0955"
"179501","42237","3","0","764.837","363.698","10.2615"
"179534","42237","1","0","764.837","363.698","45.8151"
"179535","42237","3","0","763.837","384.698","46.097"
"179562","42237","1","0","763.837","384.698","85.7653"
"179563","42237","3","0","733.837","369.698","85.9493"
"179506","42238","1","0","668.38","180.809","11.6431"
"179507","42238","3","0","653.38","250.809","11.8771"
"179520","42238","1","0","653.38","250.809","28.3052"
"179521","42238","3","0","675.38","295.809","30.5706"
"179585","42238","1","0","675.38","295.809","114.989"
"179586","42238","3","0","578.38","248.809","115.372"
"179607","42238","1","0","578.38","248.809","171.951"
"179608","42238","3","0","586.38","273.809","172.182"
"179492","42239","1","0","756.122","128.877","4.83081"
"179493","42239","3","0","630.122","84.8769","5.09674"
"179510","42239","1","0","630.122","84.8769","13.7426"
"179511","42239","3","1","336.122","223.877","14.2606"
"179530","42239","1","1","336.122","223.877","44.0995"
"179531","42239","3","1","322.122","151.877","44.3654"
"179554","42239","1","1","322.122","151.877","80.3007"
"179555","42239","3","1","292.122","185.877","80.5346"
"179560","42239","1","1","292.122","185.877","84.5496"
"179561","42239","3","1","340.122","194.877","84.7836"
"179568","42239","1","1","340.122","194.877","97.7104"
"179569","42239","3","0","696.122","85.8769","98.3282"
"179589","42239","1","0","696.122","85.8769","116.27"
"179590","42239","3","0","592.122","143.877","116.454"
"179518","42240","1","0","726.707","304.415","26.6895"
"179519","42240","3","0","731.707","216.415","27.9213"
"179522","42240","1","0","731.707","216.415","32.5201"
"179523","42240","3","0","706.707","188.415","32.92"
"179556","42240","1","0","706.707","188.415","81.6183"
