65703	10066	1	0	604.054	361.102	15.3757
65704	10066	3	0	509.053	425.102	17.0433
65723	10066	1	0	509.053	425.102	59.849
65724	10066	2	1	116.053	285.102	61.533
65725	10066	3	0	494.67	247.962	61.8999
65728	10066	1	0	494.67	247.962	63.3508
65729	10066	3	1	123.67	327.962	63.9178
65762	10066	1	1	123.67	327.962	179.197
65763	10066	3	1	90.6702	235.962	179.547
65705	10067	1	0	673.633	354.037	17.6269
65706	10067	3	0	577.633	348.037	18.2438
65711	10067	1	0	577.633	348.037	21.6792
65712	10067	3	0	636.633	348.037	22.1796
65746	10067	1	0	636.633	348.037	161.455
65747	10067	2	1	366.633	144.037	162.005
65748	10067	3	1	357.994	147.86	162.022
65772	10067	1	1	357.994	147.86	204.311
65773	10067	3	1	357.994	130.86	207.096
65713	10068	1	0	607.876	42.0236	22.7799
65714	10068	3	0	528.876	59.0236	23.3968
65717	10068	1	0	528.876	59.0236	44.474
65718	10068	3	1	276.876	256.024	45.608
65730	10068	1	1	276.876	256.024	150.215
65731	10068	3	0	545.876	217.024	151.649
65740	10068	1	0	545.876	217.024	157.569
65741	10068	3	1	189.876	326.024	158.07
65742	10068	1	1	189.876	326.024	159.087
65743	10068	3	1	228.876	326.024	159.537
65754	10068	1	1	228.876	326.024	172.16
65755	10068	2	0	471.876	332.024	173.844
65756	10068	3	0	499.285	315.75	173.894
65766	10068	1	0	499.285	315.75	181.265
65767	10068	3	1	341.285	323.75	181.715
65709	10069	1	0	700.383	177.484	19.7947
65710	10069	3	0	603.383	193.484	20.929
65719	10069	1	0	603.383	193.484	49.8107
65720	10069	3	1	237.383	108.484	50.6278
65744	10069	1	1	237.383	108.484	160.021
65745	10069	3	0	529.383	166.484	160.721
65757	10070	1	0	811.518	90.7269	175.095
65758	10070	3	1	103.518	424.727	175.728
65764	10070	1	1	103.518	424.727	180.031
65765	10070	3	0	600.518	328.727	180.948
65715	10071	1	0	761.477	103.699	23.8637
65716	10071	3	0	679.477	54.6993	24.7642
65770	10072	1	0	675.091	468.526	187.135
65771	10072	3	0	718.091	426.526	187.852
65707	10073	1	0	753.075	297.83	18.7275
65708	10073	3	0	823.075	408.83	19.3111
65732	10073	1	0	823.075	408.83	152.216
65733	10073	3	1	305.074	370.83	152.833
65738	10073	1	1	305.074	370.83	156.335
65739	10073	3	0	548.075	398.83	157.086
65749	10073	1	0	548.075	398.83	162.956
65750	10073	3	1	222.074	208.83	163.639
65721	10074	1	0	500.447	278.544	54.913
65722	10074	3	1	203.447	358.544	55.6633
65726	10074	1	1	203.447	358.544	62.3168
65727	10074	3	0	510.447	384.544	62.8171
65734	10074	1	0	510.447	384.544	153.4
65735	10074	3	1	362.447	304.544	153.934
65736	10074	1	1	362.447	304.544	154.617
65737	10074	3	0	785.447	381.544	155.234
65751	10074	1	0	785.447	381.544	164.856
65752	10074	2	1	181.447	98.5439	165.857
65753	10074	3	0	494.776	186.59	166.174
65759	10074	1	0	494.776	186.59	176.796
65760	10074	2	1	388.776	263.59	177.196
65761	10074	3	0	498.164	254.821	177.346
65768	10074	1	0	498.164	254.821	185.617
65769	10074	3	0	501.164	339.821	186.117
70594	10295	1	0	541.86	237.907	37.3041
70595	10295	3	1	255.86	183.907	37.8878
70596	10295	1	1	255.86	183.907	38.021
70597	10295	3	1	255.86	183.907	38.1544
70598	10295	1	1	255.86	183.907	39.2713
70599	10295	3	0	619.86	203.907	43.0736
70611	10295	1	0	619.86	203.907	72.556
70612	10295	2	1	187.86	156.907	73.0728
70613	10295	3	0	498.69	202.281	73.4062
70616	10295	1	0	498.69	202.281	76.5576
70617	10295	3	1	235.69	57.2805	77.4083
70644	10295	1	1	235.69	57.2805	497.547
70645	10295	3	0	706.69	161.281	498.481
70663	10295	1	0	706.69	161.281	520.447
70664	10295	3	0	608.69	208.281	521.031
70673	10295	1	0	608.69	208.281	531.988
70674	10295	3	1	119.69	101.281	532.772
70688	10295	1	1	119.69	101.281	920.551
70689	10295	3	0	531.69	277.28	921.419
70705	10295	1	0	531.69	277.28	933.76
70706	10295	3	1	100.69	178.281	934.311
70600	10296	1	0	706.927	203.15	43.7905
70601	10296	3	1	314.927	173.15	45.0911
70701	10296	1	1	314.927	173.15	930.025
70702	10296	3	0	496.927	44.1504	930.658
70592	10297	1	0	807.564	381.215	35.7865
70593	10297	3	1	277.564	325.215	36.6206
70659	10297	1	1	277.564	325.215	511.941
70660	10297	3	0	515.564	356.215	512.725
70690	10297	1	0	515.564	356.215	922.286
70691	10297	2	1	143.564	111.215	922.936
70692	10297	3	0	500.536	182.572	923.32
70695	10297	1	0	500.536	182.572	924.804
70696	10297	2	1	122.536	172.572	925.321
70697	10297	3	0	494.041	201.413	925.705
70698	10297	1	0	494.041	201.413	927.656
70699	10297	2	1	162.041	158.413	929.458
70700	10297	3	0	498.193	196.166	929.825
70703	10297	1	0	498.193	196.166	931.175
70704	10297	3	1	299.193	152.166	931.692
70584	10298	1	0	510.822	275.22	3.03491
70585	10298	3	0	506.822	358.22	4.36902
70588	10298	1	0	506.822	358.22	30.6672
70589	10298	3	1	288.822	351.22	31.2507
70590	10298	1	1	288.822	351.22	32.6847
70591	10298	3	0	565.822	352.22	33.5353
70602	10298	1	0	565.822	352.22	45.8746
70603	10298	3	0	503.822	344.22	46.4412
70604	10298	1	0	503.822	344.22	60.2324
70605	10298	2	1	139.822	181.22	60.9995
70606	10298	3	0	494.718	198.133	61.3856
