10005	911	1	0	616.879	410.302	127.192
10006	911	2	0	642.338	183.587	84.3019
10007	911	3	1	799.1	14.361	104.001
10008	911	4	0	551.812	35.3408	107.867
10009	911	5	1	667.945	211.182	133.8
10010	911	6	0	509.766	356.267	94.6503
10011	911	7	0	662.838	146.422	113.602
10012	911	8	1	501.55	400.104	55.75
10013	911	9	1	528.681	57.7392	74.8262
10014	911	10	0	527.116	193.168	65.1011
10335	944	11	1	658.723	412.603	89.669
10336	944	12	0	581.364	304.888	98.2399
10337	944	13	1	595.511	240.512	116.476
10338	944	14	1	725.986	350.933	133.8
10339	944	15	0	853.035	296.03	73.0742
10340	944	16	0	623.825	57.6905	61.4032
10341	944	17	1	710.408	77.6125	57.3912
10342	944	18	0	570.36	108.398	98.0575
10343	944	19	0	620.776	311.852	55.75
10344	944	20	0	549.947	258.887	55.9324
10465	956	21	1	570.973	400.091	87.6166
10466	956	22	0	699.734	20.8248	94.5441
10467	956	23	0	627.143	474.429	63.6012
10468	956	24	0	627.143	474.429	63.6012
10469	956	25	1	674.61	353.836	58.521
10470	956	26	1	821.381	361.787	55.75
10471	956	27	1	621.454	305.71	113.018
10472	956	28	1	621.454	305.71	113.018
10473	956	29	0	683.742	43.7173	133.8
10474	956	30	1	561.923	358.316	113.018
10475	956	31	0	540.344	133.111	129.182
10476	956	32	0	599.921	151.242	61.292
10799	986	33	1	603.616	59.6257	56.1533
10800	986	34	0	505.178	109.219	133.8
10801	986	35	0	501.257	312.008	121.699
10802	986	36	1	868.256	304.129	55.75
10803	986	37	1	766.294	374.51	73.2961
10804	986	38	0	663.898	402.667	104.556
10805	986	39	1	691.528	79.545	61.9012
10806	986	40	1	654.925	403.12	69.2626
10807	986	41	1	501.079	59.912	94.9767
10808	986	42	1	625.696	434.868	87.4137
10925	998	67	0	722.585	101.647	97.777
10926	998	68	1	700.768	421.062	55.75
10927	998	69	1	765.785	272.277	65.5062
10928	998	70	1	521.258	287.138	133.8
10929	998	71	1	648.256	239.848	105.282
10930	998	72	0	644.947	388.576	115.788
10931	998	73	1	829.768	303.064	71.1349
10932	998	74	1	504.086	351.087	78.2644
10933	998	75	0	790.59	274.634	56.5005
10934	998	76	1	496.236	404.582	70.7596
10935	998	77	1	679.447	103.826	77.1387
10936	998	78	0	569.286	123.907	85.7693
