17169	4807	1	0	539.136	377.238	14.6744
17170	4807	3	0	770.136	377.238	15.2247
17185	4807	1	0	770.136	377.238	21.645
17186	4807	3	0	651.136	365.238	22.0117
17163	4808	1	0	612.351	309.64	5.93622
17164	4808	3	0	737.351	216.64	6.72009
17171	4808	1	0	737.351	216.64	15.5748
17172	4808	3	0	842.351	278.64	15.9752
17187	4808	1	0	842.351	278.64	25.5802
17188	4808	3	0	698.351	260.64	26.397
17189	4808	1	0	698.351	260.64	157.154
17190	4808	3	1	260.351	259.64	157.904
17218	4808	1	1	260.351	259.64	332.35
17219	4808	3	0	598.351	281.64	332.784
17224	4808	1	0	598.351	281.64	341.756
17225	4808	3	1	260.351	283.64	342.457
17165	4809	1	0	792.265	330.012	12.6065
17166	4809	3	0	827.265	399.012	13.0232
17195	4809	1	0	827.265	399.012	173.03
17196	4809	2	1	315.265	377.012	173.797
17197	4809	3	0	494.108	297.276	174.03
17230	4809	1	0	494.108	297.276	358.899
17231	4809	3	0	517.108	326.276	360.566
17232	4809	1	0	517.108	326.276	361.017
17233	4809	2	1	371.108	326.276	361.633
17234	4809	3	0	497.734	280.98	361.817
17237	4809	1	0	497.734	280.98	363.268
17238	4809	3	1	337.734	298.98	363.751
17177	4810	1	0	583.418	161.675	18.5936
17178	4810	3	0	565.418	218.675	18.8272
17193	4810	1	0	565.418	218.675	167.81
17194	4810	3	1	293.418	139.675	168.577
17203	4810	1	1	293.418	139.675	269.215
17204	4810	3	1	328.418	145.675	269.815
17212	4810	1	1	328.418	145.675	293.061
17213	4810	3	0	625.418	169.675	294.978
17228	4810	1	0	625.418	169.675	350.145
17229	4810	3	1	266.418	69.6749	350.762
17235	4810	1	1	266.418	69.6749	362.451
17236	4810	3	0	560.418	48.6749	362.901
17239	4810	1	0	560.418	48.6749	364.151
17240	4810	3	0	623.418	222.675	364.668
17260	4810	1	0	623.418	222.675	399.891
17261	4810	3	1	330.418	121.675	400.308
17173	4811	1	0	556.465	79.3117	16.4924
17174	4811	3	0	763.465	157.312	16.9258
17183	4812	1	0	798.72	19.1432	20.4611
17184	4812	3	0	831.72	49.1432	20.7946
17191	4812	1	0	831.72	49.1432	162.723
17192	4812	3	1	230.72	108.143	163.274
17222	4812	1	1	230.72	108.143	333.951
17223	4812	3	0	817.72	287.143	334.752
17226	4812	1	0	817.72	287.143	346.276
17227	4812	3	1	263.72	149.143	347.21
17258	4812	1	1	263.72	149.143	398.673
17259	4812	3	0	493.72	274.143	399.541
17175	4813	1	0	495.015	6.41333	17.6596
17176	4813	3	0	547.015	18.4133	18.1767
17214	4813	1	0	547.015	18.4133	296.896
17215	4813	3	1	314.015	38.4133	297.447
17220	4813	1	1	314.015	38.4133	333.184
17221	4813	3	0	698.015	83.4133	333.568
17179	4814	1	0	703.677	10.2583	19.3439
17180	4814	3	0	687.677	80.2583	19.5941
17200	4814	1	0	687.677	80.2583	222.89
17201	4814	2	1	371.677	263.258	223.507
17202	4814	3	0	498.756	256.13	223.674
17243	4814	1	0	498.756	256.13	375.458
17244	4814	3	1	384.756	198.13	375.875
17245	4814	1	1	384.756	198.13	389.133
17246	4814	2	0	485.756	212.13	389.617
17247	4814	3	0	495.893	213.799	389.634
17253	4814	1	0	495.893	213.799	393.937
17254	4814	2	1	362.893	183.799	394.287
17255	4814	3	0	493.573	208.567	394.454
17167	4815	1	0	705.881	310.184	13.707
17168	4815	3	0	825.881	331.184	14.2241
17198	4815	1	0	825.881	331.184	220.839
17199	4815	3	1	339.881	371.184	221.523
17207	4815	1	1	339.881	371.184	284.172
17208	4815	3	0	635.881	269.184	284.756
17209	4815	1	0	635.881	269.184	292.127
17210	4815	2	1	392.881	312.184	292.727
17211	4815	3	1	383.568	308.337	292.744
17216	4815	1	1	383.568	308.337	331.566
17217	4815	3	0	580.568	95.3372	331.983
17250	4815	1	0	580.568	95.3372	392.953
17251	4815	2	1	397.568	65.3372	393.303
17252	4815	3	1	388.118	73.86	393.32
17256	4815	1	1	388.118	73.86	395.405
17257	4815	3	0	505.118	57.86	395.905
17262	4815	1	0	505.118	57.86	401.809
17263	4815	3	1	311.118	53.86	402.176
17181	4816	1	0	789.937	96.4454	19.9275
17182	4816	3	0	735.937	111.445	20.1943
17205	4816	1	0	735.937	111.445	277.436
17206	4816	3	0	501.937	175.445	278.57
17241	4816	1	0	501.937	175.445	374.524
17242	4816	3	1	376.937	78.4454	374.824
17248	4816	1	1	376.937	78.4454	390.167
17249	4816	3	0	510.937	131.445	391.051
19270	5007	1	0	814.229	7.05029	115.546
19271	5007	3	1	238.229	61.0503	116.347
19303	5007	1	1	238.229	61.0503	186.488
19304	5007	3	0	650.229	56.0503	187.122
19313	5007	1	0	650.229	56.0503	198.545
19314	5007	3	1	100.229	149.05	199.012
19366	5007	1	1	100.229	149.05	323.198
19367	5007	3	0	773.229	250.05	323.682
19372	5007	1	0	773.229	250.05	331.42
19373	5007	3	1	360.229	176.05	332.037
19392	5007	1	1	360.229	176.05	389.786
19393	5007	3	0	620.229	94.0503	390.153
19414	5007	1	0	620.229	94.0503	446.092
19415	5007	3	1	288.229	109.05	446.475
19436	5007	1	1	288.229	109.05	462.203
19437	5007	3	0	562.229	202.05	462.57
19450	5007	1	0	562.229	202.05	482.551
19451	5007	3	1	376.229	106.05	483.068
19466	5007	1	1	376.229	106.05	511.554
19467	5007	3	0	599.229	110.05	511.77
19479	5007	1	0	599.229	110.05	526.197
19480	5007	3	1	328.229	170.05	527.482
19520	5007	1	1	328.229	170.05	567.86
19521	5007	3	0	524.229	100.05	568.076
19528	5007	1	0	524.229	100.05	578.384
19529	5007	3	1	208.229	182.05	578.684
19268	5008	1	0	782.252	50.5986	110.06
19269	5008	3	1	258.252	159.599	110.51
19301	5008	1	1	258.252	159.599	185.338
19302	5008	3	0	566.252	54.5986	185.654
19311	5008	1	0	566.252	54.5986	195.177
19312	5008	3	1	303.252	63.5986	195.81
19362	5008	1	1	303.252	63.5986	321.831
19363	5008	3	0	521.252	44.5986	322.098
19370	5008	1	0	521.252	44.5986	328.935
19371	5008	3	1	232.252	59.5986	329.535
19396	5008	1	1	232.252	59.5986	391.421
19397	5008	3	0	639.252	165.599	392.021
19404	5008	1	0	639.252	165.599	437.019
19405	5008	3	0	786.252	180.599	437.786
19412	5008	1	0	786.252	180.599	445.191
19413	5008	3	1	226.252	81.5986	445.558
19440	5008	1	1	226.252	81.5986	463.854
19441	5008	3	0	709.252	91.5986	464.338
19446	5008	1	0	709.252	91.5986	475.796
19447	5008	3	0	757.252	122.599	476.113
19474	5008	1	0	757.252	122.599	518.108
