442	38	1	2016-09-15 03:13:11	563.419	1	0	0
446	38	1	2016-09-15 03:22:38	238.273	1	0	0
463	38	2	2016-09-15 03:27:36	900	0	0	0
468	38	2	2016-09-15 03:42:42	12.0386	1	0	0
487	38	3	2016-09-15 03:43:37	499.49	1	0	0
502	38	3	2016-09-15 03:51:58	328.198	1	0	0
513	38	4	2016-09-15 03:58:26	696.8	1	0	0
528	38	7	2016-09-15 04:10:32	727.79	1	0	0
