379	43	3	2016-09-15 02:22:37	6.39398	1	0	0
381	43	1	2016-09-15 02:24:54	0.700195	1	0	0
389	43	2	2016-09-15 02:25:05	0.66687	1	0	0
444	43	1	2016-09-15 03:13:02	817.372	1	0	0
464	43	2	2016-09-15 03:28:04	900	0	0	0
479	43	2	2016-09-15 03:43:11	11.7893	1	0	0
488	43	3	2016-09-15 03:46:20	643.923	1	0	0
508	43	4	2016-09-15 03:59:46	608.206	1	0	0
529	43	7	2016-09-15 04:11:29	694.406	1	0	0
