"submitted_item_move_id","submitted_item_id","move_type","in_knapsack","pos_x","pos_y","time_into_problem"
"217433","51894","1","0","671.135","123.326","12.545"
"217434","51894","2","1","346.135","175.326","12.7949"
"217435","51894","3","1","337.294","177.136","12.8129"
"217426","51895","1","0","739.623","212.27","6.29852"
"217427","51895","3","0","811.623","256.27","6.63043"
"217440","51895","1","0","811.623","256.27","20.9589"
"217441","51895","3","1","214.623","319.27","21.2909"
"217428","51897","1","0","740.357","405.065","7.06433"
"217429","51897","2","0","846.357","442.065","7.68018"
"217430","51897","3","0","828.136","419.841","7.71417"
"217431","51898","1","0","545.203","114.318","8.57996"
"217432","51898","3","0","530.203","119.318","9.07983"
"217419","51899","1","0","535.868","59.3758","3.33325"
"217420","51899","3","0","571.868","340.376","4.03308"
"217446","51899","1","0","571.868","340.376","27.6393"
"217447","51899","2","1","-104.132","204.376","27.8573"
"217448","51899","3","1","25.7192","213.268","28.0392"
"217421","51900","1","0","628.498","127.552","4.51495"
"217422","51900","2","0","801.498","-3.44824","4.99884"
"217423","51900","3","0","794.716","7.06787","5.01483"
"217424","51901","1","0","736.842","140.252","5.48071"
"217425","51901","3","0","870.842","183.252","5.81464"
"217436","51902","1","0","657.844","249.843","13.5447"
"217437","51902","3","1","149.844","276.843","13.8287"
"217444","51902","1","1","149.844","276.843","27.0235"
"217445","51902","3","0","591.844","220.843","27.2754"
"217449","51902","1","0","591.844","220.843","29.7388"
"217450","51902","2","1","-4.1557","216.843","30.0048"
"217451","51902","3","0","499.807","230.244","30.4387"
"217438","51903","1","0","648.662","421.783","18.3936"
"217439","51903","3","1","281.662","359.783","18.6435"
"217442","51903","1","1","281.662","359.783","26.2077"
"217443","51903","3","0","602.662","234.783","26.4736"
"217452","51903","1","0","602.662","234.783","31.1885"
"217453","51903","3","1","144.662","233.783","31.4384"
"217460","51904","1","0","324.277","148.279","3.73108"
"217461","51904","3","0","328.277","218.279","4.21503"
"217472","51906","1","0","75.4218","219.089","15.8762"
"217473","51906","3","1","625.422","179.089","16.1421"
"217458","51907","1","0","342.021","222.817","2.99927"
"217459","51907","3","0","328.021","348.817","3.24719"
"217462","51907","1","0","328.021","348.817","4.63092"
"217463","51907","3","0","339.021","323.817","5.03082"
"217466","51907","1","0","339.021","323.817","8.11407"
"217467","51907","3","1","645.021","291.817","8.33002"
"217464","51908","1","0","82.9273","318.435","5.38074"
"217465","51908","3","0","131.927","350.435","5.69665"
"217468","51909","1","0","117.604","138.985","11.0613"
"217469","51909","3","1","626.604","146.985","11.2613"
"217470","51909","1","1","626.604","146.985","14.2106"
"217471","51909","3","0","293.604","147.985","14.4285"
"217476","51909","1","0","293.604","147.985","19.2094"
"217477","51909","3","1","541.604","147.985","19.4093"
"217454","51910","1","0","135.89","368.261","1.49963"
"217455","51910","3","0","332.89","423.261","1.78156"
"217456","51911","1","0","407.082","196.015","2.38141"
"217457","51911","3","0","371.082","59.0154","2.66534"
"217478","51912","1","0","212.06","158.013","21.4408"
"217479","51912","2","1","601.06","246.013","21.6588"
"217480","51912","3","0","389.956","240.148","21.9067"
"217474","51913","1","0","184.166","297.103","17.6437"
"217475","51913","3","0","188.166","296.103","17.8597"
"217481","51913","1","0","188.166","296.103","22.6405"
"217482","51913","3","1","786.166","330.103","22.8745"
"217528","51914","1","0","700.342","45.4866","56.3942"
"217529","51914","3","0","532.342","63.4866","57.212"
"217489","51915","1","0","681.16","145.001","5.83057"
"217490","51915","3","0","661.16","180.001","6.28046"
"217491","51915","1","0","661.16","180.001","8.44794"
"217492","51915","3","1","79.1603","385","9.7796"
"217487","51916","1","0","695.57","150.808","3.99902"
"217488","51916","3","0","527.57","142.808","4.43292"
"217503","51916","1","0","527.57","142.808","21.9246"
"217504","51916","3","0","600.57","124.808","22.7404"
"217511","51916","1","0","600.57","124.808","42.1677"
"217512","51916","2","1","276.57","89.8078","42.8495"
"217513","51916","3","0","502.944","165.938","43.1334"
"217517","51916","1","0","502.944","165.938","46.3646"
"217518","51916","3","1","274.944","246.938","46.7825"
"217519","51916","1","1","274.944","246.938","50.2137"
"217520","51916","3","0","537.943","143.938","50.5476"
"217523","51916","1","0","537.943","143.938","53.4289"
"217524","51916","3","1","306.944","219.938","53.8628"
"217501","51917","1","0","808.433","128.6","20.1251"
"217502","51917","3","0","800.433","261.6","21.3408"
"217509","51917","1","0","800.433","261.6","40.3501"
"217510","51917","3","0","818.433","242.6","41.5838"
"217521","51917","1","0","818.433","242.6","51.1135"
"217522","51917","3","0","787.433","222.6","53.097"
"217485","51918","1","0","631.159","110.255","2.63336"
"217486","51918","3","0","656.159","399.255","3.38318"
"217493","51919","1","0","777.779","284.15","10.7954"
"217494","51919","3","1","212.779","379.15","12.4789"
"217483","51920","1","0","659.699","159.585","1.38367"
"217484","51920","3","0","511.699","276.586","2.0835"
"217505","51920","1","0","511.699","276.586","23.0743"
"217506","51920","3","0","623.699","286.586","24.408"
"217495","51921","1","0","710.375","294.422","13.7446"
"217496","51921","3","1","357.375","396.422","14.4605"
"217514","51921","1","1","357.375","396.422","44.983"
"217515","51921","2","0","473.375","401.422","45.3489"
"217516","51921","3","0","494.822","385.829","45.3829"
"217525","51921","1","0","494.822","385.829","54.5786"
