# initial holdings -- begin,,,,,,,,,,,,,,,,,
account,email,owner,marketplace,session,cash,Share,,,,,,,,,,,
roused-nipper,Surfer21@bmm,4896,342,6224,6224,674,NULL,1008467,1008467,1008467,1008437,LIMIT,SELL,1,1220,2018-08-14T00:46:58.475,2018-08-14T00:46:58.480
roused-nipper,Surfer21@bmm,4896,342,6224,6224,674,NULL,1008468,1008468,1008468,1008438,LIMIT,SELL,1,1220,2018-08-14T00:46:58.692,2018-08-14T00:46:58.696
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008469,1008425,1008425,1008425,CANCEL,BUY,1,1150,2018-08-14T00:47:00.211,2018-08-14T00:47:00.215
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008470,1008470,1008470,1008514,LIMIT,SELL,1,1240,2018-08-14T00:47:00.749,2018-08-14T00:48:19.111
roused-nipper,Surfer9@bmm,4884,342,6224,6224,674,NULL,1008471,1008471,1008471,1008528,LIMIT,SELL,1,1250,2018-08-14T00:47:01.607,2018-08-14T00:48:46.865
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008472,1008420,1008420,1008420,CANCEL,SELL,1,1270,2018-08-14T00:47:02.092,2018-08-14T00:47:02.096
roused-nipper,Surfer21@bmm,4896,342,6224,6224,674,NULL,1008473,1008426,1008426,1008426,CANCEL,SELL,1,1260,2018-08-14T00:47:04.156,2018-08-14T00:47:04.160
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008474,1008464,1008464,1008464,CANCEL,BUY,1,1160,2018-08-14T00:47:15.057,2018-08-14T00:47:15.061
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008475,1008475,1008475,1008494,LIMIT,BUY,1,1180,2018-08-14T00:47:17.882,2018-08-14T00:47:52.702
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008476,1008476,1008476,1008489,LIMIT,BUY,1,1220,2018-08-14T00:47:18.870,2018-08-14T00:47:42.918
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008477,1008477,1008477,1008631,LIMIT,SELL,1,1230,2018-08-14T00:47:23.444,2018-08-14T00:51:59.859
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008478,1008478,1008478,1008488,LIMIT,BUY,1,1220,2018-08-14T00:47:24.737,2018-08-14T00:47:42.372
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008479,1008479,1008479,NULL,LIMIT,SELL,1,1230,2018-08-14T00:47:26.639,2018-08-14T00:47:26.641
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008480,1008480,1008480,1008505,LIMIT,BUY,1,1210,2018-08-14T00:47:28.136,2018-08-14T00:48:08.313
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008481,1008481,1008481,1008453,LIMIT,SELL,1,1220,2018-08-14T00:47:28.298,2018-08-14T00:47:28.303
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008482,1008407,1008407,1008407,CANCEL,BUY,1,1150,2018-08-14T00:47:30.984,2018-08-14T00:47:30.988
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008483,1008452,1008452,1008452,CANCEL,BUY,1,1100,2018-08-14T00:47:35.474,2018-08-14T00:47:35.478
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008484,1008484,1008484,1008499,LIMIT,BUY,1,1200,2018-08-14T00:47:39.734,2018-08-14T00:48:00.073
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008485,1008485,1008485,1008428,LIMIT,BUY,1,1230,2018-08-14T00:47:39.946,2018-08-14T00:47:39.950
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008486,1008486,1008486,1008491,LIMIT,BUY,1,1200,2018-08-14T00:47:40.260,2018-08-14T00:47:44.595
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008487,1008487,1008487,1008490,LIMIT,BUY,1,1200,2018-08-14T00:47:40.893,2018-08-14T00:47:44.221
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008488,1008478,1008478,1008478,CANCEL,BUY,1,1220,2018-08-14T00:47:42.368,2018-08-14T00:47:42.372
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008489,1008489,1008489,1008476,LIMIT,SELL,1,1220,2018-08-14T00:47:42.913,2018-08-14T00:47:42.918
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008490,1008487,1008487,1008487,CANCEL,BUY,1,1200,2018-08-14T00:47:44.217,2018-08-14T00:47:44.221
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008491,1008486,1008486,1008486,CANCEL,BUY,1,1200,2018-08-14T00:47:44.591,2018-08-14T00:47:44.595
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008492,1008492,1008492,1008495,LIMIT,BUY,1,1220,2018-08-14T00:47:49.132,2018-08-14T00:47:54.224
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008493,1008493,1008493,NULL,LIMIT,BUY,1,1200,2018-08-14T00:47:52.474,2018-08-14T00:47:52.477
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008494,1008475,1008475,1008475,CANCEL,BUY,1,1180,2018-08-14T00:47:52.697,2018-08-14T00:47:52.701
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008495,1008495,1008495,1008492,LIMIT,SELL,1,1220,2018-08-14T00:47:54.220,2018-08-14T00:47:54.224
roused-nipper,Surfer1@bmm,4876,342,6224,6224,674,NULL,1008496,1008496,1008496,1008501,LIMIT,SELL,1,1220,2018-08-14T00:47:54.531,2018-08-14T00:48:04.746
roused-nipper,Surfer10@bmm,4885,342,6224,6224,674,NULL,1008497,1008497,1008497,1008517,LIMIT,BUY,1,1210,2018-08-14T00:47:54.767,2018-08-14T00:48:28.062
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008498,1008498,1008498,1008574,LIMIT,BUY,1,1200,2018-08-14T00:47:56.054,2018-08-14T00:49:49.396
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008499,1008484,1008484,1008484,CANCEL,BUY,1,1200,2018-08-14T00:48:00.068,2018-08-14T00:48:00.072
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008500,1008500,1008500,1008527,LIMIT,BUY,1,1210,2018-08-14T00:48:01.062,2018-08-14T00:48:46.644
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008501,1008501,1008501,1008496,LIMIT,BUY,1,1220,2018-08-14T00:48:04.740,2018-08-14T00:48:04.746
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008502,1008502,1008502,1008553,LIMIT,SELL,1,1230,2018-08-14T00:48:07.052,2018-08-14T00:49:31.237
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008503,1008448,1008448,1008448,CANCEL,SELL,1,1250,2018-08-14T00:48:07.184,2018-08-14T00:48:07.192
roused-nipper,Surfer21@bmm,4896,342,6224,6224,674,NULL,1008504,1008504,1008504,1008454,LIMIT,SELL,1,1210,2018-08-14T00:48:08.154,2018-08-14T00:48:08.159
roused-nipper,Surfer21@bmm,4896,342,6224,6224,674,NULL,1008505,1008505,1008505,1008480,LIMIT,SELL,1,1210,2018-08-14T00:48:08.308,2018-08-14T00:48:08.312
roused-nipper,Surfer20@bmm,4895,342,6224,6224,674,NULL,1008506,1008506,1008506,1008512,LIMIT,BUY,1,1220,2018-08-14T00:48:09.334,2018-08-14T00:48:17.242
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008507,1008507,1008507,1008543,LIMIT,SELL,1,1240,2018-08-14T00:48:11.587,2018-08-14T00:49:06.175
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008508,1008427,1008427,1008427,CANCEL,BUY,1,1100,2018-08-14T00:48:12.062,2018-08-14T00:48:12.066
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008509,1008378,1008378,1008378,CANCEL,SELL,1,1350,2018-08-14T00:48:12.312,2018-08-14T00:48:12.317
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008510,1008427,1008427,1008510,CANCEL,BUY,1,1100,2018-08-14T00:48:12.348,2018-08-14T00:48:12.351
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008511,1008511,1008511,NULL,LIMIT,SELL,1,1280,2018-08-14T00:48:15.826,2018-08-14T00:48:15.830
roused-nipper,Surfer19@bmm,4894,342,6224,6224,674,NULL,1008512,1008512,1008512,1008506,LIMIT,SELL,1,1220,2018-08-14T00:48:17.235,2018-08-14T00:48:17.242
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008513,1008513,1008513,1008552,LIMIT,SELL,1,1230,2018-08-14T00:48:17.681,2018-08-14T00:49:28.114
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008514,1008470,1008470,1008470,CANCEL,SELL,1,1240,2018-08-14T00:48:19.107,2018-08-14T00:48:19.111
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008515,1008515,1008515,1008538,LIMIT,SELL,1,1230,2018-08-14T00:48:20.147,2018-08-14T00:48:57.447
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008516,1008516,1008516,1008555,LIMIT,BUY,1,1210,2018-08-14T00:48:24.354,2018-08-14T00:49:31.365
roused-nipper,Surfer1@bmm,4876,342,6224,6224,674,NULL,1008517,1008517,1008517,1008497,LIMIT,SELL,1,1210,2018-08-14T00:48:28.056,2018-08-14T00:48:28.062
roused-nipper,Surfer9@bmm,4884,342,6224,6224,674,NULL,1008518,1008518,1008518,1008601,LIMIT,BUY,1,1200,2018-08-14T00:48:32.031,2018-08-14T00:51:07.860
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008519,1008519,1008519,1008529,LIMIT,BUY,1,1200,2018-08-14T00:48:33.340,2018-08-14T00:48:47.830
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008520,1008416,1008416,1008416,CANCEL,SELL,1,1270,2018-08-14T00:48:37.998,2018-08-14T00:48:38.002
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008521,1008521,1008521,1008603,LIMIT,BUY,1,1200,2018-08-14T00:48:38.583,2018-08-14T00:51:10.844
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008522,1008522,1008522,1008523,LIMIT,SELL,1,1220,2018-08-14T00:48:39.716,2018-08-14T00:48:40.817
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008523,1008523,1008523,1008522,LIMIT,BUY,1,1220,2018-08-14T00:48:40.811,2018-08-14T00:48:40.817
roused-nipper,Surfer9@bmm,4884,342,6224,6224,674,NULL,1008524,1008524,1008524,NULL,LIMIT,SELL,1,1230,2018-08-14T00:48:45.131,2018-08-14T00:48:45.134
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008525,1008525,1008525,0,LIMIT,BUY,3,1210,2018-08-14T00:48:45.369,2018-08-14T00:49:31.620
roused-nipper,Surfer10@bmm,4885,342,6224,6224,674,NULL,1008526,1008526,1008526,1008583,LIMIT,SELL,1,1230,2018-08-14T00:48:46.057,2018-08-14T00:49:55.819
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008527,1008500,1008500,1008500,CANCEL,BUY,1,1210,2018-08-14T00:48:46.640,2018-08-14T00:48:46.644
roused-nipper,Surfer9@bmm,4884,342,6224,6224,674,NULL,1008528,1008471,1008471,1008471,CANCEL,SELL,1,1250,2018-08-14T00:48:46.861,2018-08-14T00:48:46.865
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008529,1008519,1008519,1008519,CANCEL,BUY,1,1200,2018-08-14T00:48:47.826,2018-08-14T00:48:47.830
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008530,1008530,1008530,1008532,LIMIT,BUY,1,1220,2018-08-14T00:48:48.225,2018-08-14T00:48:50.510
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008531,1008531,1008531,1008570,LIMIT,BUY,1,1210,2018-08-14T00:48:48.386,2018-08-14T00:49:37.031
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008532,1008532,1008532,1008530,LIMIT,SELL,1,1220,2018-08-14T00:48:50.505,2018-08-14T00:48:50.510
roused-nipper,Surfer2@bmm,4877,342,6224,6224,674,NULL,1008533,1008533,1008533,NULL,LIMIT,SELL,1,1230,2018-08-14T00:48:50.697,2018-08-14T00:48:50.700
roused-nipper,Surfer2@bmm,4877,342,6224,6224,674,NULL,1008534,1008534,1008534,NULL,LIMIT,SELL,1,1230,2018-08-14T00:48:50.932,2018-08-14T00:48:50.935
roused-nipper,Surfer2@bmm,4877,342,6224,6224,674,NULL,1008535,1008535,1008535,NULL,LIMIT,SELL,1,1230,2018-08-14T00:48:51.166,2018-08-14T00:48:51.168
roused-nipper,Surfer2@bmm,4877,342,6224,6224,674,NULL,1008536,1008536,1008536,NULL,LIMIT,SELL,1,1230,2018-08-14T00:48:51.295,2018-08-14T00:48:51.297
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008537,1008537,1008537,1008544,LIMIT,BUY,1,1200,2018-08-14T00:48:53.811,2018-08-14T00:49:07.625
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008538,1008515,1008515,1008515,CANCEL,SELL,1,1230,2018-08-14T00:48:57.443,2018-08-14T00:48:57.447
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008539,1008539,1008539,1008577,LIMIT,SELL,1,1220,2018-08-14T00:49:01.187,2018-08-14T00:49:51.992
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008540,1008540,1008540,1008590,LIMIT,SELL,1,1230,2018-08-14T00:49:01.372,2018-08-14T00:50:21.319
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008541,1008441,1008441,1008441,CANCEL,SELL,1,1250,2018-08-14T00:49:03.496,2018-08-14T00:49:03.500
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008542,1008542,1008542,1008571,LIMIT,SELL,1,1220,2018-08-14T00:49:06.092,2018-08-14T00:49:40.422
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008543,1008507,1008507,1008507,CANCEL,SELL,1,1240,2018-08-14T00:49:06.171,2018-08-14T00:49:06.175
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008544,1008537,1008537,1008537,CANCEL,BUY,1,1200,2018-08-14T00:49:07.621,2018-08-14T00:49:07.625
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008545,1008545,1008545,NULL,LIMIT,SELL,1,1230,2018-08-14T00:49:08.523,2018-08-14T00:49:08.525
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008546,1008546,1008546,1008584,LIMIT,BUY,1,1200,2018-08-14T00:49:14.188,2018-08-14T00:49:55.897
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008547,1008547,1008547,1008602,LIMIT,SELL,1,1220,2018-08-14T00:49:15.016,2018-08-14T00:51:08.162
roused-nipper,Surfer10@bmm,4885,342,6224,6224,674,NULL,1008548,1008548,1008548,1008605,LIMIT,SELL,1,1220,2018-08-14T00:49:20.588,2018-08-14T00:51:29.459
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008549,1008549,1008549,1008565,LIMIT,BUY,1,870,2018-08-14T00:49:20.776,2018-08-14T00:49:34.632
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008550,1008550,1008550,1008564,LIMIT,BUY,1,870,2018-08-14T00:49:25.340,2018-08-14T00:49:33.909
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008551,1008551,1008551,1008560,LIMIT,BUY,1,870,2018-08-14T00:49:25.908,2018-08-14T00:49:33.047
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008552,1008513,1008513,1008513,CANCEL,SELL,1,1230,2018-08-14T00:49:28.104,2018-08-14T00:49:28.114
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008553,1008502,1008502,1008502,CANCEL,SELL,1,1230,2018-08-14T00:49:31.233,2018-08-14T00:49:31.237
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008554,1008554,1008554,0,LIMIT,SELL,1,970,2018-08-14T00:49:31.357,2018-08-14T00:49:31.365
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008555,1008554,1008554,1008516,LIMIT,SELL,1,1210,2018-08-14T00:49:31.362,2018-08-14T00:49:31.365
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008556,1008556,1008556,0,LIMIT,SELL,1,970,2018-08-14T00:49:31.609,2018-08-14T00:49:31.620
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008557,1008556,1008556,1008558,LIMIT,SELL,1,1210,2018-08-14T00:49:31.614,2018-08-14T00:49:31.620
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008558,1008525,1008525,1008557,LIMIT,BUY,1,1210,2018-08-14T00:49:31.616,2018-08-14T00:49:31.620
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008559,1008525,1008525,0,LIMIT,BUY,2,1210,2018-08-14T00:48:45.369,2018-08-14T00:49:33.140
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008560,1008551,1008551,1008551,CANCEL,BUY,1,870,2018-08-14T00:49:33.042,2018-08-14T00:49:33.047
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008561,1008561,1008561,1008562,LIMIT,SELL,1,1210,2018-08-14T00:49:33.131,2018-08-14T00:49:33.140
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008562,1008525,1008559,1008561,LIMIT,BUY,1,1210,2018-08-14T00:49:33.135,2018-08-14T00:49:33.140
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008563,1008525,1008559,1008567,LIMIT,BUY,1,1210,2018-08-14T00:48:45.369,2018-08-14T00:49:35.025
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008564,1008550,1008550,1008550,CANCEL,BUY,1,870,2018-08-14T00:49:33.904,2018-08-14T00:49:33.908
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008565,1008549,1008549,1008549,CANCEL,BUY,1,870,2018-08-14T00:49:34.628,2018-08-14T00:49:34.632
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008566,1008566,1008566,0,LIMIT,SELL,1,970,2018-08-14T00:49:35.018,2018-08-14T00:49:35.025
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008567,1008566,1008566,1008563,LIMIT,SELL,1,1210,2018-08-14T00:49:35.022,2018-08-14T00:49:35.025
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008568,1008568,1008568,1008585,LIMIT,BUY,1,1210,2018-08-14T00:49:35.716,2018-08-14T00:49:58.829
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008569,1008569,1008569,0,LIMIT,SELL,1,970,2018-08-14T00:49:37.025,2018-08-14T00:49:37.031
roused-nipper,Surfer13@bmm,4888,342,6224,6224,674,NULL,1008570,1008569,1008569,1008531,LIMIT,SELL,1,1210,2018-08-14T00:49:37.029,2018-08-14T00:49:37.032
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008571,1008542,1008542,1008542,CANCEL,SELL,1,1220,2018-08-14T00:49:40.417,2018-08-14T00:49:40.422
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008572,1008572,1008572,1008581,LIMIT,BUY,1,1200,2018-08-14T00:49:43.165,2018-08-14T00:49:55.265
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008573,1008573,1008573,1008594,LIMIT,BUY,1,1210,2018-08-14T00:49:45.728,2018-08-14T00:50:43.313
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008574,1008498,1008498,1008498,CANCEL,BUY,1,1200,2018-08-14T00:49:49.392,2018-08-14T00:49:49.396
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008575,1008575,1008575,1008643,LIMIT,SELL,1,1220,2018-08-14T00:49:49.730,2018-08-14T00:52:41.825
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008576,1008576,1008576,1008598,LIMIT,BUY,1,1210,2018-08-14T00:49:50.778,2018-08-14T00:50:50.576
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008577,1008577,1008577,1008539,LIMIT,BUY,1,1220,2018-08-14T00:49:51.987,2018-08-14T00:49:51.992
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008578,1008578,1008578,NULL,LIMIT,SELL,1,1230,2018-08-14T00:49:51.996,2018-08-14T00:49:51.998
roused-nipper,Surfer3@bmm,4878,342,6224,6224,674,NULL,1008579,1008579,1008579,1008608,LIMIT,BUY,1,1210,2018-08-14T00:49:52.610,2018-08-14T00:51:30.991
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008580,1008580,1008580,1008582,LIMIT,SELL,1,1230,2018-08-14T00:49:53.167,2018-08-14T00:49:55.396
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008581,1008572,1008572,1008572,CANCEL,BUY,1,1200,2018-08-14T00:49:55.262,2018-08-14T00:49:55.265
roused-nipper,Surfer16@bmm,4891,342,6224,6224,674,NULL,1008582,1008580,1008580,1008580,CANCEL,SELL,1,1230,2018-08-14T00:49:55.392,2018-08-14T00:49:55.395
roused-nipper,Surfer10@bmm,4885,342,6224,6224,674,NULL,1008583,1008526,1008526,1008526,CANCEL,SELL,1,1230,2018-08-14T00:49:55.815,2018-08-14T00:49:55.819
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008584,1008546,1008546,1008546,CANCEL,BUY,1,1200,2018-08-14T00:49:55.893,2018-08-14T00:49:55.897
roused-nipper,Surfer1@bmm,4876,342,6224,6224,674,NULL,1008585,1008585,1008585,1008568,LIMIT,SELL,1,1210,2018-08-14T00:49:58.824,2018-08-14T00:49:58.829
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008586,1008586,1008586,1008588,LIMIT,SELL,1,1220,2018-08-14T00:49:59.171,2018-08-14T00:50:02.590
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008587,1008587,1008587,1008609,LIMIT,BUY,1,1210,2018-08-14T00:50:00.258,2018-08-14T00:51:30.991
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008588,1008586,1008586,1008586,CANCEL,SELL,1,1220,2018-08-14T00:50:02.586,2018-08-14T00:50:02.590
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008589,1008589,1008589,1008595,LIMIT,SELL,1,1220,2018-08-14T00:50:10.922,2018-08-14T00:50:47.761
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008590,1008540,1008540,1008540,CANCEL,SELL,1,1230,2018-08-14T00:50:21.314,2018-08-14T00:50:21.319
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008591,1008591,1008591,1008596,LIMIT,SELL,1,1220,2018-08-14T00:50:36.718,2018-08-14T00:50:48.470
roused-nipper,Surfer20@bmm,4895,342,6224,6224,674,NULL,1008592,1008592,1008592,NULL,LIMIT,SELL,1,1220,2018-08-14T00:50:37.847,2018-08-14T00:50:37.850
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008593,1008593,1008593,NULL,LIMIT,SELL,1,1220,2018-08-14T00:50:40.495,2018-08-14T00:50:40.497
roused-nipper,Surfer1@bmm,4876,342,6224,6224,674,NULL,1008594,1008594,1008594,1008573,LIMIT,SELL,1,1210,2018-08-14T00:50:43.309,2018-08-14T00:50:43.313
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008595,1008589,1008589,1008589,CANCEL,SELL,1,1220,2018-08-14T00:50:47.757,2018-08-14T00:50:47.761
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008596,1008591,1008591,1008591,CANCEL,SELL,1,1220,2018-08-14T00:50:48.466,2018-08-14T00:50:48.470
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008597,1008451,1008451,1008451,CANCEL,BUY,1,1200,2018-08-14T00:50:49.269,2018-08-14T00:50:49.273
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008598,1008598,1008598,1008576,LIMIT,SELL,1,1210,2018-08-14T00:50:50.572,2018-08-14T00:50:50.576
roused-nipper,Surfer8@bmm,4883,342,6224,6224,674,NULL,1008599,1008599,1008599,1008610,LIMIT,BUY,1,1210,2018-08-14T00:50:55.898,2018-08-14T00:51:30.991
roused-nipper,Surfer9@bmm,4884,342,6224,6224,674,NULL,1008600,1008600,1008600,1008630,LIMIT,BUY,1,1210,2018-08-14T00:50:58.570,2018-08-14T00:51:58.971
roused-nipper,Surfer9@bmm,4884,342,6224,6224,674,NULL,1008601,1008518,1008518,1008518,CANCEL,BUY,1,1200,2018-08-14T00:51:07.856,2018-08-14T00:51:07.860
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008602,1008602,1008602,1008547,LIMIT,BUY,1,1220,2018-08-14T00:51:08.157,2018-08-14T00:51:08.161
roused-nipper,Surfer17@bmm,4892,342,6224,6224,674,NULL,1008603,1008521,1008521,1008521,CANCEL,BUY,1,1200,2018-08-14T00:51:10.840,2018-08-14T00:51:10.844
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008604,1008604,1008604,1008632,LIMIT,BUY,1,1210,2018-08-14T00:51:13.761,2018-08-14T00:52:01.006
roused-nipper,Surfer5@bmm,4880,342,6224,6224,674,NULL,1008605,1008605,1008605,1008548,LIMIT,BUY,1,1220,2018-08-14T00:51:29.453,2018-08-14T00:51:29.459
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008606,1008606,1008606,1008612,LIMIT,BUY,1,1020,2018-08-14T00:51:29.582,2018-08-14T00:51:32.415
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008607,1008607,1008607,0,LIMIT,SELL,3,1210,2018-08-14T00:51:30.969,2018-08-14T00:51:30.991
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008608,1008607,1008607,1008579,LIMIT,SELL,1,1210,2018-08-14T00:51:30.975,2018-08-14T00:51:30.991
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008609,1008607,1008607,1008587,LIMIT,SELL,1,1210,2018-08-14T00:51:30.978,2018-08-14T00:51:30.991
roused-nipper,Surfer15@bmm,4890,342,6224,6224,674,NULL,1008610,1008607,1008607,1008599,LIMIT,SELL,1,1210,2018-08-14T00:51:30.988,2018-08-14T00:51:30.992
roused-nipper,Surfer7@bmm,4882,342,6224,6224,674,NULL,1008611,1008611,1008611,NULL,LIMIT,SELL,1,1220,2018-08-14T00:51:31.044,2018-08-14T00:51:31.046
roused-nipper,Surfer6@bmm,4881,342,6224,6224,674,NULL,1008612,1008606,1008606,1008606,CANCEL,BUY,1,1020,2018-08-14T00:51:32.411,2018-08-14T00:51:32.415
roused-nipper,Surfer18@bmm,4893,342,6224,6224,674,NULL,1008613,1008613,1008613,NULL,LIMIT,SELL,1,1230,2018-08-14T00:51:34.578,2018-08-14T00:51:34.580
