account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer7@bmm,4845,320,6229,6229,630,NULL,1010059,1010059,1010059,1010137,LIMIT,BUY,1,80,2018-08-14T04:17:48.448,2018-08-14T04:20:31.877
choice-moving,Surfer7@bmm,4845,320,6229,6229,630,NULL,1010060,1010060,1010060,1010133,LIMIT,BUY,1,80,2018-08-14T04:17:48.631,2018-08-14T04:20:29.933
choice-moving,Surfer3@bmm,4841,320,6229,6229,630,NULL,1010061,1010061,1010061,1010254,LIMIT,BUY,1,20,2018-08-14T04:17:53.562,2018-08-14T04:23:25.523
choice-moving,Surfer7@bmm,4845,320,6229,6229,631,NULL,1010062,1010062,1010062,1010067,LIMIT,BUY,1,80,2018-08-14T04:18:12.608,2018-08-14T04:18:26.402
choice-moving,Surfer7@bmm,4845,320,6229,6229,631,NULL,1010063,1010063,1010063,1010066,LIMIT,BUY,1,80,2018-08-14T04:18:14.327,2018-08-14T04:18:25.787
choice-moving,Surfer7@bmm,4845,320,6229,6229,632,NULL,1010064,1010064,1010064,1010140,LIMIT,BUY,1,80,2018-08-14T04:18:23.337,2018-08-14T04:20:34.639
choice-moving,Surfer7@bmm,4845,320,6229,6229,632,NULL,1010065,1010065,1010065,1010139,LIMIT,BUY,1,80,2018-08-14T04:18:23.880,2018-08-14T04:20:33.938
choice-moving,Surfer7@bmm,4845,320,6229,6229,631,NULL,1010066,1010063,1010063,1010063,CANCEL,BUY,1,80,2018-08-14T04:18:25.782,2018-08-14T04:18:25.787
choice-moving,Surfer7@bmm,4845,320,6229,6229,631,NULL,1010067,1010062,1010062,1010062,CANCEL,BUY,1,80,2018-08-14T04:18:26.398,2018-08-14T04:18:26.402
choice-moving,Surfer7@bmm,4845,320,6229,6229,632,NULL,1010068,1010068,1010068,1010088,LIMIT,BUY,1,80,2018-08-14T04:18:28.927,2018-08-14T04:19:16.161
choice-moving,Surfer2@bmm,4840,320,6229,6229,632,NULL,1010069,1010069,1010069,1010168,LIMIT,BUY,5,27,2018-08-14T04:18:32.080,2018-08-14T04:21:26.488
choice-moving,Surfer18@bmm,4856,320,6229,6229,630,NULL,1010070,1010070,1010070,1010275,LIMIT,BUY,1,15,2018-08-14T04:18:33.215,2018-08-14T04:23:50.668
choice-moving,Surfer15@bmm,4853,320,6229,6229,630,NULL,1010071,1010071,1010071,1010073,LIMIT,BUY,2,19,2018-08-14T04:18:34.199,2018-08-14T04:18:38.097
choice-moving,Surfer1@bmm,4839,320,6229,6229,632,NULL,1010072,1010072,1010072,1010083,LIMIT,SELL,1,81,2018-08-14T04:18:37.997,2018-08-14T04:18:48.026
choice-moving,Surfer15@bmm,4853,320,6229,6229,630,NULL,1010073,1010071,1010071,1010071,CANCEL,BUY,2,19,2018-08-14T04:18:38.093,2018-08-14T04:18:38.097
choice-moving,Surfer9@bmm,4847,320,6229,6229,630,NULL,1010074,1010074,1010074,1010077,LIMIT,BUY,1,100,2018-08-14T04:18:41.588,2018-08-14T04:18:45.817
choice-moving,Surfer18@bmm,4856,320,6229,6229,631,NULL,1010075,1010075,1010075,NULL,LIMIT,BUY,1,20,2018-08-14T04:18:45.270,2018-08-14T04:18:45.272
choice-moving,Surfer17@bmm,4855,320,6229,6229,630,NULL,1010076,1010076,1010076,0,LIMIT,SELL,4,100,2018-08-14T04:18:45.808,2018-08-14T04:18:45.817
choice-moving,Surfer17@bmm,4855,320,6229,6229,630,NULL,1010077,1010076,1010076,1010074,LIMIT,SELL,1,100,2018-08-14T04:18:45.813,2018-08-14T04:18:45.817
choice-moving,Surfer17@bmm,4855,320,6229,6229,630,NULL,1010078,1010076,1010076,1010105,LIMIT,SELL,3,100,2018-08-14T04:18:45.808,2018-08-14T04:19:37.107
choice-moving,Surfer2@bmm,4840,320,6229,6229,630,NULL,1010079,1010079,1010079,1010098,LIMIT,BUY,5,38,2018-08-14T04:18:45.858,2018-08-14T04:19:32.528
choice-moving,Surfer1@bmm,4839,320,6229,6229,632,NULL,1010080,1010080,1010080,1010085,LIMIT,SELL,1,81,2018-08-14T04:18:47.241,2018-08-14T04:18:48.942
