account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer4@bmm,4842,325,6645,6645,650,NULL,1310536,1310536,1310536,NULL,LIMIT,BUY,1,99,2018-08-29T00:29:48.940,2018-08-29T00:29:48.943
choice-moving,Surfer4@bmm,4842,325,6645,6645,650,NULL,1310537,1310537,1310537,1310604,LIMIT,BUY,1,99,2018-08-29T00:29:50.624,2018-08-29T00:32:35.959
choice-moving,Surfer13@bmm,4851,325,6645,6645,650,NULL,1310538,1310538,1310538,NULL,LIMIT,BUY,1,99,2018-08-29T00:29:54.281,2018-08-29T00:29:54.285
choice-moving,Surfer3@bmm,4841,325,6645,6645,650,NULL,1310539,1310539,1310539,1310707,LIMIT,BUY,1,99,2018-08-29T00:29:55.641,2018-08-29T00:37:21.182
choice-moving,Surfer4@bmm,4842,325,6645,6645,650,NULL,1310540,1310540,1310540,1310592,LIMIT,BUY,1,98,2018-08-29T00:29:55.991,2018-08-29T00:32:19.820
choice-moving,Surfer13@bmm,4851,325,6645,6645,653,NULL,1310541,1310541,1310541,NULL,LIMIT,SELL,1,97,2018-08-29T00:30:04.277,2018-08-29T00:30:04.281
choice-moving,Surfer8@bmm,4846,325,6645,6645,652,NULL,1310542,1310542,1310542,NULL,LIMIT,SELL,1,92,2018-08-29T00:30:08.019,2018-08-29T00:30:08.022
choice-moving,Surfer12@bmm,4850,325,6645,6645,650,NULL,1310543,1310543,1310543,NULL,LIMIT,BUY,1,99,2018-08-29T00:30:10.196,2018-08-29T00:30:10.200
choice-moving,Surfer11@bmm,4849,325,6645,6645,653,NULL,1310544,1310544,1310544,1310572,LIMIT,SELL,1,76,2018-08-29T00:30:11.026,2018-08-29T00:31:31.994
choice-moving,Surfer6@bmm,4844,325,6645,6645,652,NULL,1310545,1310545,1310545,NULL,LIMIT,SELL,1,58,2018-08-29T00:30:15.009,2018-08-29T00:30:15.013
choice-moving,Surfer1@bmm,4839,325,6645,6645,650,NULL,1310546,1310546,1310546,NULL,LIMIT,BUY,2,99,2018-08-29T00:30:15.790,2018-08-29T00:30:15.794
choice-moving,Surfer5@bmm,4843,325,6645,6645,650,NULL,1310547,1310547,1310547,NULL,LIMIT,BUY,1,99,2018-08-29T00:30:20.989,2018-08-29T00:30:20.992
choice-moving,Surfer12@bmm,4850,325,6645,6645,651,NULL,1310548,1310548,1310548,1310552,LIMIT,BUY,1,83,2018-08-29T00:30:21.948,2018-08-29T00:30:29.779
choice-moving,Surfer8@bmm,4846,325,6645,6645,652,NULL,1310549,1310549,1310549,NULL,LIMIT,SELL,1,72,2018-08-29T00:30:22.290,2018-08-29T00:30:22.294
choice-moving,Surfer6@bmm,4844,325,6645,6645,650,NULL,1310550,1310550,1310550,NULL,LIMIT,BUY,1,99,2018-08-29T00:30:29.046,2018-08-29T00:30:29.050
choice-moving,Surfer5@bmm,4843,325,6645,6645,651,NULL,1310551,1310551,1310551,0,LIMIT,SELL,1,37,2018-08-29T00:30:29.768,2018-08-29T00:30:29.778
choice-moving,Surfer5@bmm,4843,325,6645,6645,651,NULL,1310552,1310551,1310551,1310548,LIMIT,SELL,1,83,2018-08-29T00:30:29.774,2018-08-29T00:30:29.779
choice-moving,Surfer5@bmm,4843,325,6645,6645,653,NULL,1310553,1310553,1310553,NULL,LIMIT,SELL,1,31,2018-08-29T00:30:33.021,2018-08-29T00:30:33.024
choice-moving,Surfer11@bmm,4849,325,6645,6645,651,NULL,1310554,1310554,1310554,1310555,LIMIT,SELL,1,91,2018-08-29T00:30:35.664,2018-08-29T00:30:38.818
