account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer5@bmm,4843,321,6641,6641,634,NULL,1309872,1309872,1309872,1309878,LIMIT,BUY,1,97,2018-08-28T23:53:08.256,2018-08-28T23:53:38.333
choice-moving,Surfer3@bmm,4841,321,6641,6641,635,NULL,1309873,1309873,1309873,1309904,LIMIT,BUY,1,91,2018-08-28T23:53:12.259,2018-08-28T23:54:59.041
choice-moving,Surfer6@bmm,4844,321,6641,6641,636,NULL,1309874,1309874,1309874,NULL,LIMIT,SELL,1,12,2018-08-28T23:53:26.518,2018-08-28T23:53:26.522
choice-moving,Surfer8@bmm,4846,321,6641,6641,636,NULL,1309875,1309875,1309875,1310008,LIMIT,SELL,1,30,2018-08-28T23:53:30.710,2018-08-28T23:59:25.428
choice-moving,Surfer7@bmm,4845,321,6641,6641,635,NULL,1309876,1309876,1309876,1309911,LIMIT,BUY,1,90,2018-08-28T23:53:31.577,2018-08-28T23:55:10.265
choice-moving,Surfer11@bmm,4849,321,6641,6641,637,NULL,1309877,1309877,1309877,1310002,LIMIT,SELL,1,72,2018-08-28T23:53:32.601,2018-08-28T23:59:17.818
choice-moving,Surfer5@bmm,4843,321,6641,6641,634,NULL,1309878,1309872,1309872,1309872,CANCEL,BUY,1,97,2018-08-28T23:53:38.325,2018-08-28T23:53:38.333
choice-moving,Surfer4@bmm,4842,321,6641,6641,634,NULL,1309879,1309879,1309879,NULL,LIMIT,BUY,1,95,2018-08-28T23:53:40.233,2018-08-28T23:53:40.236
choice-moving,Surfer11@bmm,4849,321,6641,6641,634,NULL,1309880,1309880,1309880,1309899,LIMIT,BUY,1,98,2018-08-28T23:53:47.679,2018-08-28T23:54:44.200
choice-moving,Surfer5@bmm,4843,321,6641,6641,637,NULL,1309881,1309881,1309881,NULL,LIMIT,SELL,1,7,2018-08-28T23:53:50.598,2018-08-28T23:53:50.602
