account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer5@bmm,4843,323,6643,6643,642,NULL,1310201,1310201,1310201,NULL,LIMIT,BUY,1,92,2018-08-29T00:11:24.060,2018-08-29T00:11:24.064
choice-moving,Surfer13@bmm,4851,323,6643,6643,642,NULL,1310202,1310202,1310202,NULL,LIMIT,BUY,1,56,2018-08-29T00:11:24.294,2018-08-29T00:11:24.298
choice-moving,Surfer3@bmm,4841,323,6643,6643,642,NULL,1310203,1310203,1310203,1310288,LIMIT,BUY,1,100,2018-08-29T00:11:27.034,2018-08-29T00:14:46.255
choice-moving,Surfer13@bmm,4851,323,6643,6643,642,NULL,1310204,1310204,1310204,NULL,LIMIT,BUY,1,53,2018-08-29T00:11:30.135,2018-08-29T00:11:30.138
choice-moving,Surfer6@bmm,4844,323,6643,6643,642,NULL,1310205,1310205,1310205,NULL,LIMIT,BUY,1,4,2018-08-29T00:11:33.977,2018-08-29T00:11:33.981
choice-moving,Surfer11@bmm,4849,323,6643,6643,645,NULL,1310206,1310206,1310206,1310301,LIMIT,SELL,1,52,2018-08-29T00:11:35.811,2018-08-29T00:15:24.566
choice-moving,Surfer12@bmm,4850,323,6643,6643,644,NULL,1310207,1310207,1310207,NULL,LIMIT,SELL,1,100,2018-08-29T00:11:38.653,2018-08-29T00:11:38.656
choice-moving,Surfer13@bmm,4851,323,6643,6643,645,NULL,1310208,1310208,1310208,1310277,LIMIT,SELL,1,47,2018-08-29T00:11:38.950,2018-08-29T00:14:06.219
choice-moving,Surfer13@bmm,4851,323,6643,6643,645,NULL,1310209,1310209,1310209,NULL,LIMIT,SELL,1,38,2018-08-29T00:11:41.469,2018-08-29T00:11:41.472
choice-moving,Surfer6@bmm,4844,323,6643,6643,643,NULL,1310210,1310210,1310210,NULL,LIMIT,BUY,1,58,2018-08-29T00:11:41.727,2018-08-29T00:11:41.730
choice-moving,Surfer12@bmm,4850,323,6643,6643,644,NULL,1310211,1310211,1310211,NULL,LIMIT,SELL,1,100,2018-08-29T00:11:42.279,2018-08-29T00:11:42.283
choice-moving,Surfer11@bmm,4849,323,6643,6643,645,NULL,1310212,1310212,1310212,1310255,LIMIT,SELL,1,13,2018-08-29T00:11:44.084,2018-08-29T00:13:06.214
choice-moving,Surfer2@bmm,4840,323,6643,6643,643,NULL,1310213,1310213,1310213,NULL,LIMIT,BUY,1,66,2018-08-29T00:11:45.149,2018-08-29T00:11:45.153
choice-moving,Surfer9@bmm,4847,323,6643,6643,642,NULL,1310214,1310214,1310214,1310276,LIMIT,BUY,1,97,2018-08-29T00:11:45.492,2018-08-29T00:14:01.510
choice-moving,Surfer7@bmm,4845,323,6643,6643,643,NULL,1310215,1310215,1310215,NULL,LIMIT,BUY,1,73,2018-08-29T00:11:46.039,2018-08-29T00:11:46.044
choice-moving,Surfer7@bmm,4845,323,6643,6643,643,NULL,1310216,1310216,1310216,NULL,LIMIT,BUY,1,73,2018-08-29T00:11:46.291,2018-08-29T00:11:46.295
choice-moving,Surfer9@bmm,4847,323,6643,6643,642,NULL,1310217,1310217,1310217,1310273,LIMIT,BUY,1,97,2018-08-29T00:11:46.631,2018-08-29T00:14:00.078
choice-moving,Surfer13@bmm,4851,323,6643,6643,645,NULL,1310218,1310218,1310218,NULL,LIMIT,SELL,1,22,2018-08-29T00:11:47.414,2018-08-29T00:11:47.417
choice-moving,Surfer11@bmm,4849,323,6643,6643,643,NULL,1310219,1310219,1310219,NULL,LIMIT,BUY,1,78,2018-08-29T00:11:50.869,2018-08-29T00:11:50.872
choice-moving,Surfer7@bmm,4845,323,6643,6643,645,NULL,1310220,1310220,1310220,NULL,LIMIT,SELL,1,46,2018-08-29T00:12:02.147,2018-08-29T00:12:02.150
choice-moving,Surfer10@bmm,4848,323,6643,6643,643,NULL,1310221,1310221,1310221,1310305,LIMIT,BUY,1,96,2018-08-29T00:12:05.134,2018-08-29T00:15:28.826
choice-moving,Surfer10@bmm,4848,323,6643,6643,643,NULL,1310222,1310222,1310222,1310304,LIMIT,BUY,1,96,2018-08-29T00:12:05.377,2018-08-29T00:15:27.876
choice-moving,Surfer7@bmm,4845,323,6643,6643,645,NULL,1310223,1310223,1310223,NULL,LIMIT,SELL,1,74,2018-08-29T00:12:05.571,2018-08-29T00:12:05.575
choice-moving,Surfer10@bmm,4848,323,6643,6643,643,NULL,1310224,1310224,1310224,1310306,LIMIT,BUY,1,97,2018-08-29T00:12:09.027,2018-08-29T00:15:29.534
choice-moving,Surfer10@bmm,4848,323,6643,6643,643,NULL,1310225,1310225,1310225,1310307,LIMIT,BUY,1,98,2018-08-29T00:12:10.639,2018-08-29T00:15:30.227
choice-moving,Surfer8@bmm,4846,323,6643,6643,644,NULL,1310226,1310226,1310226,1310234,LIMIT,SELL,1,66,2018-08-29T00:12:10.824,2018-08-29T00:12:26.169
choice-moving,Surfer7@bmm,4845,323,6643,6643,645,NULL,1310227,1310227,1310227,NULL,LIMIT,SELL,1,71,2018-08-29T00:12:11.314,2018-08-29T00:12:11.317
choice-moving,Surfer10@bmm,4848,323,6643,6643,643,NULL,1310228,1310228,1310228,NULL,LIMIT,BUY,1,99,2018-08-29T00:12:12.267,2018-08-29T00:12:12.271
choice-moving,Surfer7@bmm,4845,323,6643,6643,645,NULL,1310229,1310229,1310229,NULL,LIMIT,SELL,1,71,2018-08-29T00:12:12.729,2018-08-29T00:12:12.733
choice-moving,Surfer8@bmm,4846,323,6643,6643,644,NULL,1310230,1310230,1310230,1310235,LIMIT,SELL,1,66,2018-08-29T00:12:13.102,2018-08-29T00:12:28.332
choice-moving,Surfer5@bmm,4843,323,6643,6643,645,NULL,1310231,1310231,1310231,NULL,LIMIT,SELL,1,11,2018-08-29T00:12:16.127,2018-08-29T00:12:16.131
choice-moving,Surfer5@bmm,4843,323,6643,6643,645,NULL,1310232,1310232,1310232,NULL,LIMIT,SELL,2,9,2018-08-29T00:12:21.131,2018-08-29T00:12:21.135
choice-moving,Surfer12@bmm,4850,323,6643,6643,643,NULL,1310233,1310233,1310233,NULL,LIMIT,BUY,1,98,2018-08-29T00:12:24.099,2018-08-29T00:12:24.102
choice-moving,Surfer10@bmm,4848,323,6643,6643,644,NULL,1310234,1310234,1310234,1310226,LIMIT,BUY,1,66,2018-08-29T00:12:26.158,2018-08-29T00:12:26.169
choice-moving,Surfer8@bmm,4846,323,6643,6643,644,NULL,1310235,1310230,1310230,1310230,CANCEL,SELL,1,66,2018-08-29T00:12:28.325,2018-08-29T00:12:28.331
choice-moving,Surfer5@bmm,4843,323,6643,6643,645,NULL,1310236,1310236,1310236,1310241,LIMIT,SELL,1,3,2018-08-29T00:12:28.643,2018-08-29T00:12:37.452
choice-moving,Surfer4@bmm,4842,323,6643,6643,642,NULL,1310237,1310237,1310237,1310294,LIMIT,BUY,1,99,2018-08-29T00:12:32.659,2018-08-29T00:15:00.579
choice-moving,Surfer2@bmm,4840,323,6643,6643,644,NULL,1310238,1310238,1310238,1310250,LIMIT,SELL,1,80,2018-08-29T00:12:32.920,2018-08-29T00:12:49.188
choice-moving,Surfer4@bmm,4842,323,6643,6643,643,NULL,1310239,1310239,1310239,NULL,LIMIT,BUY,1,99,2018-08-29T00:12:36.666,2018-08-29T00:12:36.669
choice-moving,Surfer6@bmm,4844,323,6643,6643,645,NULL,1310240,1310240,1310240,0,LIMIT,BUY,1,84,2018-08-29T00:12:37.439,2018-08-29T00:12:37.451
choice-moving,Surfer6@bmm,4844,323,6643,6643,645,NULL,1310241,1310240,1310240,1310236,LIMIT,BUY,1,3,2018-08-29T00:12:37.447,2018-08-29T00:12:37.452
choice-moving,Surfer5@bmm,4843,323,6643,6643,643,NULL,1310242,1310242,1310242,NULL,LIMIT,BUY,1,99,2018-08-29T00:12:37.522,2018-08-29T00:12:37.526
choice-moving,Surfer12@bmm,4850,323,6643,6643,642,NULL,1310243,1310243,1310243,NULL,LIMIT,BUY,1,99,2018-08-29T00:12:37.847,2018-08-29T00:12:37.850
choice-moving,Surfer1@bmm,4839,323,6643,6643,645,NULL,1310244,1310244,1310244,0,LIMIT,SELL,2,2,2018-08-29T00:12:41.706,2018-08-29T00:12:47.078
choice-moving,Surfer3@bmm,4841,323,6643,6643,644,NULL,1310245,1310245,1310245,1310251,LIMIT,BUY,1,79,2018-08-29T00:12:43.843,2018-08-29T00:12:50.645
choice-moving,Surfer6@bmm,4844,323,6643,6643,645,NULL,1310246,1310246,1310246,0,LIMIT,BUY,1,80,2018-08-29T00:12:47.059,2018-08-29T00:12:47.078
choice-moving,Surfer6@bmm,4844,323,6643,6643,645,NULL,1310247,1310246,1310246,1310248,LIMIT,BUY,1,2,2018-08-29T00:12:47.067,2018-08-29T00:12:47.078
choice-moving,Surfer1@bmm,4839,323,6643,6643,645,NULL,1310248,1310244,1310244,1310247,LIMIT,SELL,1,2,2018-08-29T00:12:47.070,2018-08-29T00:12:47.078
choice-moving,Surfer1@bmm,4839,323,6643,6643,645,NULL,1310249,1310244,1310244,NULL,LIMIT,SELL,1,2,2018-08-29T00:12:41.706,2018-08-29T00:12:47.079
choice-moving,Surfer3@bmm,4841,323,6643,6643,644,NULL,1310250,1310250,1310250,1310238,LIMIT,BUY,1,80,2018-08-29T00:12:49.179,2018-08-29T00:12:49.188
choice-moving,Surfer3@bmm,4841,323,6643,6643,644,NULL,1310251,1310245,1310245,1310245,CANCEL,BUY,1,79,2018-08-29T00:12:50.639,2018-08-29T00:12:50.645
choice-moving,Surfer4@bmm,4842,323,6643,6643,644,NULL,1310252,1310252,1310252,NULL,LIMIT,SELL,1,80,2018-08-29T00:12:53.161,2018-08-29T00:12:53.164
choice-moving,Surfer13@bmm,4851,323,6643,6643,643,NULL,1310253,1310253,1310253,NULL,LIMIT,BUY,1,50,2018-08-29T00:13:03.363,2018-08-29T00:13:03.366
choice-moving,Surfer11@bmm,4849,323,6643,6643,645,NULL,1310254,1310254,1310254,1310300,LIMIT,SELL,1,2,2018-08-29T00:13:05.158,2018-08-29T00:15:23.951
choice-moving,Surfer11@bmm,4849,323,6643,6643,645,NULL,1310255,1310212,1310212,1310212,CANCEL,SELL,1,13,2018-08-29T00:13:06.207,2018-08-29T00:13:06.214
choice-moving,Surfer5@bmm,4843,323,6643,6643,642,NULL,1310256,1310256,1310256,NULL,LIMIT,BUY,1,99,2018-08-29T00:13:06.720,2018-08-29T00:13:06.724
choice-moving,Surfer5@bmm,4843,323,6643,6643,642,NULL,1310257,1310257,1310257,NULL,LIMIT,BUY,1,99,2018-08-29T00:13:08.697,2018-08-29T00:13:08.700
choice-moving,Surfer1@bmm,4839,323,6643,6643,642,NULL,1310258,1310258,1310258,NULL,LIMIT,BUY,2,99,2018-08-29T00:13:08.749,2018-08-29T00:13:08.752
choice-moving,Surfer5@bmm,4843,323,6643,6643,643,NULL,1310259,1310259,1310259,NULL,LIMIT,BUY,1,99,2018-08-29T00:13:17.981,2018-08-29T00:13:17.984
choice-moving,Surfer1@bmm,4839,323,6643,6643,643,NULL,1310260,1310260,1310260,NULL,LIMIT,BUY,2,99,2018-08-29T00:13:21.811,2018-08-29T00:13:21.814
choice-moving,Surfer10@bmm,4848,323,6643,6643,644,NULL,1310261,1310261,1310261,1310309,LIMIT,SELL,1,73,2018-08-29T00:13:24.343,2018-08-29T00:15:38.143
choice-moving,Surfer2@bmm,4840,323,6643,6643,644,NULL,1310262,1310262,1310262,1310268,LIMIT,SELL,1,70,2018-08-29T00:13:26.886,2018-08-29T00:13:41.969
choice-moving,Surfer10@bmm,4848,323,6643,6643,644,NULL,1310263,1310263,1310263,1310310,LIMIT,SELL,1,67,2018-08-29T00:13:32.635,2018-08-29T00:15:39.114
choice-moving,Surfer6@bmm,4844,323,6643,6643,643,NULL,1310264,1310264,1310264,NULL,LIMIT,BUY,1,99,2018-08-29T00:13:35.103,2018-08-29T00:13:35.107
choice-moving,Surfer8@bmm,4846,323,6643,6643,644,NULL,1310265,1310265,1310265,1310337,LIMIT,SELL,1,66,2018-08-29T00:13:37.266,2018-08-29T00:16:55.962
choice-moving,Surfer8@bmm,4846,323,6643,6643,644,NULL,1310266,1310266,1310266,1310336,LIMIT,SELL,1,66,2018-08-29T00:13:40.059,2018-08-29T00:16:54.958
choice-moving,Surfer8@bmm,4846,323,6643,6643,644,NULL,1310267,1310267,1310267,1310335,LIMIT,SELL,1,66,2018-08-29T00:13:40.964,2018-08-29T00:16:53.693
choice-moving,Surfer2@bmm,4840,323,6643,6643,644,NULL,1310268,1310262,1310262,1310262,CANCEL,SELL,1,70,2018-08-29T00:13:41.962,2018-08-29T00:13:41.969
choice-moving,Surfer2@bmm,4840,323,6643,6643,644,NULL,1310269,1310269,1310269,NULL,LIMIT,SELL,1,50,2018-08-29T00:13:45.880,2018-08-29T00:13:45.883
choice-moving,Surfer11@bmm,4849,323,6643,6643,643,NULL,1310270,1310270,1310270,1310339,LIMIT,BUY,1,0,2018-08-29T00:13:50.021,2018-08-29T00:17:22.635
choice-moving,Surfer9@bmm,4847,323,6643,6643,643,NULL,1310271,1310271,1310271,NULL,LIMIT,BUY,1,99,2018-08-29T00:13:54.371,2018-08-29T00:13:54.374
choice-moving,Surfer9@bmm,4847,323,6643,6643,643,NULL,1310272,1310272,1310272,NULL,LIMIT,BUY,1,99,2018-08-29T00:13:54.615,2018-08-29T00:13:54.618
choice-moving,Surfer9@bmm,4847,323,6643,6643,642,NULL,1310273,1310217,1310217,1310217,CANCEL,BUY,1,97,2018-08-29T00:14:00.072,2018-08-29T00:14:00.078
choice-moving,Surfer13@bmm,4851,323,6643,6643,645,NULL,1310274,1310274,1310274,NULL,LIMIT,SELL,1,1,2018-08-29T00:14:00.138,2018-08-29T00:14:00.141
choice-moving,Surfer9@bmm,4847,323,6643,6643,642,NULL,1310275,1310217,1310217,1310275,CANCEL,BUY,1,97,2018-08-29T00:14:00.223,2018-08-29T00:14:00.230
choice-moving,Surfer9@bmm,4847,323,6643,6643,642,NULL,1310276,1310214,1310214,1310214,CANCEL,BUY,1,97,2018-08-29T00:14:01.503,2018-08-29T00:14:01.510
