"submitted_item_move_id","submitted_item_id","move_type","in_knapsack","pos_x","pos_y","time_into_problem"
"227922","54499","1","0","590.935","360.319","11.5772"
"227923","54499","3","0","599.935","276.319","12.145"
"227924","54499","1","0","599.935","276.319","12.8109"
"227925","54499","3","0","615.935","295.319","13.3607"
"227946","54499","1","0","615.935","295.319","45.2989"
"227947","54499","2","1","274.935","184.319","45.5988"
"227948","54499","3","0","500.146","197.057","45.8967"
"227953","54499","1","0","500.146","197.057","47.8643"
"227954","54499","3","0","545.146","204.057","48.0142"
"227955","54499","1","0","545.146","204.057","48.3301"
"227956","54499","3","0","646.146","253.057","48.5961"
"227918","54500","1","0","578.582","325.449","8.87982"
"227919","54500","3","0","534.582","239.449","10.0775"
"227943","54500","1","0","534.582","239.449","44.4811"
"227944","54500","2","1","331.582","160.449","44.831"
"227945","54500","3","0","498.305","193.507","45.049"
"227957","54500","1","0","498.305","193.507","48.93"
"227958","54500","3","0","564.305","239.507","49.1459"
"227959","54500","1","0","564.305","239.507","50.2137"
"227960","54500","3","0","558.305","248.507","50.3956"
"227930","54501","1","0","778.661","204.138","20.341"
"227931","54501","3","1","259.661","208.138","21.9246"
"227932","54502","1","0","532.799","34.2725","23.1743"
"227933","54502","3","1","238.798","145.273","23.6402"
"227936","54503","1","0","633.938","464.147","36.9349"
"227937","54503","3","1","76.9381","316.147","37.7847"
"227920","54504","1","0","605.47","440.562","10.8773"
"227921","54504","3","0","548.47","434.562","11.3272"
"227934","54504","1","0","548.47","434.562","29.3048"
"227935","54504","3","1","173.47","267.562","35.8012"
"227928","54505","1","0","690.318","32.4969","17.1258"
"227929","54505","3","1","191.318","356.497","18.4255"
"227938","54506","1","0","866.207","320.288","40.5001"
"227939","54506","3","0","729.207","195.288","42.6155"
"227949","54506","1","0","729.207","195.288","46.3306"
"227950","54506","3","1","321.207","145.288","46.6805"
"227926","54507","1","0","786.77","305.294","14.6264"
"227927","54507","3","1","327.77","352.294","15.4922"
"227940","54508","1","0","748.146","35.6213","42.9814"
"227941","54508","2","1","354.146","47.6213","43.4993"
"227942","54508","3","0","500.607","130.605","43.6993"
