account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer14@bmm,4852,320,6651,6651,630,NULL,1312270,1312270,1312270,1312542,LIMIT,BUY,1,1,2018-08-30T04:21:35.593,2018-08-30T04:26:45.851
choice-moving,Surfer14@bmm,4852,320,6651,6651,630,NULL,1312271,1312271,1312271,1312539,LIMIT,BUY,1,2,2018-08-30T04:21:37.585,2018-08-30T04:26:45.445
choice-moving,Surfer14@bmm,4852,320,6651,6651,630,NULL,1312272,1312272,1312272,1312537,LIMIT,BUY,1,3,2018-08-30T04:21:38.738,2018-08-30T04:26:45.082
choice-moving,Surfer14@bmm,4852,320,6651,6651,630,NULL,1312273,1312273,1312273,1312536,LIMIT,BUY,1,4,2018-08-30T04:21:40.034,2018-08-30T04:26:44.636
choice-moving,Surfer14@bmm,4852,320,6651,6651,630,NULL,1312274,1312274,1312274,1312534,LIMIT,BUY,1,5,2018-08-30T04:21:41.090,2018-08-30T04:26:43.636
choice-moving,Surfer14@bmm,4852,320,6651,6651,631,NULL,1312275,1312275,1312275,1312641,LIMIT,BUY,1,1,2018-08-30T04:21:44.459,2018-08-30T04:28:04.083
choice-moving,Surfer4@bmm,4842,320,6651,6651,630,NULL,1312276,1312276,1312276,1312320,LIMIT,BUY,1,6,2018-08-30T04:21:44.652,2018-08-30T04:23:08.182
choice-moving,Surfer14@bmm,4852,320,6651,6651,631,NULL,1312277,1312277,1312277,1312637,LIMIT,BUY,1,2,2018-08-30T04:21:45.379,2018-08-30T04:28:03.644
choice-moving,Surfer14@bmm,4852,320,6651,6651,631,NULL,1312278,1312278,1312278,1312634,LIMIT,BUY,1,3,2018-08-30T04:21:46.226,2018-08-30T04:28:03.169
choice-moving,Surfer14@bmm,4852,320,6651,6651,631,NULL,1312279,1312279,1312279,1312633,LIMIT,BUY,1,4,2018-08-30T04:21:47.202,2018-08-30T04:28:02.753
choice-moving,Surfer14@bmm,4852,320,6651,6651,631,NULL,1312280,1312280,1312280,1312632,LIMIT,BUY,1,5,2018-08-30T04:21:48.246,2018-08-30T04:28:02.063
choice-moving,Surfer3@bmm,4841,320,6651,6651,630,NULL,1312281,1312281,1312281,NULL,LIMIT,BUY,1,11,2018-08-30T04:21:50.042,2018-08-30T04:21:50.046
choice-moving,Surfer14@bmm,4852,320,6651,6651,632,NULL,1312282,1312282,1312282,1312654,LIMIT,BUY,1,1,2018-08-30T04:21:51.616,2018-08-30T04:28:16.427
choice-moving,Surfer14@bmm,4852,320,6651,6651,632,NULL,1312283,1312283,1312283,1312652,LIMIT,BUY,1,2,2018-08-30T04:21:52.675,2018-08-30T04:28:14.449
choice-moving,Surfer14@bmm,4852,320,6651,6651,632,NULL,1312284,1312284,1312284,1312651,LIMIT,BUY,1,3,2018-08-30T04:21:53.597,2018-08-30T04:28:13.983
choice-moving,Surfer14@bmm,4852,320,6651,6651,632,NULL,1312285,1312285,1312285,1312650,LIMIT,BUY,1,4,2018-08-30T04:21:54.481,2018-08-30T04:28:13.162
choice-moving,Surfer14@bmm,4852,320,6651,6651,632,NULL,1312286,1312286,1312286,1312648,LIMIT,BUY,1,5,2018-08-30T04:21:55.350,2018-08-30T04:28:11.812
choice-moving,Surfer11@bmm,4849,320,6651,6651,630,NULL,1312287,1312287,1312287,1312335,LIMIT,BUY,1,12,2018-08-30T04:21:57.827,2018-08-30T04:23:23.648
choice-moving,Surfer14@bmm,4852,320,6651,6651,633,NULL,1312288,1312288,1312288,1312331,LIMIT,BUY,1,1,2018-08-30T04:21:59.368,2018-08-30T04:23:21.226
choice-moving,Surfer14@bmm,4852,320,6651,6651,633,NULL,1312289,1312289,1312289,1312326,LIMIT,BUY,1,2,2018-08-30T04:22:00.195,2018-08-30T04:23:16.229
choice-moving,Surfer14@bmm,4852,320,6651,6651,633,NULL,1312290,1312290,1312290,1312323,LIMIT,BUY,1,3,2018-08-30T04:22:01.028,2018-08-30T04:23:11.596
choice-moving,Surfer14@bmm,4852,320,6651,6651,633,NULL,1312291,1312291,1312291,1312317,LIMIT,BUY,1,4,2018-08-30T04:22:02.197,2018-08-30T04:23:06.132
choice-moving,Surfer14@bmm,4852,320,6651,6651,633,NULL,1312292,1312292,1312292,1312310,LIMIT,BUY,1,5,2018-08-30T04:22:02.995,2018-08-30T04:22:55.755
choice-moving,Surfer4@bmm,4842,320,6651,6651,630,NULL,1312293,1312293,1312293,1312300,LIMIT,BUY,1,13,2018-08-30T04:22:04.204,2018-08-30T04:22:19.546
choice-moving,Surfer14@bmm,4852,320,6651,6651,633,NULL,1312294,1312294,1312294,1312302,LIMIT,BUY,1,6,2018-08-30T04:22:04.433,2018-08-30T04:22:35.340
choice-moving,Surfer3@bmm,4841,320,6651,6651,631,NULL,1312295,1312295,1312295,NULL,LIMIT,BUY,1,11,2018-08-30T04:22:06.132,2018-08-30T04:22:06.136
choice-moving,Surfer6@bmm,4844,320,6651,6651,632,NULL,1312296,1312296,1312296,1312530,LIMIT,BUY,1,50,2018-08-30T04:22:08.361,2018-08-30T04:26:38.953
choice-moving,Surfer11@bmm,4849,320,6651,6651,631,NULL,1312297,1312297,1312297,1312304,LIMIT,BUY,1,12,2018-08-30T04:22:08.537,2018-08-30T04:22:37.503
choice-moving,Surfer4@bmm,4842,320,6651,6651,631,NULL,1312298,1312298,1312298,1312365,LIMIT,BUY,1,12,2018-08-30T04:22:09.083,2018-08-30T04:23:58.406
choice-moving,Surfer9@bmm,4847,320,6651,6651,630,NULL,1312299,1312299,1312299,0,LIMIT,SELL,1,5,2018-08-30T04:22:19.533,2018-08-30T04:22:19.545
choice-moving,Surfer9@bmm,4847,320,6651,6651,630,NULL,1312300,1312299,1312299,1312293,LIMIT,SELL,1,13,2018-08-30T04:22:19.541,2018-08-30T04:22:19.546
choice-moving,Surfer6@bmm,4844,320,6651,6651,632,NULL,1312301,1312301,1312301,1312524,LIMIT,BUY,1,50,2018-08-30T04:22:25.703,2018-08-30T04:26:36.771
choice-moving,Surfer10@bmm,4848,320,6651,6651,633,NULL,1312302,1312302,1312302,1312294,LIMIT,SELL,1,6,2018-08-30T04:22:35.329,2018-08-30T04:22:35.340
choice-moving,Surfer8@bmm,4846,320,6651,6651,631,NULL,1312303,1312303,1312303,0,LIMIT,SELL,1,10,2018-08-30T04:22:37.491,2018-08-30T04:22:37.503
choice-moving,Surfer8@bmm,4846,320,6651,6651,631,NULL,1312304,1312303,1312303,1312297,LIMIT,SELL,1,12,2018-08-30T04:22:37.499,2018-08-30T04:22:37.503
choice-moving,Surfer11@bmm,4849,320,6651,6651,632,NULL,1312305,1312305,1312305,1312339,LIMIT,BUY,1,52,2018-08-30T04:22:40.120,2018-08-30T04:23:29.863
