account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer17@bmm,4855,324,6656,6656,646,NULL,1313809,1313809,1313809,NULL,LIMIT,BUY,1,55,2018-08-30T04:58:58.406,2018-08-30T04:58:58.411
choice-moving,Surfer17@bmm,4855,324,6656,6656,646,NULL,1313810,1313810,1313810,NULL,LIMIT,BUY,1,55,2018-08-30T04:58:58.633,2018-08-30T04:58:58.636
choice-moving,Surfer17@bmm,4855,324,6656,6656,646,NULL,1313811,1313811,1313811,NULL,LIMIT,BUY,1,65,2018-08-30T04:58:58.770,2018-08-30T04:58:58.773
choice-moving,Surfer17@bmm,4855,324,6656,6656,646,NULL,1313812,1313812,1313812,NULL,LIMIT,BUY,1,65,2018-08-30T04:58:59.124,2018-08-30T04:58:59.127
choice-moving,Surfer17@bmm,4855,324,6656,6656,646,NULL,1313813,1313813,1313813,NULL,LIMIT,BUY,1,65,2018-08-30T04:58:59.194,2018-08-30T04:58:59.197
choice-moving,Surfer12@bmm,4850,324,6656,6656,649,NULL,1313814,1313814,1313814,1313848,LIMIT,SELL,1,53,2018-08-30T04:59:00.192,2018-08-30T04:59:28.165
choice-moving,Surfer17@bmm,4855,324,6656,6656,646,NULL,1313815,1313815,1313815,NULL,LIMIT,BUY,1,70,2018-08-30T04:59:00.713,2018-08-30T04:59:00.716
choice-moving,Surfer12@bmm,4850,324,6656,6656,649,NULL,1313816,1313816,1313816,1313846,LIMIT,SELL,1,37,2018-08-30T04:59:02.641,2018-08-30T04:59:28.019
choice-moving,Surfer3@bmm,4841,324,6656,6656,648,NULL,1313817,1313817,1313817,1313823,LIMIT,SELL,1,6,2018-08-30T04:59:03.491,2018-08-30T04:59:10.445
choice-moving,Surfer4@bmm,4842,324,6656,6656,646,NULL,1313818,1313818,1313818,1313878,LIMIT,BUY,1,73,2018-08-30T04:59:05.047,2018-08-30T04:59:47.440
choice-moving,Surfer17@bmm,4855,324,6656,6656,647,NULL,1313819,1313819,1313819,NULL,LIMIT,BUY,1,61,2018-08-30T04:59:05.601,2018-08-30T04:59:05.604
choice-moving,Surfer17@bmm,4855,324,6656,6656,647,NULL,1313820,1313820,1313820,NULL,LIMIT,BUY,1,61,2018-08-30T04:59:05.699,2018-08-30T04:59:05.701
choice-moving,Surfer17@bmm,4855,324,6656,6656,647,NULL,1313821,1313821,1313821,NULL,LIMIT,BUY,1,61,2018-08-30T04:59:05.868,2018-08-30T04:59:05.872
choice-moving,Surfer17@bmm,4855,324,6656,6656,647,NULL,1313822,1313822,1313822,NULL,LIMIT,BUY,1,53,2018-08-30T04:59:07.579,2018-08-30T04:59:07.582
choice-moving,Surfer11@bmm,4849,324,6656,6656,648,NULL,1313823,1313823,1313823,1313817,LIMIT,BUY,1,6,2018-08-30T04:59:10.439,2018-08-30T04:59:10.445
choice-moving,Surfer6@bmm,4844,324,6656,6656,647,NULL,1313824,1313824,1313824,1313962,LIMIT,BUY,1,67,2018-08-30T04:59:11.411,2018-08-30T05:00:44.615
choice-moving,Surfer6@bmm,4844,324,6656,6656,647,NULL,1313825,1313825,1313825,1313953,LIMIT,BUY,1,67,2018-08-30T04:59:11.599,2018-08-30T05:00:38.760
choice-moving,Surfer6@bmm,4844,324,6656,6656,647,NULL,1313826,1313826,1313826,1313952,LIMIT,BUY,1,67,2018-08-30T04:59:11.647,2018-08-30T05:00:38.096
choice-moving,Surfer6@bmm,4844,324,6656,6656,647,NULL,1313827,1313827,1313827,1313892,LIMIT,BUY,1,67,2018-08-30T04:59:11.677,2018-08-30T04:59:53.939
choice-moving,Surfer17@bmm,4855,324,6656,6656,647,NULL,1313828,1313828,1313828,NULL,LIMIT,BUY,1,17,2018-08-30T04:59:11.808,2018-08-30T04:59:11.811
choice-moving,Surfer4@bmm,4842,324,6656,6656,647,NULL,1313829,1313829,1313829,0,LIMIT,BUY,3,71,2018-08-30T04:59:13.137,2018-08-30T04:59:30.835
choice-moving,Surfer10@bmm,4848,324,6656,6656,649,NULL,1313830,1313830,1313830,1313842,LIMIT,SELL,1,14,2018-08-30T04:59:13.431,2018-08-30T04:59:26.489
choice-moving,Surfer3@bmm,4841,324,6656,6656,646,NULL,1313831,1313831,1313831,1314155,LIMIT,BUY,1,77,2018-08-30T04:59:15.014,2018-08-30T05:03:31.107
choice-moving,Surfer17@bmm,4855,324,6656,6656,646,NULL,1313832,1313832,1313832,NULL,LIMIT,BUY,1,9,2018-08-30T04:59:16.320,2018-08-30T04:59:16.323
choice-moving,Surfer2@bmm,4840,324,6656,6656,646,NULL,1313833,1313833,1313833,1313857,LIMIT,BUY,1,99,2018-08-30T04:59:18.011,2018-08-30T04:59:31.880
choice-moving,Surfer10@bmm,4848,324,6656,6656,646,NULL,1313834,1313834,1313834,1314065,LIMIT,BUY,1,84,2018-08-30T04:59:19.751,2018-08-30T05:01:52.749
choice-moving,Surfer11@bmm,4849,324,6656,6656,646,NULL,1313835,1313835,1313835,1313836,LIMIT,BUY,1,80,2018-08-30T04:59:20.878,2018-08-30T04:59:22.432
choice-moving,Surfer11@bmm,4849,324,6656,6656,646,NULL,1313836,1313835,1313835,1313835,CANCEL,BUY,1,80,2018-08-30T04:59:22.427,2018-08-30T04:59:22.432
choice-moving,Surfer7@bmm,4845,324,6656,6656,646,NULL,1313837,1313837,1313837,1313851,LIMIT,SELL,1,100,2018-08-30T04:59:22.903,2018-08-30T04:59:28.306
choice-moving,Surfer6@bmm,4844,324,6656,6656,648,NULL,1313838,1313838,1313838,1313918,LIMIT,BUY,1,13,2018-08-30T04:59:23.078,2018-08-30T05:00:07.690
choice-moving,Surfer6@bmm,4844,324,6656,6656,648,NULL,1313839,1313839,1313839,1313916,LIMIT,BUY,1,13,2018-08-30T04:59:23.235,2018-08-30T05:00:07.024
choice-moving,Surfer6@bmm,4844,324,6656,6656,648,NULL,1313840,1313840,1313840,1313914,LIMIT,BUY,1,13,2018-08-30T04:59:23.434,2018-08-30T05:00:06.233
choice-moving,Surfer6@bmm,4844,324,6656,6656,648,NULL,1313841,1313841,1313841,1313913,LIMIT,BUY,1,13,2018-08-30T04:59:23.617,2018-08-30T05:00:05.656
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313842,1313842,1313842,1313830,LIMIT,BUY,1,14,2018-08-30T04:59:26.482,2018-08-30T04:59:26.489
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313843,1313843,1313843,1313866,LIMIT,BUY,1,14,2018-08-30T04:59:26.608,2018-08-30T04:59:36.060
choice-moving,Surfer11@bmm,4849,324,6656,6656,646,NULL,1313844,1313844,1313844,1314045,LIMIT,BUY,1,85,2018-08-30T04:59:26.818,2018-08-30T05:01:38.864
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313845,1313845,1313845,0,LIMIT,BUY,1,100,2018-08-30T04:59:28.008,2018-08-30T04:59:28.018
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313846,1313845,1313845,1313816,LIMIT,BUY,1,37,2018-08-30T04:59:28.015,2018-08-30T04:59:28.019
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313847,1313847,1313847,0,LIMIT,BUY,1,100,2018-08-30T04:59:28.155,2018-08-30T04:59:28.164
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313848,1313847,1313847,1313814,LIMIT,BUY,1,53,2018-08-30T04:59:28.161,2018-08-30T04:59:28.165
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313849,1313849,1313849,1313867,LIMIT,BUY,1,100,2018-08-30T04:59:28.254,2018-08-30T04:59:37.020
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313850,1313850,1313850,1313863,LIMIT,BUY,1,100,2018-08-30T04:59:28.261,2018-08-30T04:59:35.304
choice-moving,Surfer15@bmm,4853,324,6656,6656,646,NULL,1313851,1313851,1313851,1313837,LIMIT,BUY,1,100,2018-08-30T04:59:28.299,2018-08-30T04:59:28.306
choice-moving,Surfer10@bmm,4848,324,6656,6656,646,NULL,1313852,1313852,1313852,1313864,LIMIT,BUY,1,98,2018-08-30T04:59:28.446,2018-08-30T04:59:35.350
choice-moving,Surfer18@bmm,4856,324,6656,6656,647,NULL,1313853,1313853,1313853,0,LIMIT,SELL,1,21,2018-08-30T04:59:30.819,2018-08-30T04:59:30.835
choice-moving,Surfer18@bmm,4856,324,6656,6656,647,NULL,1313854,1313853,1313853,1313855,LIMIT,SELL,1,71,2018-08-30T04:59:30.826,2018-08-30T04:59:30.836
choice-moving,Surfer4@bmm,4842,324,6656,6656,647,NULL,1313855,1313829,1313829,1313854,LIMIT,BUY,1,71,2018-08-30T04:59:30.828,2018-08-30T04:59:30.836
choice-moving,Surfer4@bmm,4842,324,6656,6656,647,NULL,1313856,1313829,1313829,1313937,LIMIT,BUY,2,71,2018-08-30T04:59:13.137,2018-08-30T05:00:23.197
choice-moving,Surfer5@bmm,4843,324,6656,6656,646,NULL,1313857,1313857,1313857,1313833,LIMIT,SELL,1,99,2018-08-30T04:59:31.873,2018-08-30T04:59:31.880
choice-moving,Surfer1@bmm,4839,324,6656,6656,649,NULL,1313858,1313858,1313858,1314030,LIMIT,BUY,1,41,2018-08-30T04:59:32.768,2018-08-30T05:01:29.646
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313859,1313859,1313859,1313862,LIMIT,BUY,1,53,2018-08-30T04:59:33.383,2018-08-30T04:59:35.168
choice-moving,Surfer3@bmm,4841,324,6656,6656,647,NULL,1313860,1313860,1313860,1314188,LIMIT,BUY,1,85,2018-08-30T04:59:33.447,2018-08-30T05:04:38.678
choice-moving,Surfer1@bmm,4839,324,6656,6656,649,NULL,1313861,1313861,1313861,1314029,LIMIT,BUY,1,57,2018-08-30T04:59:33.562,2018-08-30T05:01:28.351
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313862,1313859,1313859,1313859,CANCEL,BUY,1,53,2018-08-30T04:59:35.162,2018-08-30T04:59:35.168
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313863,1313850,1313850,1313850,CANCEL,BUY,1,100,2018-08-30T04:59:35.298,2018-08-30T04:59:35.304
choice-moving,Surfer5@bmm,4843,324,6656,6656,646,NULL,1313864,1313864,1313864,1313852,LIMIT,SELL,1,98,2018-08-30T04:59:35.343,2018-08-30T04:59:35.349
choice-moving,Surfer4@bmm,4842,324,6656,6656,649,NULL,1313865,1313865,1313865,1313907,LIMIT,BUY,1,61,2018-08-30T04:59:35.971,2018-08-30T05:00:01.505
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313866,1313843,1313843,1313843,CANCEL,BUY,1,14,2018-08-30T04:59:36.053,2018-08-30T04:59:36.059
choice-moving,Surfer9@bmm,4847,324,6656,6656,649,NULL,1313867,1313849,1313849,1313849,CANCEL,BUY,1,100,2018-08-30T04:59:37.014,2018-08-30T04:59:37.020
choice-moving,Surfer18@bmm,4856,324,6656,6656,649,NULL,1313868,1313868,1313868,1313890,LIMIT,SELL,1,100,2018-08-30T04:59:38.978,2018-08-30T04:59:53.308
choice-moving,Surfer4@bmm,4842,324,6656,6656,647,NULL,1313869,1313869,1313869,1313880,LIMIT,BUY,1,86,2018-08-30T04:59:40.193,2018-08-30T04:59:47.606
choice-moving,Surfer11@bmm,4849,324,6656,6656,647,NULL,1313870,1313870,1313870,1313919,LIMIT,BUY,1,85,2018-08-30T04:59:40.665,2018-08-30T05:00:08.773
choice-moving,Surfer4@bmm,4842,324,6656,6656,647,NULL,1313871,1313871,1313871,1313938,LIMIT,BUY,1,86,2018-08-30T04:59:40.777,2018-08-30T05:00:24.687
choice-moving,Surfer1@bmm,4839,324,6656,6656,648,NULL,1313872,1313872,1313872,1314024,LIMIT,BUY,1,62,2018-08-30T04:59:41.940,2018-08-30T05:01:22.541
choice-moving,Surfer12@bmm,4850,324,6656,6656,649,NULL,1313873,1313873,1313873,1313877,LIMIT,SELL,1,77,2018-08-30T04:59:42.969,2018-08-30T04:59:45.749
choice-moving,Surfer4@bmm,4842,324,6656,6656,646,NULL,1313874,1313874,1313874,1313975,LIMIT,BUY,1,86,2018-08-30T04:59:44.844,2018-08-30T05:00:48.598
choice-moving,Surfer6@bmm,4844,324,6656,6656,646,NULL,1313875,1313875,1313875,1314046,LIMIT,BUY,1,90,2018-08-30T04:59:44.956,2018-08-30T05:01:38.957
choice-moving,Surfer6@bmm,4844,324,6656,6656,646,NULL,1313876,1313876,1313876,1314043,LIMIT,BUY,1,90,2018-08-30T04:59:45.245,2018-08-30T05:01:36.909
choice-moving,Surfer12@bmm,4850,324,6656,6656,649,NULL,1313877,1313873,1313873,1313873,CANCEL,SELL,1,77,2018-08-30T04:59:45.743,2018-08-30T04:59:45.749
choice-moving,Surfer4@bmm,4842,324,6656,6656,646,NULL,1313878,1313818,1313818,1313818,CANCEL,BUY,1,73,2018-08-30T04:59:47.434,2018-08-30T04:59:47.439
choice-moving,Surfer8@bmm,4846,324,6656,6656,647,NULL,1313879,1313879,1313879,0,LIMIT,SELL,1,85,2018-08-30T04:59:47.597,2018-08-30T04:59:47.606
choice-moving,Surfer8@bmm,4846,324,6656,6656,647,NULL,1313880,1313879,1313879,1313869,LIMIT,SELL,1,86,2018-08-30T04:59:47.602,2018-08-30T04:59:47.607
choice-moving,Surfer18@bmm,4856,324,6656,6656,649,NULL,1313881,1313881,1313881,1313885,LIMIT,SELL,1,67,2018-08-30T04:59:49.720,2018-08-30T04:59:51.587
choice-moving,Surfer12@bmm,4850,324,6656,6656,649,NULL,1313882,1313882,1313882,1313889,LIMIT,SELL,1,90,2018-08-30T04:59:49.873,2018-08-30T04:59:52.543
choice-moving,Surfer4@bmm,4842,324,6656,6656,646,NULL,1313883,1313883,1313883,1313998,LIMIT,BUY,1,93,2018-08-30T04:59:50.866,2018-08-30T05:01:04.553
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313884,1313884,1313884,0,LIMIT,BUY,1,100,2018-08-30T04:59:51.576,2018-08-30T04:59:51.587
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313885,1313884,1313884,1313881,LIMIT,BUY,1,67,2018-08-30T04:59:51.583,2018-08-30T04:59:51.587
choice-moving,Surfer6@bmm,4844,324,6656,6656,647,NULL,1313886,1313886,1313886,1313921,LIMIT,BUY,1,92,2018-08-30T04:59:51.861,2018-08-30T05:00:09.907
choice-moving,Surfer6@bmm,4844,324,6656,6656,647,NULL,1313887,1313887,1313887,1313965,LIMIT,BUY,1,92,2018-08-30T04:59:52.118,2018-08-30T05:00:45.886
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313888,1313888,1313888,0,LIMIT,BUY,1,100,2018-08-30T04:59:52.533,2018-08-30T04:59:52.543
choice-moving,Surfer14@bmm,4852,324,6656,6656,649,NULL,1313889,1313888,1313888,1313882,LIMIT,BUY,1,90,2018-08-30T04:59:52.539,2018-08-30T04:59:52.543
