account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer17@bmm,4855,323,6654,6654,642,NULL,1313417,1313417,1313417,NULL,LIMIT,BUY,1,39,2018-08-30T04:50:29.143,2018-08-30T04:50:29.146
choice-moving,Surfer17@bmm,4855,323,6654,6654,642,NULL,1313418,1313418,1313418,NULL,LIMIT,BUY,1,37,2018-08-30T04:50:32.334,2018-08-30T04:50:32.341
choice-moving,Surfer12@bmm,4850,323,6654,6654,644,NULL,1313419,1313419,1313419,1313440,LIMIT,SELL,1,61,2018-08-30T04:50:33.011,2018-08-30T04:51:05.422
choice-moving,Surfer17@bmm,4855,323,6654,6654,642,NULL,1313420,1313420,1313420,NULL,LIMIT,BUY,1,35,2018-08-30T04:50:33.669,2018-08-30T04:50:33.672
choice-moving,Surfer4@bmm,4842,323,6654,6654,642,NULL,1313421,1313421,1313421,1313466,LIMIT,BUY,1,40,2018-08-30T04:50:34.442,2018-08-30T04:51:26.761
choice-moving,Surfer17@bmm,4855,323,6654,6654,642,NULL,1313422,1313422,1313422,NULL,LIMIT,BUY,1,34,2018-08-30T04:50:35.322,2018-08-30T04:50:35.325
choice-moving,Surfer17@bmm,4855,323,6654,6654,642,NULL,1313423,1313423,1313423,NULL,LIMIT,BUY,1,33,2018-08-30T04:50:36.971,2018-08-30T04:50:36.973
choice-moving,Surfer6@bmm,4844,323,6654,6654,642,NULL,1313424,1313424,1313424,1313533,LIMIT,BUY,1,57,2018-08-30T04:50:42.829,2018-08-30T04:52:31.675
choice-moving,Surfer6@bmm,4844,323,6654,6654,642,NULL,1313425,1313425,1313425,1313465,LIMIT,BUY,1,57,2018-08-30T04:50:43.072,2018-08-30T04:51:26.147
choice-moving,Surfer17@bmm,4855,323,6654,6654,643,NULL,1313426,1313426,1313426,NULL,LIMIT,BUY,1,7,2018-08-30T04:50:43.768,2018-08-30T04:50:43.771
choice-moving,Surfer17@bmm,4855,323,6654,6654,643,NULL,1313427,1313427,1313427,NULL,LIMIT,BUY,1,47,2018-08-30T04:50:46.501,2018-08-30T04:50:46.504
choice-moving,Surfer17@bmm,4855,323,6654,6654,643,NULL,1313428,1313428,1313428,NULL,LIMIT,BUY,1,56,2018-08-30T04:50:48.082,2018-08-30T04:50:48.086
choice-moving,Surfer6@bmm,4844,323,6654,6654,643,NULL,1313429,1313429,1313429,1313456,LIMIT,BUY,1,51,2018-08-30T04:50:49.951,2018-08-30T04:51:17.431
choice-moving,Surfer17@bmm,4855,323,6654,6654,643,NULL,1313430,1313430,1313430,NULL,LIMIT,BUY,1,36,2018-08-30T04:50:50.509,2018-08-30T04:50:50.512
choice-moving,Surfer17@bmm,4855,323,6654,6654,643,NULL,1313431,1313431,1313431,NULL,LIMIT,BUY,1,52,2018-08-30T04:50:51.898,2018-08-30T04:50:51.901
choice-moving,Surfer6@bmm,4844,323,6654,6654,643,NULL,1313432,1313432,1313432,1313436,LIMIT,BUY,1,66,2018-08-30T04:50:52.857,2018-08-30T04:50:59.103
choice-moving,Surfer6@bmm,4844,323,6654,6654,643,NULL,1313433,1313433,1313433,1313437,LIMIT,BUY,1,66,2018-08-30T04:50:53.150,2018-08-30T04:51:00.635
choice-moving,Surfer7@bmm,4845,323,6654,6654,645,NULL,1313434,1313434,1313434,1313805,LIMIT,SELL,1,50,2018-08-30T04:50:56.378,2018-08-30T04:56:56.360
