account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer4@bmm,4842,321,6652,6652,634,NULL,1312679,1312679,1312679,1312684,LIMIT,BUY,1,1,2018-08-30T04:31:46.969,2018-08-30T04:32:23.856
choice-moving,Surfer3@bmm,4841,321,6652,6652,637,NULL,1312680,1312680,1312680,NULL,LIMIT,SELL,1,22,2018-08-30T04:31:51.238,2018-08-30T04:31:51.241
choice-moving,Surfer2@bmm,4840,321,6652,6652,634,NULL,1312681,1312681,1312681,1312686,LIMIT,BUY,1,1,2018-08-30T04:32:08.585,2018-08-30T04:32:24.103
choice-moving,Surfer2@bmm,4840,321,6652,6652,634,NULL,1312682,1312682,1312682,1312687,LIMIT,BUY,1,1,2018-08-30T04:32:08.830,2018-08-30T04:32:25.524
choice-moving,Surfer11@bmm,4849,321,6652,6652,635,NULL,1312683,1312683,1312683,1312698,LIMIT,SELL,1,83,2018-08-30T04:32:23.369,2018-08-30T04:32:56.670
choice-moving,Surfer2@bmm,4840,321,6652,6652,634,NULL,1312684,1312684,1312684,1312679,LIMIT,SELL,1,1,2018-08-30T04:32:23.848,2018-08-30T04:32:23.855
choice-moving,Surfer1@bmm,4839,321,6652,6652,635,NULL,1312685,1312685,1312685,1312872,LIMIT,SELL,1,32,2018-08-30T04:32:24.068,2018-08-30T04:35:28.476
choice-moving,Surfer2@bmm,4840,321,6652,6652,634,NULL,1312686,1312686,1312686,1312681,LIMIT,SELL,1,1,2018-08-30T04:32:24.095,2018-08-30T04:32:24.103
choice-moving,Surfer2@bmm,4840,321,6652,6652,634,NULL,1312687,1312687,1312687,1312682,LIMIT,SELL,1,1,2018-08-30T04:32:25.518,2018-08-30T04:32:25.524
choice-moving,Surfer1@bmm,4839,321,6652,6652,637,NULL,1312688,1312688,1312688,1312704,LIMIT,SELL,1,17,2018-08-30T04:32:34.744,2018-08-30T04:33:03.568
choice-moving,Surfer1@bmm,4839,321,6652,6652,637,NULL,1312689,1312689,1312689,1313010,LIMIT,SELL,1,17,2018-08-30T04:32:35.716,2018-08-30T04:38:56.313
choice-moving,Surfer1@bmm,4839,321,6652,6652,637,NULL,1312690,1312690,1312690,1313008,LIMIT,SELL,1,17,2018-08-30T04:32:36.557,2018-08-30T04:38:55.367
choice-moving,Surfer1@bmm,4839,321,6652,6652,637,NULL,1312691,1312691,1312691,1313007,LIMIT,SELL,1,17,2018-08-30T04:32:36.796,2018-08-30T04:38:54.666
choice-moving,Surfer16@bmm,4854,321,6652,6652,636,NULL,1312692,1312692,1312692,1312716,LIMIT,SELL,4,49,2018-08-30T04:32:36.957,2018-08-30T04:33:15.564
choice-moving,Surfer10@bmm,4848,321,6652,6652,636,NULL,1312693,1312693,1312693,1312848,LIMIT,SELL,1,59,2018-08-30T04:32:42.703,2018-08-30T04:35:02.528
choice-moving,Surfer1@bmm,4839,321,6652,6652,635,NULL,1312694,1312694,1312694,1313011,LIMIT,SELL,1,78,2018-08-30T04:32:49.830,2018-08-30T04:38:59.421
choice-moving,Surfer1@bmm,4839,321,6652,6652,635,NULL,1312695,1312695,1312695,1312840,LIMIT,SELL,1,78,2018-08-30T04:32:50.119,2018-08-30T04:34:50.828
choice-moving,Surfer1@bmm,4839,321,6652,6652,635,NULL,1312696,1312696,1312696,1312764,LIMIT,SELL,1,78,2018-08-30T04:32:51.364,2018-08-30T04:33:56.947
choice-moving,Surfer2@bmm,4840,321,6652,6652,634,NULL,1312697,1312697,1312697,NULL,LIMIT,BUY,1,52,2018-08-30T04:32:52.175,2018-08-30T04:32:52.178
choice-moving,Surfer11@bmm,4849,321,6652,6652,635,NULL,1312698,1312683,1312683,1312683,CANCEL,SELL,1,83,2018-08-30T04:32:56.664,2018-08-30T04:32:56.670
choice-moving,Surfer9@bmm,4847,321,6652,6652,634,NULL,1312699,1312699,1312699,1312701,LIMIT,BUY,1,76,2018-08-30T04:32:56.889,2018-08-30T04:32:59.036
choice-moving,Surfer16@bmm,4854,321,6652,6652,634,NULL,1312700,1312700,1312700,1312767,LIMIT,BUY,1,52,2018-08-30T04:32:57.216,2018-08-30T04:33:59.593
choice-moving,Surfer9@bmm,4847,321,6652,6652,634,NULL,1312701,1312699,1312699,1312699,CANCEL,BUY,1,76,2018-08-30T04:32:59.029,2018-08-30T04:32:59.036
choice-moving,Surfer1@bmm,4839,321,6652,6652,634,NULL,1312702,1312702,1312702,1313003,LIMIT,BUY,1,29,2018-08-30T04:32:59.875,2018-08-30T04:38:51.524
choice-moving,Surfer3@bmm,4841,321,6652,6652,637,NULL,1312703,1312703,1312703,0,LIMIT,BUY,1,58,2018-08-30T04:33:03.557,2018-08-30T04:33:03.568
choice-moving,Surfer3@bmm,4841,321,6652,6652,637,NULL,1312704,1312703,1312703,1312688,LIMIT,BUY,1,17,2018-08-30T04:33:03.564,2018-08-30T04:33:03.568
choice-moving,Surfer6@bmm,4844,321,6652,6652,634,NULL,1312705,1312705,1312705,1312720,LIMIT,BUY,1,60,2018-08-30T04:33:04.981,2018-08-30T04:33:18.558
choice-moving,Surfer6@bmm,4844,321,6652,6652,634,NULL,1312706,1312706,1312706,1312717,LIMIT,BUY,1,60,2018-08-30T04:33:05.953,2018-08-30T04:33:15.797
choice-moving,Surfer9@bmm,4847,321,6652,6652,634,NULL,1312707,1312707,1312707,1312752,LIMIT,BUY,1,80,2018-08-30T04:33:07.701,2018-08-30T04:33:51.091
