account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer10@bmm,4848,322,6390,6390,638,NULL,1060295,1060295,1060295,1060353,LIMIT,BUY,1,68,2018-08-17T04:38:12.203,2018-08-17T04:39:12.660
choice-moving,Surfer3@bmm,4841,322,6390,6390,638,NULL,1060296,1060296,1060296,1060693,LIMIT,BUY,1,72,2018-08-17T04:38:12.592,2018-08-17T04:44:01.307
choice-moving,Surfer3@bmm,4841,322,6390,6390,638,NULL,1060297,1060297,1060297,1060696,LIMIT,BUY,1,80,2018-08-17T04:38:13.703,2018-08-17T04:44:03.256
choice-moving,Surfer10@bmm,4848,322,6390,6390,638,NULL,1060298,1060298,1060298,1060355,LIMIT,BUY,1,80,2018-08-17T04:38:15.004,2018-08-17T04:39:13.140
choice-moving,Surfer3@bmm,4841,322,6390,6390,638,NULL,1060299,1060299,1060299,1060744,LIMIT,BUY,1,57,2018-08-17T04:38:15.910,2018-08-17T04:45:30.552
choice-moving,Surfer3@bmm,4841,322,6390,6390,638,NULL,1060300,1060300,1060300,1060376,LIMIT,BUY,1,84,2018-08-17T04:38:18.896,2018-08-17T04:39:22.615
choice-moving,Surfer3@bmm,4841,322,6390,6390,638,NULL,1060301,1060301,1060301,1060352,LIMIT,BUY,1,90,2018-08-17T04:38:21.272,2018-08-17T04:39:11.355
choice-moving,Surfer7@bmm,4845,322,6390,6390,638,NULL,1060302,1060302,1060302,1060757,LIMIT,BUY,1,64,2018-08-17T04:38:24.269,2018-08-17T04:45:44.734
choice-moving,Surfer4@bmm,4842,322,6390,6390,641,NULL,1060303,1060303,1060303,NULL,LIMIT,SELL,1,32,2018-08-17T04:38:27.426,2018-08-17T04:38:27.428
choice-moving,Surfer4@bmm,4842,322,6390,6390,641,NULL,1060304,1060304,1060304,NULL,LIMIT,SELL,1,32,2018-08-17T04:38:27.597,2018-08-17T04:38:27.599
choice-moving,Surfer4@bmm,4842,322,6390,6390,641,NULL,1060305,1060305,1060305,NULL,LIMIT,SELL,1,32,2018-08-17T04:38:27.675,2018-08-17T04:38:27.677
choice-moving,Surfer4@bmm,4842,322,6390,6390,641,NULL,1060306,1060306,1060306,NULL,LIMIT,SELL,1,32,2018-08-17T04:38:27.690,2018-08-17T04:38:27.692
