account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer3@bmm,4841,323,6391,6391,642,NULL,1060778,1060778,1060778,1060989,LIMIT,BUY,1,82,2018-08-17T04:47:24.011,2018-08-17T04:50:36.784
choice-moving,Surfer11@bmm,4849,323,6391,6391,645,NULL,1060779,1060779,1060779,1060909,LIMIT,SELL,1,100,2018-08-17T04:47:25.692,2018-08-17T04:49:24.206
choice-moving,Surfer3@bmm,4841,323,6391,6391,642,NULL,1060780,1060780,1060780,1060907,LIMIT,BUY,1,67,2018-08-17T04:47:25.889,2018-08-17T04:49:20.269
choice-moving,Surfer3@bmm,4841,323,6391,6391,642,NULL,1060781,1060781,1060781,1061000,LIMIT,BUY,1,86,2018-08-17T04:47:28.398,2018-08-17T04:50:50.971
choice-moving,Surfer3@bmm,4841,323,6391,6391,642,NULL,1060782,1060782,1060782,1060971,LIMIT,BUY,1,76,2018-08-17T04:47:31.367,2018-08-17T04:50:19.522
choice-moving,Surfer11@bmm,4849,323,6391,6391,645,NULL,1060783,1060783,1060783,1060900,LIMIT,SELL,3,100,2018-08-17T04:47:31.616,2018-08-17T04:49:09.806
choice-moving,Surfer9@bmm,4847,323,6391,6391,645,NULL,1060784,1060784,1060784,NULL,LIMIT,SELL,1,85,2018-08-17T04:47:32.966,2018-08-17T04:47:32.968
choice-moving,Surfer7@bmm,4845,323,6391,6391,645,NULL,1060785,1060785,1060785,1060929,LIMIT,SELL,1,58,2018-08-17T04:47:39.417,2018-08-17T04:49:40.330
choice-moving,Surfer9@bmm,4847,323,6391,6391,642,NULL,1060786,1060786,1060786,NULL,LIMIT,BUY,1,67,2018-08-17T04:47:41.065,2018-08-17T04:47:41.067
choice-moving,Surfer4@bmm,4842,323,6391,6391,642,NULL,1060787,1060787,1060787,1061054,LIMIT,BUY,1,71,2018-08-17T04:47:41.594,2018-08-17T04:52:31.690
choice-moving,Surfer4@bmm,4842,323,6391,6391,642,NULL,1060788,1060788,1060788,1061051,LIMIT,BUY,1,71,2018-08-17T04:47:42.461,2018-08-17T04:52:30.028
choice-moving,Surfer4@bmm,4842,323,6391,6391,642,NULL,1060789,1060789,1060789,1061050,LIMIT,BUY,1,71,2018-08-17T04:47:42.697,2018-08-17T04:52:29.415
choice-moving,Surfer10@bmm,4848,323,6391,6391,643,NULL,1060790,1060790,1060790,1060933,LIMIT,BUY,1,68,2018-08-17T04:47:44.473,2018-08-17T04:49:42.399
choice-moving,Surfer18@bmm,4856,323,6391,6391,643,NULL,1060791,1060791,1060791,1060902,LIMIT,BUY,1,80,2018-08-17T04:47:45.201,2018-08-17T04:49:12.978
choice-moving,Surfer7@bmm,4845,323,6391,6391,645,NULL,1060792,1060792,1060792,1060846,LIMIT,SELL,1,55,2018-08-17T04:47:45.410,2018-08-17T04:48:37.956
choice-moving,Surfer15@bmm,4853,323,6391,6391,642,NULL,1060793,1060793,1060793,1060802,LIMIT,BUY,1,99,2018-08-17T04:47:46.686,2018-08-17T04:48:00.774
choice-moving,Surfer19@bmm,4857,323,6391,6391,645,NULL,1060794,1060794,1060794,NULL,LIMIT,SELL,1,9,2018-08-17T04:47:47.516,2018-08-17T04:47:47.518
choice-moving,Surfer8@bmm,4846,323,6391,6391,642,NULL,1060795,1060795,1060795,1060806,LIMIT,SELL,1,100,2018-08-17T04:47:52.200,2018-08-17T04:48:03.490
choice-moving,Surfer15@bmm,4853,323,6391,6391,643,NULL,1060796,1060796,1060796,1060858,LIMIT,BUY,1,99,2018-08-17T04:47:53.992,2018-08-17T04:48:41.960
choice-moving,Surfer3@bmm,4841,323,6391,6391,643,NULL,1060797,1060797,1060797,1060908,LIMIT,BUY,1,81,2018-08-17T04:47:56.224,2018-08-17T04:49:21.312
choice-moving,Surfer3@bmm,4841,323,6391,6391,643,NULL,1060798,1060798,1060798,1061063,LIMIT,BUY,1,85,2018-08-17T04:47:57.622,2018-08-17T04:52:49.708
choice-moving,Surfer3@bmm,4841,323,6391,6391,643,NULL,1060799,1060799,1060799,1061078,LIMIT,BUY,1,89,2018-08-17T04:47:59.216,2018-08-17T04:53:26.764
choice-moving,Surfer15@bmm,4853,323,6391,6391,645,NULL,1060800,1060800,1060800,NULL,LIMIT,SELL,1,100,2018-08-17T04:47:59.562,2018-08-17T04:47:59.564
choice-moving,Surfer13@bmm,4851,323,6391,6391,645,NULL,1060801,1060801,1060801,1061017,LIMIT,SELL,4,50,2018-08-17T04:47:59.961,2018-08-17T04:51:38.623
choice-moving,Surfer8@bmm,4846,323,6391,6391,642,NULL,1060802,1060802,1060802,1060793,LIMIT,SELL,1,99,2018-08-17T04:48:00.768,2018-08-17T04:48:00.774
choice-moving,Surfer3@bmm,4841,323,6391,6391,643,NULL,1060803,1060803,1060803,1060950,LIMIT,BUY,1,93,2018-08-17T04:48:02.254,2018-08-17T04:50:03.603
choice-moving,Surfer15@bmm,4853,323,6391,6391,645,NULL,1060804,1060804,1060804,1060813,LIMIT,SELL,1,1,2018-08-17T04:48:02.271,2018-08-17T04:48:12.747
choice-moving,Surfer15@bmm,4853,323,6391,6391,645,NULL,1060805,1060805,1060805,1060964,LIMIT,SELL,1,1,2018-08-17T04:48:03.467,2018-08-17T04:50:12.671
choice-moving,Surfer8@bmm,4846,323,6391,6391,642,NULL,1060806,1060795,1060795,1060795,CANCEL,SELL,1,100,2018-08-17T04:48:03.485,2018-08-17T04:48:03.490
choice-moving,Surfer15@bmm,4853,323,6391,6391,645,NULL,1060807,1060807,1060807,1061094,LIMIT,SELL,1,1,2018-08-17T04:48:04.176,2018-08-17T04:53:52.978
choice-moving,Surfer10@bmm,4848,323,6391,6391,642,NULL,1060808,1060808,1060808,1060848,LIMIT,BUY,1,87,2018-08-17T04:48:07.354,2018-08-17T04:48:38.514
choice-moving,Surfer2@bmm,4840,323,6391,6391,642,NULL,1060809,1060809,1060809,NULL,LIMIT,BUY,1,14,2018-08-17T04:48:08.418,2018-08-17T04:48:08.421
choice-moving,Surfer18@bmm,4856,323,6391,6391,642,NULL,1060810,1060810,1060810,1060873,LIMIT,BUY,1,90,2018-08-17T04:48:10.915,2018-08-17T04:48:47.872
choice-moving,Surfer9@bmm,4847,323,6391,6391,645,NULL,1060811,1060811,1060811,NULL,LIMIT,SELL,1,68,2018-08-17T04:48:12.216,2018-08-17T04:48:12.218
