account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer11@bmm,4849,321,6389,6389,634,NULL,1059941,1059941,1059941,NULL,LIMIT,BUY,1,85,2018-08-17T04:28:40.264,2018-08-17T04:28:40.269
choice-moving,Surfer18@bmm,4856,321,6389,6389,634,NULL,1059942,1059942,1059942,1060100,LIMIT,BUY,1,75,2018-08-17T04:28:40.402,2018-08-17T04:32:17.947
choice-moving,Surfer10@bmm,4848,321,6389,6389,634,NULL,1059943,1059943,1059943,1059955,LIMIT,BUY,1,66,2018-08-17T04:28:40.607,2018-08-17T04:29:24.266
choice-moving,Surfer10@bmm,4848,321,6389,6389,635,NULL,1059944,1059944,1059944,1059953,LIMIT,BUY,1,80,2018-08-17T04:28:48.909,2018-08-17T04:29:22.796
choice-moving,Surfer15@bmm,4853,321,6389,6389,634,NULL,1059945,1059945,1059945,1060086,LIMIT,BUY,1,90,2018-08-17T04:28:49.969,2018-08-17T04:32:06.168
choice-moving,Surfer4@bmm,4842,321,6389,6389,634,NULL,1059946,1059946,1059946,NULL,LIMIT,BUY,1,62,2018-08-17T04:28:53.947,2018-08-17T04:28:53.949
choice-moving,Surfer4@bmm,4842,321,6389,6389,634,NULL,1059947,1059947,1059947,NULL,LIMIT,BUY,1,62,2018-08-17T04:28:54.685,2018-08-17T04:28:54.687
choice-moving,Surfer3@bmm,4841,321,6389,6389,637,NULL,1059948,1059948,1059948,1060025,LIMIT,SELL,1,18,2018-08-17T04:29:11.284,2018-08-17T04:30:55.676
choice-moving,Surfer3@bmm,4841,321,6389,6389,637,NULL,1059949,1059949,1059949,1060043,LIMIT,SELL,1,32,2018-08-17T04:29:13.242,2018-08-17T04:31:12.636
choice-moving,Surfer3@bmm,4841,321,6389,6389,637,NULL,1059950,1059950,1059950,1060044,LIMIT,SELL,1,15,2018-08-17T04:29:15.049,2018-08-17T04:31:13.863
choice-moving,Surfer3@bmm,4841,321,6389,6389,637,NULL,1059951,1059951,1059951,1060045,LIMIT,SELL,1,10,2018-08-17T04:29:18.235,2018-08-17T04:31:14.826
choice-moving,Surfer15@bmm,4853,321,6389,6389,637,NULL,1059952,1059952,1059952,1060124,LIMIT,SELL,1,16,2018-08-17T04:29:20.929,2018-08-17T04:33:03.081
choice-moving,Surfer10@bmm,4848,321,6389,6389,635,NULL,1059953,1059944,1059944,1059944,CANCEL,BUY,1,80,2018-08-17T04:29:22.792,2018-08-17T04:29:22.796
choice-moving,Surfer17@bmm,4855,321,6389,6389,635,NULL,1059954,1059954,1059954,1059958,LIMIT,SELL,1,80,2018-08-17T04:29:23.204,2018-08-17T04:29:27.366
choice-moving,Surfer10@bmm,4848,321,6389,6389,634,NULL,1059955,1059943,1059943,1059943,CANCEL,BUY,1,66,2018-08-17T04:29:24.260,2018-08-17T04:29:24.265
choice-moving,Surfer12@bmm,4850,321,6389,6389,634,NULL,1059956,1059956,1059956,NULL,LIMIT,BUY,1,92,2018-08-17T04:29:25.500,2018-08-17T04:29:25.502
choice-moving,Surfer12@bmm,4850,321,6389,6389,634,NULL,1059957,1059957,1059957,NULL,LIMIT,BUY,1,92,2018-08-17T04:29:26.713,2018-08-17T04:29:26.715
choice-moving,Surfer17@bmm,4855,321,6389,6389,635,NULL,1059958,1059954,1059954,1059954,CANCEL,SELL,1,80,2018-08-17T04:29:27.361,2018-08-17T04:29:27.365
choice-moving,Surfer4@bmm,4842,321,6389,6389,636,NULL,1059959,1059959,1059959,1060098,LIMIT,SELL,1,9,2018-08-17T04:29:27.483,2018-08-17T04:32:11.276
choice-moving,Surfer9@bmm,4847,321,6389,6389,635,NULL,1059960,1059960,1059960,1059971,LIMIT,SELL,1,70,2018-08-17T04:29:28.679,2018-08-17T04:29:45.789
choice-moving,Surfer19@bmm,4857,321,6389,6389,637,NULL,1059961,1059961,1059961,NULL,LIMIT,SELL,1,10,2018-08-17T04:29:28.739,2018-08-17T04:29:28.742
choice-moving,Surfer6@bmm,4844,321,6389,6389,636,NULL,1059962,1059962,1059962,1060282,LIMIT,SELL,1,3,2018-08-17T04:29:31.115,2018-08-17T04:36:15.779
choice-moving,Surfer19@bmm,4857,321,6389,6389,637,NULL,1059963,1059963,1059963,NULL,LIMIT,SELL,1,10,2018-08-17T04:29:31.247,2018-08-17T04:29:31.249
choice-moving,Surfer8@bmm,4846,321,6389,6389,634,NULL,1059964,1059964,1059964,1059976,LIMIT,SELL,1,100,2018-08-17T04:29:31.293,2018-08-17T04:30:00.265
choice-moving,Surfer19@bmm,4857,321,6389,6389,637,NULL,1059965,1059965,1059965,NULL,LIMIT,SELL,1,10,2018-08-17T04:29:31.661,2018-08-17T04:29:31.663
choice-moving,Surfer19@bmm,4857,321,6389,6389,637,NULL,1059966,1059966,1059966,NULL,LIMIT,SELL,1,10,2018-08-17T04:29:32.093,2018-08-17T04:29:32.095
choice-moving,Surfer4@bmm,4842,321,6389,6389,635,NULL,1059967,1059967,1059967,1059988,LIMIT,BUY,1,0,2018-08-17T04:29:33.060,2018-08-17T04:30:20.968
choice-moving,Surfer7@bmm,4845,321,6389,6389,637,NULL,1059968,1059968,1059968,1060125,LIMIT,SELL,1,20,2018-08-17T04:29:36.965,2018-08-17T04:33:05.163
choice-moving,Surfer6@bmm,4844,321,6389,6389,634,NULL,1059969,1059969,1059969,NULL,LIMIT,BUY,1,88,2018-08-17T04:29:39.375,2018-08-17T04:29:39.378
choice-moving,Surfer9@bmm,4847,321,6389,6389,634,NULL,1059970,1059970,1059970,NULL,LIMIT,BUY,2,62,2018-08-17T04:29:45.635,2018-08-17T04:29:45.637
choice-moving,Surfer4@bmm,4842,321,6389,6389,635,NULL,1059971,1059971,1059971,1059960,LIMIT,BUY,1,70,2018-08-17T04:29:45.782,2018-08-17T04:29:45.789
choice-moving,Surfer11@bmm,4849,321,6389,6389,637,NULL,1059972,1059972,1059972,1060145,LIMIT,SELL,1,1,2018-08-17T04:29:47.448,2018-08-17T04:33:21.226
choice-moving,Surfer13@bmm,4851,321,6389,6389,637,NULL,1059973,1059973,1059973,1060207,LIMIT,SELL,2,6,2018-08-17T04:29:56.215,2018-08-17T04:34:17.539
choice-moving,Surfer11@bmm,4849,321,6389,6389,637,NULL,1059974,1059974,1059974,0,LIMIT,SELL,3,1,2018-08-17T04:29:58.292,2018-08-17T04:34:14.555
