account,email,owner,marketplace,session,period,market,target,order,original,supplier,consumer,type,side,units,price,createdDate,lastModifiedDate
choice-moving,Surfer3@bmm,4841,325,6393,6393,650,NULL,1061550,1061550,1061550,1061897,LIMIT,BUY,1,93,2018-08-17T05:05:05.735,2018-08-17T05:12:01.011
choice-moving,Surfer3@bmm,4841,325,6393,6393,650,NULL,1061551,1061551,1061551,1061694,LIMIT,BUY,1,87,2018-08-17T05:05:07.217,2018-08-17T05:07:33.649
choice-moving,Surfer3@bmm,4841,325,6393,6393,650,NULL,1061552,1061552,1061552,1061896,LIMIT,BUY,1,92,2018-08-17T05:05:09.569,2018-08-17T05:11:59.490
choice-moving,Surfer3@bmm,4841,325,6393,6393,650,NULL,1061553,1061553,1061553,1061621,LIMIT,BUY,1,95,2018-08-17T05:05:11.670,2018-08-17T05:06:09.469
choice-moving,Surfer9@bmm,4847,325,6393,6393,653,NULL,1061554,1061554,1061554,NULL,LIMIT,SELL,1,81,2018-08-17T05:05:12.112,2018-08-17T05:05:12.114
choice-moving,Surfer9@bmm,4847,325,6393,6393,650,NULL,1061555,1061555,1061555,NULL,LIMIT,BUY,1,87,2018-08-17T05:05:19.397,2018-08-17T05:05:19.402
choice-moving,Surfer15@bmm,4853,325,6393,6393,653,NULL,1061556,1061556,1061556,1061727,LIMIT,SELL,1,1,2018-08-17T05:05:21.144,2018-08-17T05:08:05.315
choice-moving,Surfer15@bmm,4853,325,6393,6393,653,NULL,1061557,1061557,1061557,NULL,LIMIT,SELL,1,1,2018-08-17T05:05:21.390,2018-08-17T05:05:21.393
choice-moving,Surfer15@bmm,4853,325,6393,6393,653,NULL,1061558,1061558,1061558,1061562,LIMIT,SELL,1,1,2018-08-17T05:05:22.087,2018-08-17T05:05:28.153
choice-moving,Surfer15@bmm,4853,325,6393,6393,653,NULL,1061559,1061559,1061559,1061561,LIMIT,SELL,1,1,2018-08-17T05:05:23.219,2018-08-17T05:05:27.652
choice-moving,Surfer4@bmm,4842,325,6393,6393,650,NULL,1061560,1061560,1061560,1061571,LIMIT,BUY,1,99,2018-08-17T05:05:23.755,2018-08-17T05:05:41.322
choice-moving,Surfer15@bmm,4853,325,6393,6393,653,NULL,1061561,1061559,1061559,1061559,CANCEL,SELL,1,1,2018-08-17T05:05:27.647,2018-08-17T05:05:27.652
choice-moving,Surfer15@bmm,4853,325,6393,6393,653,NULL,1061562,1061558,1061558,1061558,CANCEL,SELL,1,1,2018-08-17T05:05:28.149,2018-08-17T05:05:28.153
choice-moving,Surfer7@bmm,4845,325,6393,6393,653,NULL,1061563,1061563,1061563,NULL,LIMIT,SELL,1,1,2018-08-17T05:05:32.148,2018-08-17T05:05:32.150
choice-moving,Surfer15@bmm,4853,325,6393,6393,650,NULL,1061564,1061564,1061564,1061603,LIMIT,BUY,1,99,2018-08-17T05:05:33.051,2018-08-17T05:06:01.070
choice-moving,Surfer13@bmm,4851,325,6393,6393,653,NULL,1061565,1061565,1061565,1061695,LIMIT,SELL,4,4,2018-08-17T05:05:33.597,2018-08-17T05:07:34.159
choice-moving,Surfer8@bmm,4846,325,6393,6393,650,NULL,1061566,1061566,1061566,1061596,LIMIT,SELL,1,100,2018-08-17T05:05:34.178,2018-08-17T05:06:00.002
choice-moving,Surfer9@bmm,4847,325,6393,6393,651,NULL,1061567,1061567,1061567,1061574,LIMIT,SELL,1,76,2018-08-17T05:05:36.136,2018-08-17T05:05:42.805
choice-moving,Surfer7@bmm,4845,325,6393,6393,653,NULL,1061568,1061568,1061568,NULL,LIMIT,SELL,1,1,2018-08-17T05:05:38.511,2018-08-17T05:05:38.513
choice-moving,Surfer7@bmm,4845,325,6393,6393,653,NULL,1061569,1061569,1061569,NULL,LIMIT,SELL,1,1,2018-08-17T05:05:39.225,2018-08-17T05:05:39.227
choice-moving,Surfer7@bmm,4845,325,6393,6393,653,NULL,1061570,1061570,1061570,1061907,LIMIT,SELL,1,1,2018-08-17T05:05:39.843,2018-08-17T05:12:19.111
choice-moving,Surfer8@bmm,4846,325,6393,6393,650,NULL,1061571,1061571,1061571,1061560,LIMIT,SELL,1,99,2018-08-17T05:05:41.317,2018-08-17T05:05:41.322
choice-moving,Surfer10@bmm,4848,325,6393,6393,652,NULL,1061572,1061572,1061572,0,LIMIT,SELL,3,20,2018-08-17T05:05:42.041,2018-08-17T05:05:57.241
choice-moving,Surfer2@bmm,4840,325,6393,6393,650,NULL,1061573,1061573,1061573,NULL,LIMIT,BUY,1,22,2018-08-17T05:05:42.377,2018-08-17T05:05:42.379
choice-moving,Surfer15@bmm,4853,325,6393,6393,651,NULL,1061574,1061574,1061574,1061567,LIMIT,BUY,1,76,2018-08-17T05:05:42.800,2018-08-17T05:05:42.805
choice-moving,Surfer2@bmm,4840,325,6393,6393,650,NULL,1061575,1061575,1061575,NULL,LIMIT,BUY,1,22,2018-08-17T05:05:42.874,2018-08-17T05:05:42.876
choice-moving,Surfer4@bmm,4842,325,6393,6393,651,NULL,1061576,1061576,1061576,1061639,LIMIT,BUY,1,76,2018-08-17T05:05:44.364,2018-08-17T05:06:22.122
choice-moving,Surfer2@bmm,4840,325,6393,6393,650,NULL,1061577,1061577,1061577,NULL,LIMIT,BUY,1,22,2018-08-17T05:05:44.411,2018-08-17T05:05:44.413
choice-moving,Surfer19@bmm,4857,325,6393,6393,653,NULL,1061578,1061578,1061578,NULL,LIMIT,SELL,1,3,2018-08-17T05:05:46.129,2018-08-17T05:05:46.131
choice-moving,Surfer17@bmm,4855,325,6393,6393,651,NULL,1061579,1061579,1061579,1061648,LIMIT,BUY,1,69,2018-08-17T05:05:48.394,2018-08-17T05:06:29.281
choice-moving,Surfer2@bmm,4840,325,6393,6393,652,NULL,1061580,1061580,1061580,NULL,LIMIT,SELL,1,38,2018-08-17T05:05:49.398,2018-08-17T05:05:49.400
choice-moving,Surfer12@bmm,4850,325,6393,6393,650,NULL,1061581,1061581,1061581,NULL,LIMIT,BUY,3,80,2018-08-17T05:05:50.576,2018-08-17T05:05:50.578
choice-moving,Surfer2@bmm,4840,325,6393,6393,652,NULL,1061582,1061582,1061582,NULL,LIMIT,SELL,1,38,2018-08-17T05:05:50.836,2018-08-17T05:05:50.838
choice-moving,Surfer19@bmm,4857,325,6393,6393,653,NULL,1061583,1061583,1061583,NULL,LIMIT,SELL,1,1,2018-08-17T05:05:51.487,2018-08-17T05:05:51.489
choice-moving,Surfer19@bmm,4857,325,6393,6393,653,NULL,1061584,1061584,1061584,NULL,LIMIT,SELL,1,1,2018-08-17T05:05:51.730,2018-08-17T05:05:51.733
choice-moving,Surfer17@bmm,4855,325,6393,6393,651,NULL,1061585,1061585,1061585,1061667,LIMIT,BUY,1,40,2018-08-17T05:05:51.806,2018-08-17T05:06:42.028
choice-moving,Surfer19@bmm,4857,325,6393,6393,653,NULL,1061586,1061586,1061586,NULL,LIMIT,SELL,1,1,2018-08-17T05:05:52.535,2018-08-17T05:05:52.537
choice-moving,Surfer2@bmm,4840,325,6393,6393,652,NULL,1061587,1061587,1061587,NULL,LIMIT,SELL,1,95,2018-08-17T05:05:54.107,2018-08-17T05:05:54.109
choice-moving,Surfer2@bmm,4840,325,6393,6393,652,NULL,1061588,1061588,1061588,NULL,LIMIT,SELL,1,95,2018-08-17T05:05:54.939,2018-08-17T05:05:54.941
choice-moving,Surfer17@bmm,4855,325,6393,6393,651,NULL,1061589,1061589,1061589,1061662,LIMIT,BUY,1,68,2018-08-17T05:05:55.167,2018-08-17T05:06:38.082
choice-moving,Surfer2@bmm,4840,325,6393,6393,652,NULL,1061590,1061590,1061590,0,LIMIT,BUY,1,95,2018-08-17T05:05:57.228,2018-08-17T05:05:57.241
choice-moving,Surfer2@bmm,4840,325,6393,6393,652,NULL,1061591,1061590,1061590,1061592,LIMIT,BUY,1,20,2018-08-17T05:05:57.233,2018-08-17T05:05:57.241
choice-moving,Surfer10@bmm,4848,325,6393,6393,652,NULL,1061592,1061572,1061572,1061591,LIMIT,SELL,1,20,2018-08-17T05:05:57.235,2018-08-17T05:05:57.241
choice-moving,Surfer10@bmm,4848,325,6393,6393,652,NULL,1061593,1061572,1061572,0,LIMIT,SELL,2,20,2018-08-17T05:05:42.041,2018-08-17T05:06:10.907
choice-moving,Surfer2@bmm,4840,325,6393,6393,652,NULL,1061594,1061594,1061594,NULL,LIMIT,SELL,1,95,2018-08-17T05:05:58.797,2018-08-17T05:05:58.799
choice-moving,Surfer4@bmm,4842,325,6393,6393,652,NULL,1061595,1061595,1061595,1061636,LIMIT,SELL,1,31,2018-08-17T05:05:59.844,2018-08-17T05:06:19.405
choice-moving,Surfer17@bmm,4855,325,6393,6393,650,NULL,1061596,1061596,1061596,1061566,LIMIT,BUY,1,100,2018-08-17T05:05:59.997,2018-08-17T05:06:00.002
choice-moving,Surfer4@bmm,4842,325,6393,6393,652,NULL,1061597,1061597,1061597,1061646,LIMIT,SELL,1,31,2018-08-17T05:06:00.079,2018-08-17T05:06:27.459
