"submitted_item_move_id","submitted_item_id","move_type","in_knapsack","pos_x","pos_y","time_into_problem"
"257101","61027","1","0","530.155","36.7595","4.13104"
"257102","61027","3","0","507.155","45.7595","4.99683"
"257129","61027","1","0","507.155","45.7595","43.5657"
"257130","61027","3","1","95.1549","105.759","44.0996"
"257131","61027","1","1","95.1549","105.759","45.9332"
"257132","61027","3","0","667.155","42.7595","46.3991"
"257143","61027","1","0","667.155","42.7595","57.0944"
"257144","61027","3","1","99.1549","137.76","58.0282"
"257145","61027","1","1","99.1549","137.76","58.3761"
"257146","61027","3","1","70.1549","123.759","58.644"
"257103","61028","1","0","734.498","198.296","19.9755"
"257104","61028","3","0","734.498","198.296","20.0255"
"257121","61028","1","0","734.498","198.296","40.6505"
"257122","61028","3","1","293.498","205.296","41.5842"
"257123","61028","1","1","293.498","205.296","41.6342"
"257124","61028","3","1","293.498","205.296","41.8661"
"257125","61028","1","1","293.498","205.296","41.9661"
"257126","61028","3","1","293.498","205.296","42.0001"
"257127","61028","1","1","293.498","205.296","42.7999"
"257128","61028","3","0","692.498","205.296","43.2338"
"257137","61028","1","0","692.498","205.296","51.6298"
"257138","61028","3","1","82.4979","111.296","51.9137"
"257141","61028","1","1","82.4979","111.296","55.9787"
"257142","61028","3","0","547.498","92.2955","56.6945"
"257173","61028","1","0","547.498","92.2955","103.427"
"257174","61028","3","0","644.498","65.2955","104.243"
"257177","61028","1","0","644.498","65.2955","106.542"
"257178","61028","3","0","577.498","65.2955","106.708"
"257113","61029","1","0","757.821","118.488","26.8398"
"257114","61029","3","1","209.821","227.488","27.2717"
"257163","61029","1","1","209.821","227.488","93.1796"
"257164","61029","3","0","621.821","366.487","93.5295"
"257167","61029","1","0","621.821","366.487","95.7289"
"257168","61029","3","1","246.821","223.488","96.6287"
"257147","61030","1","0","712.69","301.412","62.1432"
"257148","61030","3","0","573.69","313.412","63.9747"
"257155","61030","1","0","573.69","313.412","82.8681"
"257156","61030","3","0","532.69","306.412","84.5177"
"257165","61030","1","0","532.69","306.412","93.8634"
"257166","61030","3","0","566.69","275.412","95.329"
"257169","61030","1","0","566.69","275.412","97.4125"
"257170","61030","3","0","550.69","330.412","97.7625"
"257153","61031","1","0","871.389","72.3431","68.4556"
"257154","61031","3","0","737.389","92.3431","70.905"
"257159","61031","1","0","737.389","92.3431","87.1171"
"257160","61031","3","0","764.389","87.3431","88.2168"
"257171","61031","1","0","764.389","87.3431","102.059"
"257172","61031","3","0","721.389","125.343","103.093"
"257115","61032","1","0","583.54","131.71","29.4392"
"257116","61032","3","0","590.54","241.71","30.055"
"257117","61032","1","0","590.54","241.71","36.4695"
"257118","61032","3","1","353.54","225.71","37.1513"
"257119","61032","1","1","353.54","225.71","39.2508"
"257120","61032","3","0","598.54","231.71","39.8347"
"257179","61032","1","0","598.54","231.71","107.892"
"257180","61032","3","0","566.54","228.71","108.092"
"257181","61032","1","0","566.54","228.71","108.308"
"257182","61032","3","0","559.54","182.71","109.576"
"257183","61032","1","0","559.54","182.71","110.541"
"257184","61032","3","0","610.54","220.71","110.807"
"257109","61033","1","0","611.202","87.0032","24.9563"
