"submitted_problem_id","participant_id","problem_id","time_started","seconds_on_problem","completed","interventions_available","interventions_used"
"5791","282","11","2018-08-29 08:53:44","900","0","0","0"
"5792","260","11","2018-08-29 09:18:34","112.089","1","0","0"
"5793","265","11","2018-08-29 09:19:46","371.905","1","0","0"
"5794","267","11","2018-08-29 09:18:25","542.475","1","0","0"
"5795","259","11","2018-08-29 09:18:36","537.11","1","0","0"
"5796","263","11","2018-08-29 09:18:42","530.596","1","0","0"
"5797","261","11","2018-08-29 09:18:44","529.013","1","0","0"
"5798","266","11","2018-08-29 09:15:44","709.917","1","0","0"
"5799","270","11","2018-08-29 09:19:32","319.244","1","0","0"
"5800","258","11","2018-08-29 09:18:59","520.133","1","0","0"
"5801","260","11","2018-08-29 09:20:29","430.585","1","0","0"
"5802","264","11","2018-08-29 09:19:30","495.159","1","0","0"
"5803","268","11","2018-08-29 09:20:15","451.574","1","0","0"
"5804","282","11","2018-08-29 09:18:36","559.519","1","0","0"
"5805","264","11","2018-08-29 09:28:00","8.32996","1","0","0"
"5806","262","11","2018-08-29 09:18:44","575.712","1","0","0"
"5807","264","11","2018-08-29 09:28:10","14.4605","1","0","0"
"5808","282","11","2018-08-29 09:28:03","23.5082","1","0","0"
"5809","282","11","2018-08-29 09:28:27","0.665833","1","0","0"
"5810","282","11","2018-08-29 09:28:28","0.699829","1","0","0"
"5811","282","11","2018-08-29 09:28:29","0.515869","1","0","0"
"5812","267","11","2018-08-29 09:28:41","1.34967","1","0","0"
"5813","267","11","2018-08-29 09:28:44","0.849792","1","0","0"
"5814","267","11","2018-08-29 09:28:46","0.815796","1","0","0"
"5815","267","11","2018-08-29 09:28:47","0.765808","1","0","0"
"5816","258","11","2018-08-29 09:27:40","100.245","1","0","0"
"5817","261","11","2018-08-29 09:27:36","130.082","1","0","0"
"5818","265","11","2018-08-29 09:28:14","102.179","1","0","0"
"5819","261","11","2018-08-29 09:29:48","65.1421","1","0","0"
"5820","258","11","2018-08-29 09:29:22","101.477","1","0","0"
"5821","269","11","2018-08-29 09:18:41","790.026","1","0","0"
"5822","261","11","2018-08-29 09:30:57","132.216","1","0","0"
"5823","263","11","2018-08-29 09:28:20","301.018","1","0","0"
"5824","263","11","2018-08-29 09:33:23","218.867","1","0","0"
"5825","265","11","2018-08-29 09:36:55","11.8272","1","0","0"
"5826","267","11","2018-08-29 09:30:00","434.332","1","0","0"
"5827","263","11","2018-08-29 09:37:10","17.1292","1","0","0"
"5828","260","11","2018-08-29 09:27:43","760.344","1","0","0"
"5829","260","11","2018-08-29 09:40:25","22.1246","1","0","0"
"5830","260","11","2018-08-29 09:40:48","1.08173","1","0","0"
